Sensor, Timestamp, Value
LoadCell, 2024-05-02 19:21:14.938941, 1e-05
DMM, 2024-05-02 19:21:14.938941, 814427.103
LoadCell, 2024-05-02 19:21:14.958626, None
DMM, 2024-05-02 19:21:14.958626, 813733.559
LoadCell, 2024-05-02 19:21:14.980661, None
DMM, 2024-05-02 19:21:14.980661, 813390.082
LoadCell, 2024-05-02 19:21:14.999285, None
DMM, 2024-05-02 19:21:14.999285, 814063.93
LoadCell, 2024-05-02 19:21:15.018573, None
DMM, 2024-05-02 19:21:15.018573, 815391.838
LoadCell, 2024-05-02 19:21:15.039541, 7e-05
DMM, 2024-05-02 19:21:15.039541, 813839.802
LoadCell, 2024-05-02 19:21:15.059604, None
DMM, 2024-05-02 19:21:15.059604, 815147.584
LoadCell, 2024-05-02 19:21:15.080050, None
DMM, 2024-05-02 19:21:15.080050, 815515.802
LoadCell, 2024-05-02 19:21:15.098685, None
DMM, 2024-05-02 19:21:15.098685, 815848.422
LoadCell, 2024-05-02 19:21:15.117553, None
DMM, 2024-05-02 19:21:15.117553, 814299.634
LoadCell, 2024-05-02 19:21:15.138925, 4e-05
DMM, 2024-05-02 19:21:15.138925, 813776.728
LoadCell, 2024-05-02 19:21:15.159646, None
DMM, 2024-05-02 19:21:15.159646, 815462.286
LoadCell, 2024-05-02 19:21:15.178638, None
DMM, 2024-05-02 19:21:15.178638, 816912.276
LoadCell, 2024-05-02 19:21:15.200574, None
DMM, 2024-05-02 19:21:15.200574, 816064.374
LoadCell, 2024-05-02 19:21:15.217649, None
DMM, 2024-05-02 19:21:15.217649, 816175.994
LoadCell, 2024-05-02 19:21:15.239461, 0.0
DMM, 2024-05-02 19:21:15.239461, 815866.014
LoadCell, 2024-05-02 19:21:15.259595, None
DMM, 2024-05-02 19:21:15.259595, 815175.088
LoadCell, 2024-05-02 19:21:15.277955, None
DMM, 2024-05-02 19:21:15.277955, 817314.776
LoadCell, 2024-05-02 19:21:15.300523, None
DMM, 2024-05-02 19:21:15.300523, 816795.533
LoadCell, 2024-05-02 19:21:15.319055, None
DMM, 2024-05-02 19:21:15.319055, 815651.266
LoadCell, 2024-05-02 19:21:15.338913, 2e-05
DMM, 2024-05-02 19:21:15.338913, 816724.368
LoadCell, 2024-05-02 19:21:15.359697, None
DMM, 2024-05-02 19:21:15.359697, 820000.494
LoadCell, 2024-05-02 19:21:15.378866, None
DMM, 2024-05-02 19:21:15.378866, 820146.642
LoadCell, 2024-05-02 19:21:15.399573, None
DMM, 2024-05-02 19:21:15.399573, 819921.912
LoadCell, 2024-05-02 19:21:15.421626, None
DMM, 2024-05-02 19:21:15.421626, 819983.3
LoadCell, 2024-05-02 19:21:15.438424, 7e-05
DMM, 2024-05-02 19:21:15.438424, 818809.853
LoadCell, 2024-05-02 19:21:15.459830, None
DMM, 2024-05-02 19:21:15.459830, 819756.216
LoadCell, 2024-05-02 19:21:15.478563, None
DMM, 2024-05-02 19:21:15.478563, 820252.184
LoadCell, 2024-05-02 19:21:15.498586, None
DMM, 2024-05-02 19:21:15.498586, 820600.725
LoadCell, 2024-05-02 19:21:15.520820, None
DMM, 2024-05-02 19:21:15.520820, 817968.364
LoadCell, 2024-05-02 19:21:15.539928, 1e-05
DMM, 2024-05-02 19:21:15.539928, 817315.267
LoadCell, 2024-05-02 19:21:15.558381, None
DMM, 2024-05-02 19:21:15.558381, 818166.474
LoadCell, 2024-05-02 19:21:15.579464, None
DMM, 2024-05-02 19:21:15.579464, 818518.533
LoadCell, 2024-05-02 19:21:15.599711, None
DMM, 2024-05-02 19:21:15.599711, 818778.521
LoadCell, 2024-05-02 19:21:15.618643, None
DMM, 2024-05-02 19:21:15.618643, 817701.854
LoadCell, 2024-05-02 19:21:15.640880, 2e-05
DMM, 2024-05-02 19:21:15.640880, 816887.87
LoadCell, 2024-05-02 19:21:15.659545, None
DMM, 2024-05-02 19:21:15.659545, 818321.135
LoadCell, 2024-05-02 19:21:15.679079, None
DMM, 2024-05-02 19:21:15.679079, 818504.911
LoadCell, 2024-05-02 19:21:15.698011, None
DMM, 2024-05-02 19:21:15.698011, 819208.462
LoadCell, 2024-05-02 19:21:15.719645, None
DMM, 2024-05-02 19:21:15.719645, 819946.422
LoadCell, 2024-05-02 19:21:15.741526, 1e-05
DMM, 2024-05-02 19:21:15.741526, 817906.766
LoadCell, 2024-05-02 19:21:15.760006, None
DMM, 2024-05-02 19:21:15.760006, 818671.728
LoadCell, 2024-05-02 19:21:15.779584, None
DMM, 2024-05-02 19:21:15.779584, 820376.979
LoadCell, 2024-05-02 19:21:15.798994, None
DMM, 2024-05-02 19:21:15.798994, 820635.419
LoadCell, 2024-05-02 19:21:15.818895, None
DMM, 2024-05-02 19:21:15.818895, 820794.979
LoadCell, 2024-05-02 19:21:15.839364, 2e-05
DMM, 2024-05-02 19:21:15.839364, 813864.987
LoadCell, 2024-05-02 19:21:15.861518, None
DMM, 2024-05-02 19:21:15.861518, 806733.866
LoadCell, 2024-05-02 19:21:15.878478, None
DMM, 2024-05-02 19:21:15.878478, 762426.446
LoadCell, 2024-05-02 19:21:15.898600, None
DMM, 2024-05-02 19:21:15.898600, 723234.041
LoadCell, 2024-05-02 19:21:15.918617, None
DMM, 2024-05-02 19:21:15.918617, 690450.27
LoadCell, 2024-05-02 19:21:15.938606, 0.0
DMM, 2024-05-02 19:21:15.938606, 695724.251
LoadCell, 2024-05-02 19:21:15.960169, None
DMM, 2024-05-02 19:21:15.960169, 729339.743
LoadCell, 2024-05-02 19:21:15.979965, None
DMM, 2024-05-02 19:21:15.979965, 732281.075
LoadCell, 2024-05-02 19:21:15.998787, None
DMM, 2024-05-02 19:21:15.998787, 736767.944
LoadCell, 2024-05-02 19:21:16.019089, None
DMM, 2024-05-02 19:21:16.019089, 735071.987
LoadCell, 2024-05-02 19:21:16.038906, 1e-05
DMM, 2024-05-02 19:21:16.038906, 722994.482
LoadCell, 2024-05-02 19:21:16.059495, None
DMM, 2024-05-02 19:21:16.059495, 714126.04
LoadCell, 2024-05-02 19:21:16.081555, None
DMM, 2024-05-02 19:21:16.081555, 738016.752
LoadCell, 2024-05-02 19:21:16.097502, None
DMM, 2024-05-02 19:21:16.097502, 760761.346
LoadCell, 2024-05-02 19:21:16.118546, None
DMM, 2024-05-02 19:21:16.118546, 727403.657
LoadCell, 2024-05-02 19:21:16.139032, 4e-05
DMM, 2024-05-02 19:21:16.139032, 747546.685
LoadCell, 2024-05-02 19:21:16.158301, None
DMM, 2024-05-02 19:21:16.158301, 815136.255
LoadCell, 2024-05-02 19:21:16.177667, None
DMM, 2024-05-02 19:21:16.177667, 884037.023
LoadCell, 2024-05-02 19:21:16.199593, None
DMM, 2024-05-02 19:21:16.199593, 948084.045
LoadCell, 2024-05-02 19:21:16.218701, None
DMM, 2024-05-02 19:21:16.218701, 571375.313
LoadCell, 2024-05-02 19:21:16.238733, 3e-05
DMM, 2024-05-02 19:21:16.238733, 251005.755
LoadCell, 2024-05-02 19:21:16.259506, None
DMM, 2024-05-02 19:21:16.259506, 226866.042
LoadCell, 2024-05-02 19:21:16.279228, None
DMM, 2024-05-02 19:21:16.279228, 225770.252
LoadCell, 2024-05-02 19:21:16.300977, None
DMM, 2024-05-02 19:21:16.300977, 219785.85
LoadCell, 2024-05-02 19:21:16.318453, None
DMM, 2024-05-02 19:21:16.318453, 213511.602
LoadCell, 2024-05-02 19:21:16.338707, 9e-05
DMM, 2024-05-02 19:21:16.338707, 202454.968
LoadCell, 2024-05-02 19:21:16.357518, None
DMM, 2024-05-02 19:21:16.357518, 179947.022
LoadCell, 2024-05-02 19:21:16.376540, None
DMM, 2024-05-02 19:21:16.376540, 169740.813
LoadCell, 2024-05-02 19:21:16.397493, None
DMM, 2024-05-02 19:21:16.397493, 165769.349
LoadCell, 2024-05-02 19:21:16.419591, None
DMM, 2024-05-02 19:21:16.419591, 162513.177
LoadCell, 2024-05-02 19:21:16.439654, 3e-05
DMM, 2024-05-02 19:21:16.439654, 162292.407
LoadCell, 2024-05-02 19:21:16.458635, None
DMM, 2024-05-02 19:21:16.458635, 165290.761
LoadCell, 2024-05-02 19:21:16.478444, None
DMM, 2024-05-02 19:21:16.478444, 165603.841
LoadCell, 2024-05-02 19:21:16.499316, None
DMM, 2024-05-02 19:21:16.499316, 164592.009
LoadCell, 2024-05-02 19:21:16.521728, None
DMM, 2024-05-02 19:21:16.521728, 161666.838
LoadCell, 2024-05-02 19:21:16.537158, 7e-05
DMM, 2024-05-02 19:21:16.537158, 156656.739
LoadCell, 2024-05-02 19:21:16.558208, None
DMM, 2024-05-02 19:21:16.558208, 151274.665
LoadCell, 2024-05-02 19:21:16.576610, None
DMM, 2024-05-02 19:21:16.576610, 148447.697
LoadCell, 2024-05-02 19:21:16.596624, None
DMM, 2024-05-02 19:21:16.596624, 146985.128
LoadCell, 2024-05-02 19:21:16.619773, None
DMM, 2024-05-02 19:21:16.619773, 146355.363
LoadCell, 2024-05-02 19:21:16.638647, 0.0
DMM, 2024-05-02 19:21:16.638647, 144764.676
LoadCell, 2024-05-02 19:21:16.657664, None
DMM, 2024-05-02 19:21:16.657664, 143070.528
LoadCell, 2024-05-02 19:21:16.677588, None
DMM, 2024-05-02 19:21:16.677588, 141506.035
LoadCell, 2024-05-02 19:21:16.697523, None
DMM, 2024-05-02 19:21:16.697523, 140702.928
LoadCell, 2024-05-02 19:21:16.719684, None
DMM, 2024-05-02 19:21:16.719684, 139663.299
LoadCell, 2024-05-02 19:21:16.740467, 0.00122
DMM, 2024-05-02 19:21:16.740467, 139255.789
LoadCell, 2024-05-02 19:21:16.758188, None
DMM, 2024-05-02 19:21:16.758188, 139456.12
LoadCell, 2024-05-02 19:21:16.778241, None
DMM, 2024-05-02 19:21:16.778241, 140242.605
LoadCell, 2024-05-02 19:21:16.797855, None
DMM, 2024-05-02 19:21:16.797855, 140888.851
LoadCell, 2024-05-02 19:21:16.818542, None
DMM, 2024-05-02 19:21:16.818542, 140220.426
LoadCell, 2024-05-02 19:21:16.839474, 0.00565
DMM, 2024-05-02 19:21:16.839474, 139413.284
LoadCell, 2024-05-02 19:21:16.859408, None
DMM, 2024-05-02 19:21:16.859408, 139158.562
LoadCell, 2024-05-02 19:21:16.877715, None
DMM, 2024-05-02 19:21:16.877715, 138676.323
LoadCell, 2024-05-02 19:21:16.897742, None
DMM, 2024-05-02 19:21:16.897742, 138024.09
LoadCell, 2024-05-02 19:21:16.918004, None
DMM, 2024-05-02 19:21:16.918004, 136878.156
LoadCell, 2024-05-02 19:21:16.938576, 0.63673
DMM, 2024-05-02 19:21:16.938576, 136138.316
LoadCell, 2024-05-02 19:21:16.960520, None
DMM, 2024-05-02 19:21:16.960520, 135753.846
LoadCell, 2024-05-02 19:21:16.978109, None
DMM, 2024-05-02 19:21:16.978109, 133880.372
LoadCell, 2024-05-02 19:21:16.997576, None
DMM, 2024-05-02 19:21:16.997576, 132638.956
LoadCell, 2024-05-02 19:21:17.017683, None
DMM, 2024-05-02 19:21:17.017683, 131680.908
LoadCell, 2024-05-02 19:21:17.038392, 0.95566
DMM, 2024-05-02 19:21:17.038392, 130367.501
LoadCell, 2024-05-02 19:21:17.060408, None
DMM, 2024-05-02 19:21:17.060408, 129806.192
LoadCell, 2024-05-02 19:21:17.078708, None
DMM, 2024-05-02 19:21:17.078708, 129179.868
LoadCell, 2024-05-02 19:21:17.097997, None
DMM, 2024-05-02 19:21:17.097997, 128766.358
LoadCell, 2024-05-02 19:21:17.118086, None
DMM, 2024-05-02 19:21:17.118086, 128450.271
LoadCell, 2024-05-02 19:21:17.138672, 1.0101
DMM, 2024-05-02 19:21:17.138672, 127853.846
LoadCell, 2024-05-02 19:21:17.159318, None
DMM, 2024-05-02 19:21:17.159318, 127914.035
LoadCell, 2024-05-02 19:21:17.179668, None
DMM, 2024-05-02 19:21:17.179668, 127530.179
LoadCell, 2024-05-02 19:21:17.197598, None
DMM, 2024-05-02 19:21:17.197598, 127236.584
LoadCell, 2024-05-02 19:21:17.217477, None
DMM, 2024-05-02 19:21:17.217477, 127135.518
LoadCell, 2024-05-02 19:21:17.238647, 1.07253
DMM, 2024-05-02 19:21:17.238647, 126703.968
LoadCell, 2024-05-02 19:21:17.258400, None
DMM, 2024-05-02 19:21:17.258400, 126340.25
LoadCell, 2024-05-02 19:21:17.279063, None
DMM, 2024-05-02 19:21:17.279063, 125528.67
LoadCell, 2024-05-02 19:21:17.298137, None
DMM, 2024-05-02 19:21:17.298137, 124633.048
LoadCell, 2024-05-02 19:21:17.318096, None
DMM, 2024-05-02 19:21:17.318096, 124519.796
LoadCell, 2024-05-02 19:21:17.338218, 1.13738
DMM, 2024-05-02 19:21:17.338218, 124002.846
LoadCell, 2024-05-02 19:21:17.357730, None
DMM, 2024-05-02 19:21:17.357730, 124164.73
LoadCell, 2024-05-02 19:21:17.379685, None
DMM, 2024-05-02 19:21:17.379685, 123983.824
LoadCell, 2024-05-02 19:21:17.399828, None
DMM, 2024-05-02 19:21:17.399828, 123760.382
LoadCell, 2024-05-02 19:21:17.417628, None
DMM, 2024-05-02 19:21:17.417628, 120163.377
LoadCell, 2024-05-02 19:21:17.498499, 1.19727
DMM, 2024-05-02 19:21:17.498499, 119199.288
LoadCell, 2024-05-02 19:21:17.518680, None
DMM, 2024-05-02 19:21:17.518680, 119052.764
LoadCell, 2024-05-02 19:21:17.538547, None
DMM, 2024-05-02 19:21:17.538547, 118832.086
LoadCell, 2024-05-02 19:21:17.558401, None
DMM, 2024-05-02 19:21:17.558401, 118788.315
LoadCell, 2024-05-02 19:21:17.578137, None
DMM, 2024-05-02 19:21:17.578137, 117150.438
LoadCell, 2024-05-02 19:21:17.700822, 1.26013
DMM, 2024-05-02 19:21:17.700822, 116600.464
LoadCell, 2024-05-02 19:21:17.724946, None
DMM, 2024-05-02 19:21:17.724946, 115079.073
LoadCell, 2024-05-02 19:21:17.737907, None
DMM, 2024-05-02 19:21:17.737907, 113472.211
LoadCell, 2024-05-02 19:21:17.758833, None
DMM, 2024-05-02 19:21:17.758833, 113308.61
LoadCell, 2024-05-02 19:21:17.778335, None
DMM, 2024-05-02 19:21:17.778335, 107455.923
LoadCell, 2024-05-02 19:21:17.901190, 1.32069
DMM, 2024-05-02 19:21:17.901190, 106025.327
LoadCell, 2024-05-02 19:21:17.921152, None
DMM, 2024-05-02 19:21:17.921152, 105466.275
LoadCell, 2024-05-02 19:21:17.938512, None
DMM, 2024-05-02 19:21:17.938512, 104719.033
LoadCell, 2024-05-02 19:21:17.957830, None
DMM, 2024-05-02 19:21:17.957830, 104548.822
LoadCell, 2024-05-02 19:21:17.977638, None
DMM, 2024-05-02 19:21:17.977638, 101612.722
LoadCell, 2024-05-02 19:21:18.100797, 1.38503
DMM, 2024-05-02 19:21:18.100797, 101379.42
LoadCell, 2024-05-02 19:21:18.116860, None
DMM, 2024-05-02 19:21:18.116860, 101026.071
LoadCell, 2024-05-02 19:21:18.141138, None
DMM, 2024-05-02 19:21:18.141138, 100145.397
LoadCell, 2024-05-02 19:21:18.158319, None
DMM, 2024-05-02 19:21:18.158319, 99529.4022
LoadCell, 2024-05-02 19:21:18.177597, None
DMM, 2024-05-02 19:21:18.177597, 94641.4366
LoadCell, 2024-05-02 19:21:18.297775, 1.44653
DMM, 2024-05-02 19:21:18.297775, 93832.6909
LoadCell, 2024-05-02 19:21:18.317554, None
DMM, 2024-05-02 19:21:18.317554, 93448.3728
LoadCell, 2024-05-02 19:21:18.345031, None
DMM, 2024-05-02 19:21:18.345031, 92961.1563
LoadCell, 2024-05-02 19:21:18.358347, None
DMM, 2024-05-02 19:21:18.358347, 92781.8849
LoadCell, 2024-05-02 19:21:18.378829, None
DMM, 2024-05-02 19:21:18.378829, 87670.8472
LoadCell, 2024-05-02 19:21:18.500234, 1.50944
DMM, 2024-05-02 19:21:18.500234, 86968.2809
LoadCell, 2024-05-02 19:21:18.518099, None
DMM, 2024-05-02 19:21:18.518099, 86181.2243
LoadCell, 2024-05-02 19:21:18.545770, None
DMM, 2024-05-02 19:21:18.545770, 85340.2881
LoadCell, 2024-05-02 19:21:18.579755, None
