Sensor, Timestamp, Value
LoadCell, 2024-05-02 18:38:40.953568, None
DMM, 2024-05-02 18:38:40.953568, 89850.9307
LoadCell, 2024-05-02 18:38:40.972613, None
DMM, 2024-05-02 18:38:40.972613, 89704.7987
LoadCell, 2024-05-02 18:38:40.995874, 0.98823
DMM, 2024-05-02 18:38:40.995874, 89654.8342
LoadCell, 2024-05-02 18:38:41.013372, None
DMM, 2024-05-02 18:38:41.013372, 89480.6407
LoadCell, 2024-05-02 18:38:41.033500, None
DMM, 2024-05-02 18:38:41.033500, 89633.1678
LoadCell, 2024-05-02 18:38:41.053549, None
DMM, 2024-05-02 18:38:41.053549, 88354.9134
LoadCell, 2024-05-02 18:38:41.072593, None
DMM, 2024-05-02 18:38:41.072593, 87276.8088
LoadCell, 2024-05-02 18:38:41.093573, 1.05053
DMM, 2024-05-02 18:38:41.093573, 86639.0245
LoadCell, 2024-05-02 18:38:41.112626, None
DMM, 2024-05-02 18:38:41.112626, 86367.8661
LoadCell, 2024-05-02 18:38:41.133777, None
DMM, 2024-05-02 18:38:41.133777, 87002.9547
LoadCell, 2024-05-02 18:38:41.152853, None
DMM, 2024-05-02 18:38:41.152853, 86591.2704
LoadCell, 2024-05-02 18:38:41.172787, None
DMM, 2024-05-02 18:38:41.172787, 86389.2659
LoadCell, 2024-05-02 18:38:41.194863, 1.10556
DMM, 2024-05-02 18:38:41.194863, 86086.982
LoadCell, 2024-05-02 18:38:41.212841, None
DMM, 2024-05-02 18:38:41.212841, 85253.0107
LoadCell, 2024-05-02 18:38:41.234682, None
DMM, 2024-05-02 18:38:41.234682, 84783.9312
LoadCell, 2024-05-02 18:38:41.253350, None
DMM, 2024-05-02 18:38:41.253350, 83867.7088
LoadCell, 2024-05-02 18:38:41.272744, None
DMM, 2024-05-02 18:38:41.272744, 82539.7519
LoadCell, 2024-05-02 18:38:41.293483, 1.17066
DMM, 2024-05-02 18:38:41.293483, 81838.1895
LoadCell, 2024-05-02 18:38:41.315810, None
DMM, 2024-05-02 18:38:41.315810, 81454.6427
LoadCell, 2024-05-02 18:38:41.335592, None
DMM, 2024-05-02 18:38:41.335592, 81407.6414
LoadCell, 2024-05-02 18:38:41.353786, None
DMM, 2024-05-02 18:38:41.353786, 81104.8292
LoadCell, 2024-05-02 18:38:41.373148, None
DMM, 2024-05-02 18:38:41.373148, 80552.9257
LoadCell, 2024-05-02 18:38:41.392665, 1.2301
DMM, 2024-05-02 18:38:41.392665, 79912.3256
LoadCell, 2024-05-02 18:38:41.413335, None
DMM, 2024-05-02 18:38:41.413335, 79102.7666
LoadCell, 2024-05-02 18:38:41.433508, None
DMM, 2024-05-02 18:38:41.433508, 78450.9285
LoadCell, 2024-05-02 18:38:41.455422, None
DMM, 2024-05-02 18:38:41.455422, 77717.0169
LoadCell, 2024-05-02 18:38:41.472364, None
DMM, 2024-05-02 18:38:41.472364, 76563.7154
LoadCell, 2024-05-02 18:38:41.493592, 1.29872
DMM, 2024-05-02 18:38:41.493592, 75951.1278
