Sensor, Timestamp, Value
DMM, 2024-04-29 09:09:31.702705, 9.9e+37
LoadCell, 2024-04-29 09:09:31.722650, None
DMM, 2024-04-29 09:09:31.722650, 9.9e+37
LoadCell, 2024-04-29 09:09:31.743107, None
DMM, 2024-04-29 09:09:31.743107, 9.9e+37
LoadCell, 2024-04-29 09:09:31.765079, 0.0002
DMM, 2024-04-29 09:09:31.765079, 9.9e+37
LoadCell, 2024-04-29 09:09:31.782036, None
DMM, 2024-04-29 09:09:31.782036, 9.9e+37
LoadCell, 2024-04-29 09:09:31.803943, None
DMM, 2024-04-29 09:09:31.803943, 9.9e+37
LoadCell, 2024-04-29 09:09:31.822892, None
DMM, 2024-04-29 09:09:31.822892, 9.9e+37
LoadCell, 2024-04-29 09:09:31.843930, None
DMM, 2024-04-29 09:09:31.843930, 9.9e+37
LoadCell, 2024-04-29 09:09:31.862843, 0.0
DMM, 2024-04-29 09:09:31.862843, 9.9e+37
LoadCell, 2024-04-29 09:09:31.882792, None
DMM, 2024-04-29 09:09:31.882792, 9.9e+37
LoadCell, 2024-04-29 09:09:31.902736, None
DMM, 2024-04-29 09:09:31.902736, 9.9e+37
LoadCell, 2024-04-29 09:09:31.922688, None
DMM, 2024-04-29 09:09:31.922688, 9.9e+37
LoadCell, 2024-04-29 09:09:31.942364, None
DMM, 2024-04-29 09:09:31.942364, 9.9e+37
LoadCell, 2024-04-29 09:09:31.962280, 0.0001
DMM, 2024-04-29 09:09:31.962280, 9.9e+37
LoadCell, 2024-04-29 09:09:31.988209, None
DMM, 2024-04-29 09:09:31.988209, 9.9e+37
LoadCell, 2024-04-29 09:09:32.002208, None
DMM, 2024-04-29 09:09:32.002208, 9.9e+37
LoadCell, 2024-04-29 09:09:32.024148, None
DMM, 2024-04-29 09:09:32.024148, 9.9e+37
LoadCell, 2024-04-29 09:09:32.042427, None
DMM, 2024-04-29 09:09:32.042427, 9.9e+37
LoadCell, 2024-04-29 09:09:32.062361, 0.0001
DMM, 2024-04-29 09:09:32.062361, 9.9e+37
LoadCell, 2024-04-29 09:09:32.082994, None
DMM, 2024-04-29 09:09:32.082994, 9.9e+37
LoadCell, 2024-04-29 09:09:32.104997, None
DMM, 2024-04-29 09:09:32.104997, 9.9e+37
LoadCell, 2024-04-29 09:09:32.122647, None
DMM, 2024-04-29 09:09:32.122647, 9.9e+37
LoadCell, 2024-04-29 09:09:32.142667, None
DMM, 2024-04-29 09:09:32.142667, 9.9e+37
LoadCell, 2024-04-29 09:09:32.162401, 0.0002
DMM, 2024-04-29 09:09:32.162401, 9.9e+37
LoadCell, 2024-04-29 09:09:32.182388, None
DMM, 2024-04-29 09:09:32.182388, 9.9e+37
LoadCell, 2024-04-29 09:09:32.204259, None
DMM, 2024-04-29 09:09:32.204259, 9.9e+37
LoadCell, 2024-04-29 09:09:32.223208, None
DMM, 2024-04-29 09:09:32.223208, 9.9e+37
LoadCell, 2024-04-29 09:09:32.242369, None
DMM, 2024-04-29 09:09:32.242369, 9.9e+37
LoadCell, 2024-04-29 09:09:32.262263, 0.0002
DMM, 2024-04-29 09:09:32.262263, 9.9e+37
LoadCell, 2024-04-29 09:09:32.283106, None
DMM, 2024-04-29 09:09:32.283106, 9.9e+37
LoadCell, 2024-04-29 09:09:32.303084, None
DMM, 2024-04-29 09:09:32.303084, 9.9e+37
LoadCell, 2024-04-29 09:09:32.324644, None
DMM, 2024-04-29 09:09:32.324644, 9.9e+37
LoadCell, 2024-04-29 09:09:32.342593, None
DMM, 2024-04-29 09:09:32.342593, 9.9e+37
LoadCell, 2024-04-29 09:09:32.362494, 0.0001
DMM, 2024-04-29 09:09:32.362494, 9.9e+37
LoadCell, 2024-04-29 09:09:32.382365, None
DMM, 2024-04-29 09:09:32.382365, 9.9e+37
LoadCell, 2024-04-29 09:09:32.402336, None
DMM, 2024-04-29 09:09:32.402336, 9.9e+37
LoadCell, 2024-04-29 09:09:32.424287, None
DMM, 2024-04-29 09:09:32.424287, 9.9e+37
LoadCell, 2024-04-29 09:09:32.442729, None
DMM, 2024-04-29 09:09:32.442729, 9.9e+37
LoadCell, 2024-04-29 09:09:32.462693, 0.0001
DMM, 2024-04-29 09:09:32.462693, 9.9e+37
LoadCell, 2024-04-29 09:09:32.482108, None
DMM, 2024-04-29 09:09:32.482108, 9.9e+37
LoadCell, 2024-04-29 09:09:32.502058, None
DMM, 2024-04-29 09:09:32.502058, 9.9e+37
LoadCell, 2024-04-29 09:09:32.523009, None
DMM, 2024-04-29 09:09:32.523009, 9.9e+37
LoadCell, 2024-04-29 09:09:32.542961, None
DMM, 2024-04-29 09:09:32.542961, 9.9e+37
LoadCell, 2024-04-29 09:09:32.562904, 0.0001
DMM, 2024-04-29 09:09:32.562904, 9.9e+37
LoadCell, 2024-04-29 09:09:32.582862, None
DMM, 2024-04-29 09:09:32.582862, 9.9e+37
LoadCell, 2024-04-29 09:09:32.602969, None
DMM, 2024-04-29 09:09:32.602969, 9.9e+37
LoadCell, 2024-04-29 09:09:32.622933, None
DMM, 2024-04-29 09:09:32.622933, 9.9e+37
LoadCell, 2024-04-29 09:09:32.642971, None
DMM, 2024-04-29 09:09:32.642971, 9.9e+37
LoadCell, 2024-04-29 09:09:32.665020, 0.0001
DMM, 2024-04-29 09:09:32.665020, 9.9e+37
LoadCell, 2024-04-29 09:09:32.682455, None
DMM, 2024-04-29 09:09:32.682455, 9.9e+37
LoadCell, 2024-04-29 09:09:32.702403, None
DMM, 2024-04-29 09:09:32.702403, 9.9e+37
LoadCell, 2024-04-29 09:09:32.722341, None
DMM, 2024-04-29 09:09:32.722341, 9.9e+37
LoadCell, 2024-04-29 09:09:32.744284, None
DMM, 2024-04-29 09:09:32.744284, 9.9e+37
LoadCell, 2024-04-29 09:09:32.763232, 0.0001
DMM, 2024-04-29 09:09:32.763232, 9.9e+37
LoadCell, 2024-04-29 09:09:32.782182, None
DMM, 2024-04-29 09:09:32.782182, 9.9e+37
LoadCell, 2024-04-29 09:09:32.802162, None
DMM, 2024-04-29 09:09:32.802162, 9.9e+37
LoadCell, 2024-04-29 09:09:32.822109, None
DMM, 2024-04-29 09:09:32.822109, 9.9e+37
LoadCell, 2024-04-29 09:09:32.842601, None
DMM, 2024-04-29 09:09:32.842601, 9.9e+37
LoadCell, 2024-04-29 09:09:32.862738, 0.0
DMM, 2024-04-29 09:09:32.862738, 9.9e+37
LoadCell, 2024-04-29 09:09:32.884758, None
DMM, 2024-04-29 09:09:32.884758, 9.9e+37
LoadCell, 2024-04-29 09:09:32.902263, None
DMM, 2024-04-29 09:09:32.902263, 9.9e+37
LoadCell, 2024-04-29 09:09:32.922212, None
DMM, 2024-04-29 09:09:32.922212, 9.9e+37
LoadCell, 2024-04-29 09:09:32.943242, None
DMM, 2024-04-29 09:09:32.943242, 9.9e+37
LoadCell, 2024-04-29 09:09:32.964754, 0.0001
DMM, 2024-04-29 09:09:32.964754, 9.9e+37
LoadCell, 2024-04-29 09:09:32.983042, None
DMM, 2024-04-29 09:09:32.983042, 9.9e+37
LoadCell, 2024-04-29 09:09:33.002611, None
DMM, 2024-04-29 09:09:33.002611, 9.9e+37
LoadCell, 2024-04-29 09:09:33.022559, None
DMM, 2024-04-29 09:09:33.022559, 9.9e+37
LoadCell, 2024-04-29 09:09:33.042505, None
DMM, 2024-04-29 09:09:33.042505, 9.9e+37
LoadCell, 2024-04-29 09:09:33.063090, 0.0001
DMM, 2024-04-29 09:09:33.063090, 9.9e+37
LoadCell, 2024-04-29 09:09:33.082829, None
DMM, 2024-04-29 09:09:33.082829, 9.9e+37
LoadCell, 2024-04-29 09:09:33.104278, None
DMM, 2024-04-29 09:09:33.104278, 9.9e+37
LoadCell, 2024-04-29 09:09:33.122201, None
DMM, 2024-04-29 09:09:33.122201, 9.9e+37
LoadCell, 2024-04-29 09:09:33.147628, None
DMM, 2024-04-29 09:09:33.147628, 9.9e+37
LoadCell, 2024-04-29 09:09:33.163143, 0.0001
DMM, 2024-04-29 09:09:33.163143, 9.9e+37
LoadCell, 2024-04-29 09:09:33.183093, None
DMM, 2024-04-29 09:09:33.183093, 9.9e+37
LoadCell, 2024-04-29 09:09:33.202068, None
DMM, 2024-04-29 09:09:33.202068, 9.9e+37
LoadCell, 2024-04-29 09:09:33.222835, None
DMM, 2024-04-29 09:09:33.222835, 9.9e+37
LoadCell, 2024-04-29 09:09:33.242779, None
DMM, 2024-04-29 09:09:33.242779, 9.9e+37
LoadCell, 2024-04-29 09:09:33.262727, 0.0
DMM, 2024-04-29 09:09:33.262727, 9.9e+37
LoadCell, 2024-04-29 09:09:33.282719, None
DMM, 2024-04-29 09:09:33.282719, 9.9e+37
LoadCell, 2024-04-29 09:09:33.302661, None
DMM, 2024-04-29 09:09:33.302661, 9.9e+37
LoadCell, 2024-04-29 09:09:33.326229, None
DMM, 2024-04-29 09:09:33.326229, 9.9e+37
LoadCell, 2024-04-29 09:09:33.342226, None
DMM, 2024-04-29 09:09:33.342226, 9.9e+37
LoadCell, 2024-04-29 09:09:33.363192, 0.0001
DMM, 2024-04-29 09:09:33.363192, 9.9e+37
LoadCell, 2024-04-29 09:09:33.382834, None
DMM, 2024-04-29 09:09:33.382834, 9.9e+37
LoadCell, 2024-04-29 09:09:33.402852, None
DMM, 2024-04-29 09:09:33.402852, 9.9e+37
LoadCell, 2024-04-29 09:09:33.422803, None
DMM, 2024-04-29 09:09:33.422803, 9.9e+37
LoadCell, 2024-04-29 09:09:33.442669, None
DMM, 2024-04-29 09:09:33.442669, 9.9e+37
LoadCell, 2024-04-29 09:09:33.462611, 0.0002
DMM, 2024-04-29 09:09:33.462611, 9.9e+37
LoadCell, 2024-04-29 09:09:33.482450, None
DMM, 2024-04-29 09:09:33.482450, 9.9e+37
LoadCell, 2024-04-29 09:09:33.502407, None
DMM, 2024-04-29 09:09:33.502407, 9.9e+37
LoadCell, 2024-04-29 09:09:33.522358, None
DMM, 2024-04-29 09:09:33.522358, 9.9e+37
LoadCell, 2024-04-29 09:09:33.548361, None
DMM, 2024-04-29 09:09:33.548361, 9.9e+37
