,load,ohms
0,"[' 2024-04-29 14:17:44.844718', '0.001']","[' 2024-04-29 14:17:44.844718', '285501.571']"
1,"[' 2024-04-29 14:17:44.949731', '0.001']","[' 2024-04-29 14:17:44.949731', '285519.99']"
2,"[' 2024-04-29 14:17:45.049643', '0']","[' 2024-04-29 14:17:45.049643', '286058.147']"
3,"[' 2024-04-29 14:17:45.149935', '0.001']","[' 2024-04-29 14:17:45.149935', '287012.018']"
4,"[' 2024-04-29 14:17:45.249746', '0.001']","[' 2024-04-29 14:17:45.249746', '286928.812']"
5,"[' 2024-04-29 14:17:45.349711', '0.001']","[' 2024-04-29 14:17:45.349711', '286717.84']"
6,"[' 2024-04-29 14:17:45.449828', '0']","[' 2024-04-29 14:17:45.449828', '286525.653']"
7,"[' 2024-04-29 14:17:45.549895', '0.001']","[' 2024-04-29 14:17:45.549895', '286764.586']"
8,"[' 2024-04-29 14:17:45.652600', '0.001']","[' 2024-04-29 14:17:45.652600', '286936.996']"
9,"[' 2024-04-29 14:17:45.750671', '0']","[' 2024-04-29 14:17:45.750671', '287095.936']"
10,"[' 2024-04-29 14:17:45.849666', '0.001']","[' 2024-04-29 14:17:45.849666', '287794.978']"
11,"[' 2024-04-29 14:17:45.949939', '0.001']","[' 2024-04-29 14:17:45.949939', '287383.762']"
12,"[' 2024-04-29 14:17:46.050072', '0.001']","[' 2024-04-29 14:17:46.050072', '287416.017']"
13,"[' 2024-04-29 14:17:46.142053', '0.001']","[' 2024-04-29 14:17:46.142053', '287608.241']"
14,"[' 2024-04-29 14:17:46.250085', '0.001']","[' 2024-04-29 14:17:46.250085', '287754.244']"
15,"[' 2024-04-29 14:17:46.350055', '0.001']","[' 2024-04-29 14:17:46.350055', '287552.807']"
16,"[' 2024-04-29 14:17:46.450060', '0.001']","[' 2024-04-29 14:17:46.450060', '287579.209']"
17,"[' 2024-04-29 14:17:46.549662', '0.001']","[' 2024-04-29 14:17:46.549662', '287398.505']"
18,"[' 2024-04-29 14:17:46.650061', '0.001']","[' 2024-04-29 14:17:46.650061', '287224.738']"
19,"[' 2024-04-29 14:17:46.752117', '0.001']","[' 2024-04-29 14:17:46.752117', '286815.574']"
20,"[' 2024-04-29 14:17:46.851888', '0.001']","[' 2024-04-29 14:17:46.851888', '286641.61']"
21,"[' 2024-04-29 14:17:46.949972', '0.001']","[' 2024-04-29 14:17:46.949972', '286453.358']"
22,"[' 2024-04-29 14:17:47.049948', '0.001']","[' 2024-04-29 14:17:47.049948', '286877.777']"
23,"[' 2024-04-29 14:17:47.149785', '0.001']","[' 2024-04-29 14:17:47.149785', '286769.457']"
24,"[' 2024-04-29 14:17:47.246527', '0.001']","[' 2024-04-29 14:17:47.246527', '286465.104']"
25,"[' 2024-04-29 14:17:47.349852', '0.001']","[' 2024-04-29 14:17:47.349852', '286828.839']"
26,"[' 2024-04-29 14:17:47.446789', '0.001']","[' 2024-04-29 14:17:47.446789', '286389.69']"
27,"[' 2024-04-29 14:17:47.549751', '0']","[' 2024-04-29 14:17:47.549751', '286390.062']"
28,"[' 2024-04-29 14:17:47.641584', '0']","[' 2024-04-29 14:17:47.641584', '285929.242']"
29,"[' 2024-04-29 14:17:47.750199', '0']","[' 2024-04-29 14:17:47.750199', '285832.113']"
30,"[' 2024-04-29 14:17:47.846132', '0']","[' 2024-04-29 14:17:47.846132', '286668.094']"
31,"[' 2024-04-29 14:17:47.951405', '0']","[' 2024-04-29 14:17:47.951405', '285875.419']"
32,"[' 2024-04-29 14:17:48.049846', '0']","[' 2024-04-29 14:17:48.049846', '286770.097']"
33,"[' 2024-04-29 14:17:48.149604', '0']","[' 2024-04-29 14:17:48.149604', '287004.205']"
34,"[' 2024-04-29 14:17:48.249890', '0']","[' 2024-04-29 14:17:48.249890', '287237.985']"
35,"[' 2024-04-29 14:17:48.349040', '0']","[' 2024-04-29 14:17:48.349040', '286844.063']"
36,"[' 2024-04-29 14:17:48.449833', '0.001']","[' 2024-04-29 14:17:48.449833', '287271.487']"
37,"[' 2024-04-29 14:17:48.548941', '0.001']","[' 2024-04-29 14:17:48.548941', '286733.797']"
38,"[' 2024-04-29 14:17:48.649828', '0.001']","[' 2024-04-29 14:17:48.649828', '286574.194']"
39,"[' 2024-04-29 14:17:48.749046', '0.001']","[' 2024-04-29 14:17:48.749046', '286474.814']"
40,"[' 2024-04-29 14:17:48.846545', '0.001']","[' 2024-04-29 14:17:48.846545', '285821.848']"
41,"[' 2024-04-29 14:17:48.950118', '0']","[' 2024-04-29 14:17:48.950118', '285936.572']"
42,"[' 2024-04-29 14:17:49.047163', '0.001']","[' 2024-04-29 14:17:49.047163', '285444.587']"
43,"[' 2024-04-29 14:17:49.149912', '0.001']","[' 2024-04-29 14:17:49.149912', '285165.909']"
44,"[' 2024-04-29 14:17:49.248821', '0.001']","[' 2024-04-29 14:17:49.248821', '285639.042']"
45,"[' 2024-04-29 14:17:49.349337', '0.001']","[' 2024-04-29 14:17:49.349337', '284961.614']"
46,"[' 2024-04-29 14:17:49.466680', '0.001']","[' 2024-04-29 14:17:49.466680', '284864.341']"
47,"[' 2024-04-29 14:17:49.657988', '0.001']","[' 2024-04-29 14:17:49.657988', '286031.99']"
48,"[' 2024-04-29 14:17:49.856525', '0.001']","[' 2024-04-29 14:17:49.856525', '285889.95']"
49,"[' 2024-04-29 14:17:50.057361', '0.001']","[' 2024-04-29 14:17:50.057361', '285971.613']"
50,"[' 2024-04-29 14:17:50.271224', '0.001']","[' 2024-04-29 14:17:50.271224', '286435.044']"
51,"[' 2024-04-29 14:17:50.456893', '0.001']","[' 2024-04-29 14:17:50.456893', '286116.394']"
52,"[' 2024-04-29 14:17:50.670805', '0.001']","[' 2024-04-29 14:17:50.670805', '175284.988']"
53,"[' 2024-04-29 14:17:50.869098', '0.005']","[' 2024-04-29 14:17:50.869098', '110166.607']"
54,"[' 2024-04-29 14:17:51.055904', '0.289']","[' 2024-04-29 14:17:51.055904', '109696.566']"
55,"[' 2024-04-29 14:17:51.257925', '0.276']","[' 2024-04-29 14:17:51.257925', '98615.189']"
56,"[' 2024-04-29 14:17:51.465540', '0.3']","[' 2024-04-29 14:17:51.465540', '93811.5212']"
57,"[' 2024-04-29 14:17:51.665649', '0.319']","[' 2024-04-29 14:17:51.665649', '87805.3856']"
58,"[' 2024-04-29 14:17:51.855697', '0.342']","[' 2024-04-29 14:17:51.855697', '84904.2193']"
59,"[' 2024-04-29 14:17:52.071295', '0.36']","[' 2024-04-29 14:17:52.071295', '79058.0866']"
60,"[' 2024-04-29 14:17:52.271321', '0.377']","[' 2024-04-29 14:17:52.271321', '75642.7287']"
61,"[' 2024-04-29 14:17:52.455818', '0.401']","[' 2024-04-29 14:17:52.455818', '72185.7555']"
62,"[' 2024-04-29 14:17:52.655754', '0.415']","[' 2024-04-29 14:17:52.655754', '71202.0709']"
63,"[' 2024-04-29 14:17:52.856455', '0.436']","[' 2024-04-29 14:17:52.856455', '67593.2708']"
64,"[' 2024-04-29 14:17:53.071608', '0.448']","[' 2024-04-29 14:17:53.071608', '63266.5137']"
65,"[' 2024-04-29 14:17:53.271288', '0.477']","[' 2024-04-29 14:17:53.271288', '61244.1566']"
66,"[' 2024-04-29 14:17:53.471658', '0.491']","[' 2024-04-29 14:17:53.471658', '59264.6418']"
67,"[' 2024-04-29 14:17:53.664426', '0.507']","[' 2024-04-29 14:17:53.664426', '56877.2801']"
68,"[' 2024-04-29 14:17:53.865732', '0.527']","[' 2024-04-29 14:17:53.865732', '56006.5689']"
69,"[' 2024-04-29 14:17:54.056020', '0.549']","[' 2024-04-29 14:17:54.056020', '55462.1826']"
70,"[' 2024-04-29 14:17:54.257201', '0.566']","[' 2024-04-29 14:17:54.257201', '52156.9316']"
71,"[' 2024-04-29 14:17:54.470364', '0.595']","[' 2024-04-29 14:17:54.470364', '50476.6285']"
72,"[' 2024-04-29 14:17:54.656156', '0.601']","[' 2024-04-29 14:17:54.656156', '49747.7299']"
73,"[' 2024-04-29 14:17:54.871007', '0.613']","[' 2024-04-29 14:17:54.871007', '48792.8301']"
74,"[' 2024-04-29 14:17:55.071003', '0.639']","[' 2024-04-29 14:17:55.071003', '47697.1533']"
75,"[' 2024-04-29 14:17:55.256969', '0.659']","[' 2024-04-29 14:17:55.256969', '46522.1379']"
76,"[' 2024-04-29 14:17:55.466766', '0.672']","[' 2024-04-29 14:17:55.466766', '44649.8488']"
77,"[' 2024-04-29 14:17:55.666071', '0.693']","[' 2024-04-29 14:17:55.666071', '43119.3899']"
78,"[' 2024-04-29 14:17:55.856781', '0.715']","[' 2024-04-29 14:17:55.856781', '41799.8746']"
79,"[' 2024-04-29 14:17:56.056138', '0.733']","[' 2024-04-29 14:17:56.056138', '41078.3236']"
80,"[' 2024-04-29 14:17:56.256526', '0.752']","[' 2024-04-29 14:17:56.256526', '39210.4427']"
81,"[' 2024-04-29 14:17:56.467611', '0.773']","[' 2024-04-29 14:17:56.467611', '37289.83']"
82,"[' 2024-04-29 14:17:56.673513', '0.792']","[' 2024-04-29 14:17:56.673513', '36596.6915']"
83,"[' 2024-04-29 14:17:56.856258', '0.81']","[' 2024-04-29 14:17:56.856258', '35951.5481']"
84,"[' 2024-04-29 14:17:57.068876', '0.825']","[' 2024-04-29 14:17:57.068876', '34654.7558']"
85,"[' 2024-04-29 14:17:57.263616', '0.846']","[' 2024-04-29 14:17:57.263616', '33351.0343']"
86,"[' 2024-04-29 14:17:57.456346', '0.871']","[' 2024-04-29 14:17:57.456346', '32608.3825']"
87,"[' 2024-04-29 14:17:57.656312', '0.886']","[' 2024-04-29 14:17:57.656312', '32058.4031']"
88,"[' 2024-04-29 14:17:57.867342', '0.903']","[' 2024-04-29 14:17:57.867342', '31719.3075']"
89,"[' 2024-04-29 14:17:58.071002', '0.922']","[' 2024-04-29 14:17:58.071002', '30412.8151']"
90,"[' 2024-04-29 14:17:58.265687', '0.943']","[' 2024-04-29 14:17:58.265687', '29324.5066']"
91,"[' 2024-04-29 14:17:58.456384', '0.965']","[' 2024-04-29 14:17:58.456384', '28623.1703']"
92,"[' 2024-04-29 14:17:58.665670', '0.983']","[' 2024-04-29 14:17:58.665670', '28116.2793']"
93,"[' 2024-04-29 14:17:58.870917', '0.999']","[' 2024-04-29 14:17:58.870917', '27275.2061']"
94,"[' 2024-04-29 14:17:59.060277', '1.016']","[' 2024-04-29 14:17:59.060277', '26840.6129']"
95,"[' 2024-04-29 14:17:59.256693', '1.037']","[' 2024-04-29 14:17:59.256693', '26463.9749']"
96,"[' 2024-04-29 14:17:59.470550', '1.057']","[' 2024-04-29 14:17:59.470550', '25115.5972']"
97,"[' 2024-04-29 14:17:59.671063', '1.076']","[' 2024-04-29 14:17:59.671063', '24593.7387']"
98,"[' 2024-04-29 14:17:59.863991', '1.093']","[' 2024-04-29 14:17:59.863991', '24069.7763']"
99,"[' 2024-04-29 14:18:00.065697', '1.111']","[' 2024-04-29 14:18:00.065697', '23073.5948']"
100,"[' 2024-04-29 14:18:00.258146', '1.132']","[' 2024-04-29 14:18:00.258146', '22479.3254']"
101,"[' 2024-04-29 14:18:00.470697', '1.151']","[' 2024-04-29 14:18:00.470697', '22130.8495']"
102,"[' 2024-04-29 14:18:00.656962', '1.167']","[' 2024-04-29 14:18:00.656962', '21730.5698']"
103,"[' 2024-04-29 14:18:00.871788', '1.19']","[' 2024-04-29 14:18:00.871788', '21150.6459']"
104,"[' 2024-04-29 14:18:01.070830', '1.209']","[' 2024-04-29 14:18:01.070830', '20564.7187']"
105,"[' 2024-04-29 14:18:01.272065', '1.225']","[' 2024-04-29 14:18:01.272065', '20294.4104']"
106,"[' 2024-04-29 14:18:01.468430', '1.246']","[' 2024-04-29 14:18:01.468430', '19852.5294']"
107,"[' 2024-04-29 14:18:01.655831', '1.265']","[' 2024-04-29 14:18:01.655831', '19511.9442']"
108,"[' 2024-04-29 14:18:01.865752', '1.285']","[' 2024-04-29 14:18:01.865752', '19023.2134']"
109,"[' 2024-04-29 14:18:02.065190', '1.3']","[' 2024-04-29 14:18:02.065190', '18697.2437']"
110,"[' 2024-04-29 14:18:02.255540', '1.321']","[' 2024-04-29 14:18:02.255540', '18502.1308']"
111,"[' 2024-04-29 14:18:02.456404', '1.339']","[' 2024-04-29 14:18:02.456404', '18072.2337']"
112,"[' 2024-04-29 14:18:02.656054', '1.362']","[' 2024-04-29 14:18:02.656054', '17820.6704']"
113,"[' 2024-04-29 14:18:02.855474', '1.379']","[' 2024-04-29 14:18:02.855474', '17541.5425']"
114,"[' 2024-04-29 14:18:03.055397', '1.394']","[' 2024-04-29 14:18:03.055397', '17238.8425']"
115,"[' 2024-04-29 14:18:03.256645', '1.415']","[' 2024-04-29 14:18:03.256645', '17125.9697']"
116,"[' 2024-04-29 14:18:03.470946', '1.437']","[' 2024-04-29 14:18:03.470946', '16828.383']"
117,"[' 2024-04-29 14:18:03.655180', '1.449']","[' 2024-04-29 14:18:03.655180', '16487.4009']"
118,"[' 2024-04-29 14:18:03.855188', '1.476']","[' 2024-04-29 14:18:03.855188', '16300.5623']"
119,"[' 2024-04-29 14:18:04.066033', '1.495']","[' 2024-04-29 14:18:04.066033', '16022.2389']"
120,"[' 2024-04-29 14:18:04.256388', '1.512']","[' 2024-04-29 14:18:04.256388', '15649.8852']"
121,"[' 2024-04-29 14:18:04.454993', '1.533']","[' 2024-04-29 14:18:04.454993', '15521.9064']"
122,"[' 2024-04-29 14:18:04.670356', '1.551']","[' 2024-04-29 14:18:04.670356', '15158.8565']"
123,"[' 2024-04-29 14:18:04.867064', '1.564']","[' 2024-04-29 14:18:04.867064', '15016.9186']"
124,"[' 2024-04-29 14:18:05.067715', '1.591']","[' 2024-04-29 14:18:05.067715', '14624.3333']"
125,"[' 2024-04-29 14:18:05.255613', '1.607']","[' 2024-04-29 14:18:05.255613', '14438.3395']"
126,"[' 2024-04-29 14:18:05.456049', '1.625']","[' 2024-04-29 14:18:05.456049', '14041.3077']"
127,"[' 2024-04-29 14:18:05.655864', '1.646']","[' 2024-04-29 14:18:05.655864', '13901.2315']"
128,"[' 2024-04-29 14:18:05.855844', '1.664']","[' 2024-04-29 14:18:05.855844', '13831.1352']"
129,"[' 2024-04-29 14:18:06.065026', '1.686']","[' 2024-04-29 14:18:06.065026', '13563.4003']"
130,"[' 2024-04-29 14:18:06.270128', '1.704']","[' 2024-04-29 14:18:06.270128', '13353.9654']"
131,"[' 2024-04-29 14:18:06.454533', '1.719']","[' 2024-04-29 14:18:06.454533', '13072.6043']"
132,"[' 2024-04-29 14:18:06.669942', '1.745']","[' 2024-04-29 14:18:06.669942', '12836.0648']"
133,"[' 2024-04-29 14:18:06.855705', '1.752']","[' 2024-04-29 14:18:06.855705', '12727.0061']"
134,"[' 2024-04-29 14:18:07.056358', '1.762']","[' 2024-04-29 14:18:07.056358', '12348.353']"
135,"[' 2024-04-29 14:18:07.257794', '1.803']","[' 2024-04-29 14:18:07.257794', '12277.4794']"
136,"[' 2024-04-29 14:18:07.455860', '1.819']","[' 2024-04-29 14:18:07.455860', '11966.4182']"
137,"[' 2024-04-29 14:18:07.654873', '1.84']","[' 2024-04-29 14:18:07.654873', '11815.4532']"
138,"[' 2024-04-29 14:18:07.854999', '1.859']","[' 2024-04-29 14:18:07.854999', '11547.4909']"
139,"[' 2024-04-29 14:18:08.055131', '1.869']","[' 2024-04-29 14:18:08.055131', '11530.2599']"
140,"[' 2024-04-29 14:18:08.255128', '1.891']","[' 2024-04-29 14:18:08.255128', '11219.5302']"
141,"[' 2024-04-29 14:18:08.455668', '1.913']","[' 2024-04-29 14:18:08.455668', '11135.6718']"
142,"[' 2024-04-29 14:18:08.670454', '1.937']","[' 2024-04-29 14:18:08.670454', '10876.5994']"
143,"[' 2024-04-29 14:18:08.856060', '1.953']","[' 2024-04-29 14:18:08.856060', '10783.3006']"
144,"[' 2024-04-29 14:18:09.054187', '1.966']","[' 2024-04-29 14:18:09.054187', '10689.2596']"
145,"[' 2024-04-29 14:18:09.255498', '1.992']","[' 2024-04-29 14:18:09.255498', '10298.3463']"
146,"[' 2024-04-29 14:18:09.469644', '2.023']","[' 2024-04-29 14:18:09.469644', '10346.3783']"
147,"[' 2024-04-29 14:18:09.654748', '2.035']","[' 2024-04-29 14:18:09.654748', '10310.1701']"
148,"[' 2024-04-29 14:18:09.863848', '2.037']","[' 2024-04-29 14:18:09.863848', '10235.3181']"
149,"[' 2024-04-29 14:18:10.064100', '2.05']","[' 2024-04-29 14:18:10.064100', '9946.65096']"
150,"[' 2024-04-29 14:18:10.261934', '2.086']","[' 2024-04-29 14:18:10.261934', '9948.1483']"
151,"[' 2024-04-29 14:18:10.455496', '2.104']","[' 2024-04-29 14:18:10.455496', '9974.22451']"
152,"[' 2024-04-29 14:18:10.654932', '2.112']","[' 2024-04-29 14:18:10.654932', '9840.98202']"
153,"[' 2024-04-29 14:18:10.856188', '2.122']","[' 2024-04-29 14:18:10.856188', '9552.70423']"
154,"[' 2024-04-29 14:18:11.070454', '2.136']","[' 2024-04-29 14:18:11.070454', '9539.65433']"
155,"[' 2024-04-29 14:18:11.255034', '2.167']","[' 2024-04-29 14:18:11.255034', '9472.06766']"
156,"[' 2024-04-29 14:18:11.463714', '2.181']","[' 2024-04-29 14:18:11.463714', '9370.97496']"
157,"[' 2024-04-29 14:18:11.669494', '2.207']","[' 2024-04-29 14:18:11.669494', '9180.55356']"
158,"[' 2024-04-29 14:18:11.869414', '2.232']","[' 2024-04-29 14:18:11.869414', '9090.55218']"
159,"[' 2024-04-29 14:18:12.054738', '2.246']","[' 2024-04-29 14:18:12.054738', '8874.26003']"
160,"[' 2024-04-29 14:18:12.269417', '2.264']","[' 2024-04-29 14:18:12.269417', '8682.35814']"
161,"[' 2024-04-29 14:18:12.456464', '2.288']","[' 2024-04-29 14:18:12.456464', '8703.82927']"
162,"[' 2024-04-29 14:18:12.655881', '2.302']","[' 2024-04-29 14:18:12.655881', '8636.25609']"
163,"[' 2024-04-29 14:18:12.862046', '2.322']","[' 2024-04-29 14:18:12.862046', '8389.04767']"
164,"[' 2024-04-29 14:18:13.063888', '2.342']","[' 2024-04-29 14:18:13.063888', '8417.00936']"
165,"[' 2024-04-29 14:18:13.269535', '2.36']","[' 2024-04-29 14:18:13.269535', '8426.13155']"
166,"[' 2024-04-29 14:18:13.469559', '2.373']","[' 2024-04-29 14:18:13.469559', '8260.83582']"
167,"[' 2024-04-29 14:18:13.655531', '2.392']","[' 2024-04-29 14:18:13.655531', '8085.97947']"
168,"[' 2024-04-29 14:18:13.869704', '2.411']","[' 2024-04-29 14:18:13.869704', '8110.44166']"
169,"[' 2024-04-29 14:18:14.068558', '2.431']","[' 2024-04-29 14:18:14.068558', '7937.47871']"
170,"[' 2024-04-29 14:18:14.267311', '2.447']","[' 2024-04-29 14:18:14.267311', '7905.94442']"
171,"[' 2024-04-29 14:18:14.463466', '2.47']","[' 2024-04-29 14:18:14.463466', '7939.54249']"
172,"[' 2024-04-29 14:18:14.663026', '2.492']","[' 2024-04-29 14:18:14.663026', '7629.60328']"
173,"[' 2024-04-29 14:18:14.865029', '2.516']","[' 2024-04-29 14:18:14.865029', '7632.5152']"
174,"[' 2024-04-29 14:18:15.054681', '2.54']","[' 2024-04-29 14:18:15.054681', '7534.53759']"
175,"[' 2024-04-29 14:18:15.268070', '2.552']","[' 2024-04-29 14:18:15.268070', '7448.49648']"
176,"[' 2024-04-29 14:18:15.454805', '2.565']","[' 2024-04-29 14:18:15.454805', '7499.21474']"
177,"[' 2024-04-29 14:18:15.667794', '2.593']","[' 2024-04-29 14:18:15.667794', '7308.81869']"
178,"[' 2024-04-29 14:18:15.855072', '2.61']","[' 2024-04-29 14:18:15.855072', '7244.1513']"
179,"[' 2024-04-29 14:18:16.055267', '2.621']","[' 2024-04-29 14:18:16.055267', '7252.34453']"
180,"[' 2024-04-29 14:18:16.262091', '2.638']","[' 2024-04-29 14:18:16.262091', '7144.60926']"
181,"[' 2024-04-29 14:18:16.453974', '2.656']","[' 2024-04-29 14:18:16.453974', '7199.42788']"
182,"[' 2024-04-29 14:18:16.653985', '2.682']","[' 2024-04-29 14:18:16.653985', '6959.47802']"
183,"[' 2024-04-29 14:18:16.870158', '2.7']","[' 2024-04-29 14:18:16.870158', '6925.60814']"
184,"[' 2024-04-29 14:18:17.055171', '2.72']","[' 2024-04-29 14:18:17.055171', '6699.90906']"
185,"[' 2024-04-29 14:18:17.254431', '2.741']","[' 2024-04-29 14:18:17.254431', '6747.02129']"
186,"[' 2024-04-29 14:18:17.461247', '2.759']","[' 2024-04-29 14:18:17.461247', '6725.56778']"
187,"[' 2024-04-29 14:18:17.662259', '2.777']","[' 2024-04-29 14:18:17.662259', '6720.31498']"
188,"[' 2024-04-29 14:18:17.855028', '2.798']","[' 2024-04-29 14:18:17.855028', '6685.24327']"
189,"[' 2024-04-29 14:18:18.054569', '2.817']","[' 2024-04-29 14:18:18.054569', '6533.47839']"
190,"[' 2024-04-29 14:18:18.255531', '2.838']","[' 2024-04-29 14:18:18.255531', '6474.82328']"
191,"[' 2024-04-29 14:18:18.456330', '2.856']","[' 2024-04-29 14:18:18.456330', '6446.99312']"
192,"[' 2024-04-29 14:18:18.655984', '2.87']","[' 2024-04-29 14:18:18.655984', '6408.45923']"
193,"[' 2024-04-29 14:18:18.856583', '2.89']","[' 2024-04-29 14:18:18.856583', '6311.3231']"
194,"[' 2024-04-29 14:18:19.055291', '2.911']","[' 2024-04-29 14:18:19.055291', '6161.35726']"
195,"[' 2024-04-29 14:18:19.265547', '2.93']","[' 2024-04-29 14:18:19.265547', '6220.15955']"
196,"[' 2024-04-29 14:18:19.461323', '2.948']","[' 2024-04-29 14:18:19.461323', '6150.29198']"
197,"[' 2024-04-29 14:18:19.663974', '2.965']","[' 2024-04-29 14:18:19.663974', '6015.91814']"
198,"[' 2024-04-29 14:18:19.868158', '2.987']","[' 2024-04-29 14:18:19.868158', '6228.16086']"
199,"[' 2024-04-29 14:18:20.054412', '3.009']","[' 2024-04-29 14:18:20.054412', '6048.06927']"
200,"[' 2024-04-29 14:18:20.265982', '3.033']","[' 2024-04-29 14:18:20.265982', '5959.59924']"
201,"[' 2024-04-29 14:18:20.455769', '3.048']","[' 2024-04-29 14:18:20.455769', '5931.59659']"
202,"[' 2024-04-29 14:18:20.664353', '3.065']","[' 2024-04-29 14:18:20.664353', '5932.11905']"
203,"[' 2024-04-29 14:18:20.862062', '3.08']","[' 2024-04-29 14:18:20.862062', '5989.83419']"
204,"[' 2024-04-29 14:18:21.066894', '3.099']","[' 2024-04-29 14:18:21.066894', '5775.8522']"
205,"[' 2024-04-29 14:18:21.266323', '3.115']","[' 2024-04-29 14:18:21.266323', '5633.71984']"
206,"[' 2024-04-29 14:18:21.460699', '3.13']","[' 2024-04-29 14:18:21.460699', '5758.98176']"
207,"[' 2024-04-29 14:18:21.659795', '3.153']","[' 2024-04-29 14:18:21.659795', '5627.59893']"
208,"[' 2024-04-29 14:18:21.860015', '3.171']","[' 2024-04-29 14:18:21.860015', '5667.57755']"
209,"[' 2024-04-29 14:18:22.055269', '3.188']","[' 2024-04-29 14:18:22.055269', '5555.31471']"
210,"[' 2024-04-29 14:18:22.260066', '3.208']","[' 2024-04-29 14:18:22.260066', '5628.83689']"
211,"[' 2024-04-29 14:18:22.460354', '3.23']","[' 2024-04-29 14:18:22.460354', '5404.68998']"
212,"[' 2024-04-29 14:18:22.654450', '3.255']","[' 2024-04-29 14:18:22.654450', '5420.13266']"
213,"[' 2024-04-29 14:18:22.860200', '3.274']","[' 2024-04-29 14:18:22.860200', '5441.3442']"
214,"[' 2024-04-29 14:18:23.061405', '3.289']","[' 2024-04-29 14:18:23.061405', '5445.74471']"
215,"[' 2024-04-29 14:18:23.254687', '3.304']","[' 2024-04-29 14:18:23.254687', '5300.09387']"
216,"[' 2024-04-29 14:18:23.460552', '3.319']","[' 2024-04-29 14:18:23.460552', '5336.20733']"
217,"[' 2024-04-29 14:18:23.658721', '3.345']","[' 2024-04-29 14:18:23.658721', '5366.33834']"
218,"[' 2024-04-29 14:18:23.855163', '3.365']","[' 2024-04-29 14:18:23.855163', '5304.63501']"
219,"[' 2024-04-29 14:18:24.060916', '3.381']","[' 2024-04-29 14:18:24.060916', '5322.75916']"
220,"[' 2024-04-29 14:18:24.261039', '3.399']","[' 2024-04-29 14:18:24.261039', '5148.59194']"
221,"[' 2024-04-29 14:18:24.469925', '3.414']","[' 2024-04-29 14:18:24.469925', '5198.53561']"
222,"[' 2024-04-29 14:18:24.666660', '3.436']","[' 2024-04-29 14:18:24.666660', '5001.62872']"
223,"[' 2024-04-29 14:18:24.862323', '3.451']","[' 2024-04-29 14:18:24.862323', '5135.51857']"
224,"[' 2024-04-29 14:18:25.062145', '3.465']","[' 2024-04-29 14:18:25.062145', '5155.5842']"
225,"[' 2024-04-29 14:18:25.262294', '3.502']","[' 2024-04-29 14:18:25.262294', '5022.27349']"
226,"[' 2024-04-29 14:18:25.462482', '3.525']","[' 2024-04-29 14:18:25.462482', '5012.47298']"
227,"[' 2024-04-29 14:18:25.662896', '3.54']","[' 2024-04-29 14:18:25.662896', '5036.30456']"
228,"[' 2024-04-29 14:18:25.862860', '3.555']","[' 2024-04-29 14:18:25.862860', '4777.49469']"
229,"[' 2024-04-29 14:18:26.063823', '3.575']","[' 2024-04-29 14:18:26.063823', '5043.55241']"
230,"[' 2024-04-29 14:18:26.269064', '3.591']","[' 2024-04-29 14:18:26.269064', '4975.00913']"
231,"[' 2024-04-29 14:18:26.464111', '3.611']","[' 2024-04-29 14:18:26.464111', '4791.37511']"
232,"[' 2024-04-29 14:18:26.665825', '3.628']","[' 2024-04-29 14:18:26.665825', '4804.45459']"
233,"[' 2024-04-29 14:18:26.867476', '3.644']","[' 2024-04-29 14:18:26.867476', '4832.64397']"
234,"[' 2024-04-29 14:18:27.064916', '3.667']","[' 2024-04-29 14:18:27.064916', '4701.19754']"
235,"[' 2024-04-29 14:18:27.267239', '3.688']","[' 2024-04-29 14:18:27.267239', '4717.62554']"
236,"[' 2024-04-29 14:18:27.454029', '3.716']","[' 2024-04-29 14:18:27.454029', '4587.89665']"
237,"[' 2024-04-29 14:18:27.660809', '3.729']","[' 2024-04-29 14:18:27.660809', '4681.31794']"
238,"[' 2024-04-29 14:18:27.867264', '3.741']","[' 2024-04-29 14:18:27.867264', '4791.59226']"
239,"[' 2024-04-29 14:18:28.066181', '3.76']","[' 2024-04-29 14:18:28.066181', '4489.96269']"
240,"[' 2024-04-29 14:18:28.266763', '3.787']","[' 2024-04-29 14:18:28.266763', '4667.35362']"
241,"[' 2024-04-29 14:18:28.450929', '3.809']","[' 2024-04-29 14:18:28.450929', '4460.2162']"
242,"[' 2024-04-29 14:18:28.667147', '3.823']","[' 2024-04-29 14:18:28.667147', '4680.97762']"
243,"[' 2024-04-29 14:18:28.867853', '3.847']","[' 2024-04-29 14:18:28.867853', '4738.7712']"
244,"[' 2024-04-29 14:18:29.052634', '3.864']","[' 2024-04-29 14:18:29.052634', '4560.0962']"
245,"[' 2024-04-29 14:18:29.261432', '3.873']","[' 2024-04-29 14:18:29.261432', '4450.21314']"
246,"[' 2024-04-29 14:18:29.453424', '3.888']","[' 2024-04-29 14:18:29.453424', '4440.83457']"
247,"[' 2024-04-29 14:18:29.654454', '3.905']","[' 2024-04-29 14:18:29.654454', '4350.79002']"
248,"[' 2024-04-29 14:18:29.853677', '3.932']","[' 2024-04-29 14:18:29.853677', '4460.89154']"
249,"[' 2024-04-29 14:18:30.053704', '3.955']","[' 2024-04-29 14:18:30.053704', '4463.10928']"
250,"[' 2024-04-29 14:18:30.253571', '3.977']","[' 2024-04-29 14:18:30.253571', '4449.52994']"
