,load,ohms
1025,"[' 2024-04-29 14:21:05.251911', '8.995']","[' 2024-04-29 14:21:05.251911', '1935.4873']"
1026,"[' 2024-04-29 14:21:05.441271', '9.014']","[' 2024-04-29 14:21:05.441271', '1942.31201']"
1027,"[' 2024-04-29 14:21:05.642599', '9.025']","[' 2024-04-29 14:21:05.642599', '1833.72518']"
1028,"[' 2024-04-29 14:21:05.840870', '9.043']","[' 2024-04-29 14:21:05.840870', '1920.12936']"
1029,"[' 2024-04-29 14:21:06.041471', '9.066']","[' 2024-04-29 14:21:06.041471', '1934.2212']"
1030,"[' 2024-04-29 14:21:06.251060', '9.079']","[' 2024-04-29 14:21:06.251060', '1820.79229']"
1031,"[' 2024-04-29 14:21:06.441958', '9.096']","[' 2024-04-29 14:21:06.441958', '1873.61548']"
1032,"[' 2024-04-29 14:21:06.641912', '9.125']","[' 2024-04-29 14:21:06.641912', '1879.36713']"
1033,"[' 2024-04-29 14:21:06.842916', '9.147']","[' 2024-04-29 14:21:06.842916', '1926.18895']"
1034,"[' 2024-04-29 14:21:07.051144', '9.163']","[' 2024-04-29 14:21:07.051144', '1799.4064']"
1035,"[' 2024-04-29 14:21:07.241104', '9.179']","[' 2024-04-29 14:21:07.241104', '1860.39764']"
1036,"[' 2024-04-29 14:21:07.450114', '9.192']","[' 2024-04-29 14:21:07.450114', '1826.38135']"
1037,"[' 2024-04-29 14:21:07.641134', '9.214']","[' 2024-04-29 14:21:07.641134', '1817.90087']"
1038,"[' 2024-04-29 14:21:07.842206', '9.245']","[' 2024-04-29 14:21:07.842206', '1801.50759']"
1039,"[' 2024-04-29 14:21:08.041321', '9.266']","[' 2024-04-29 14:21:08.041321', '1915.33358']"
1040,"[' 2024-04-29 14:21:08.241885', '9.283']","[' 2024-04-29 14:21:08.241885', '1850.55875']"
1041,"[' 2024-04-29 14:21:08.440668', '9.298']","[' 2024-04-29 14:21:08.440668', '1729.2123']"
1042,"[' 2024-04-29 14:21:08.639564', '9.313']","[' 2024-04-29 14:21:08.639564', '1834.7258']"
1043,"[' 2024-04-29 14:21:08.841415', '9.336']","[' 2024-04-29 14:21:08.841415', '1856.51688']"
1044,"[' 2024-04-29 14:21:09.041434', '9.358']","[' 2024-04-29 14:21:09.041434', '1817.51035']"
1045,"[' 2024-04-29 14:21:09.241061', '9.374']","[' 2024-04-29 14:21:09.241061', '1819.93802']"
1046,"[' 2024-04-29 14:21:09.440901', '9.39']","[' 2024-04-29 14:21:09.440901', '1699.60819']"
1047,"[' 2024-04-29 14:21:09.640858', '9.41']","[' 2024-04-29 14:21:09.640858', '1823.06089']"
1048,"[' 2024-04-29 14:21:09.850579', '9.429']","[' 2024-04-29 14:21:09.850579', '1880.33985']"
1049,"[' 2024-04-29 14:21:10.041967', '9.452']","[' 2024-04-29 14:21:10.041967', '1929.2493']"
1050,"[' 2024-04-29 14:21:10.240901', '9.467']","[' 2024-04-29 14:21:10.240901', '1818.1047']"
1051,"[' 2024-04-29 14:21:10.440553', '9.487']","[' 2024-04-29 14:21:10.440553', '1801.29809']"
1052,"[' 2024-04-29 14:21:10.649096', '9.516']","[' 2024-04-29 14:21:10.649096', '1796.23515']"
1053,"[' 2024-04-29 14:21:10.841104', '9.539']","[' 2024-04-29 14:21:10.841104', '1807.63122']"
1054,"[' 2024-04-29 14:21:11.050709', '9.553']","[' 2024-04-29 14:21:11.050709', '1670.42089']"
1055,"[' 2024-04-29 14:21:11.248585', '9.566']","[' 2024-04-29 14:21:11.248585', '1699.56416']"
1056,"[' 2024-04-29 14:21:11.450039', '9.585']","[' 2024-04-29 14:21:11.450039', '1872.77656']"
1057,"[' 2024-04-29 14:21:11.640684', '9.603']","[' 2024-04-29 14:21:11.640684', '1865.32981']"
1058,"[' 2024-04-29 14:21:11.841401', '9.617']","[' 2024-04-29 14:21:11.841401', '1699.40466']"
1059,"[' 2024-04-29 14:21:12.040500', '9.635']","[' 2024-04-29 14:21:12.040500', '1839.82313']"
1060,"[' 2024-04-29 14:21:12.240404', '9.656']","[' 2024-04-29 14:21:12.240404', '1646.0682']"
1061,"[' 2024-04-29 14:21:12.449223', '9.678']","[' 2024-04-29 14:21:12.449223', '1789.71025']"
1062,"[' 2024-04-29 14:21:12.651639', '9.703']","[' 2024-04-29 14:21:12.651639', '1780.28362']"
1063,"[' 2024-04-29 14:21:12.841269', '9.724']","[' 2024-04-29 14:21:12.841269', '1832.80258']"
1064,"[' 2024-04-29 14:21:13.041320', '9.739']","[' 2024-04-29 14:21:13.041320', '1853.48692']"
1065,"[' 2024-04-29 14:21:13.240905', '9.76']","[' 2024-04-29 14:21:13.240905', '1701.60272']"
1066,"[' 2024-04-29 14:21:13.440865', '9.778']","[' 2024-04-29 14:21:13.440865', '1590.39604']"
1067,"[' 2024-04-29 14:21:13.640909', '9.794']","[' 2024-04-29 14:21:13.640909', '1785.08958']"
1068,"[' 2024-04-29 14:21:13.840650', '9.809']","[' 2024-04-29 14:21:13.840650', '1673.1216']"
1069,"[' 2024-04-29 14:21:14.040322', '9.83']","[' 2024-04-29 14:21:14.040322', '1694.23403']"
1070,"[' 2024-04-29 14:21:14.242119', '9.846']","[' 2024-04-29 14:21:14.242119', '1782.39979']"
1071,"[' 2024-04-29 14:21:14.448059', '9.872']","[' 2024-04-29 14:21:14.448059', '1757.93076']"
1072,"[' 2024-04-29 14:21:14.640258', '9.89']","[' 2024-04-29 14:21:14.640258', '1757.93847']"
1073,"[' 2024-04-29 14:21:14.849649', '9.905']","[' 2024-04-29 14:21:14.849649', '1668.10847']"
1074,"[' 2024-04-29 14:21:15.040401', '9.925']","[' 2024-04-29 14:21:15.040401', '1625.99886']"
1075,"[' 2024-04-29 14:21:15.249674', '9.945']","[' 2024-04-29 14:21:15.249674', '1865.03609']"
1076,"[' 2024-04-29 14:21:15.441158', '9.961']","[' 2024-04-29 14:21:15.441158', '1684.59773']"
1077,"[' 2024-04-29 14:21:15.640807', '9.98']","[' 2024-04-29 14:21:15.640807', '1725.0793']"
1078,"[' 2024-04-29 14:21:15.840193', '10']","[' 2024-04-29 14:21:15.840193', '1648.50368']"
1079,"[' 2024-04-29 14:21:16.049088', '10.02']","[' 2024-04-29 14:21:16.049088', '1832.63596']"
1080,"[' 2024-04-29 14:21:16.249219', '10.03']","[' 2024-04-29 14:21:16.249219', '1621.0316']"
1081,"[' 2024-04-29 14:21:16.452422', '10.05']","[' 2024-04-29 14:21:16.452422', '1805.97503']"
1082,"[' 2024-04-29 14:21:16.650484', '10.07']","[' 2024-04-29 14:21:16.650484', '1626.11644']"
1083,"[' 2024-04-29 14:21:16.840312', '10.1']","[' 2024-04-29 14:21:16.840312', '1625.72778']"
1084,"[' 2024-04-29 14:21:17.041430', '10.12']","[' 2024-04-29 14:21:17.041430', '1618.86834']"
1085,"[' 2024-04-29 14:21:17.240836', '10.13']","[' 2024-04-29 14:21:17.240836', '1660.19383']"
1086,"[' 2024-04-29 14:21:17.452307', '10.15']","[' 2024-04-29 14:21:17.452307', '1516.32513']"
1087,"[' 2024-04-29 14:21:17.640721', '10.17']","[' 2024-04-29 14:21:17.640721', '1530.11184']"
1088,"[' 2024-04-29 14:21:17.849597', '10.19']","[' 2024-04-29 14:21:17.849597', '1747.58117']"
1089,"[' 2024-04-29 14:21:18.049273', '10.21']","[' 2024-04-29 14:21:18.049273', '1623.07308']"
1090,"[' 2024-04-29 14:21:18.240210', '10.23']","[' 2024-04-29 14:21:18.240210', '1541.66301']"
1091,"[' 2024-04-29 14:21:18.440817', '10.25']","[' 2024-04-29 14:21:18.440817', '1651.14611']"
1092,"[' 2024-04-29 14:21:18.639954', '10.27']","[' 2024-04-29 14:21:18.639954', '1502.63146']"
1093,"[' 2024-04-29 14:21:18.852234', '10.28']","[' 2024-04-29 14:21:18.852234', '1702.40589']"
1094,"[' 2024-04-29 14:21:19.040049', '10.31']","[' 2024-04-29 14:21:19.040049', '1699.57856']"
1095,"[' 2024-04-29 14:21:19.250120', '10.33']","[' 2024-04-29 14:21:19.250120', '1674.69392']"
1096,"[' 2024-04-29 14:21:19.448874', '10.34']","[' 2024-04-29 14:21:19.448874', '1744.0221']"
1097,"[' 2024-04-29 14:21:19.647428', '10.37']","[' 2024-04-29 14:21:19.647428', '1680.02059']"
1098,"[' 2024-04-29 14:21:19.838769', '10.38']","[' 2024-04-29 14:21:19.838769', '1714.43881']"
1099,"[' 2024-04-29 14:21:20.041101', '10.4']","[' 2024-04-29 14:21:20.041101', '1675.95662']"
1100,"[' 2024-04-29 14:21:20.250489', '10.42']","[' 2024-04-29 14:21:20.250489', '1580.45394']"
1101,"[' 2024-04-29 14:21:20.440275', '10.44']","[' 2024-04-29 14:21:20.440275', '1712.9098']"
1102,"[' 2024-04-29 14:21:20.647278', '10.45']","[' 2024-04-29 14:21:20.647278', '1623.52079']"
1103,"[' 2024-04-29 14:21:20.839967', '10.47']","[' 2024-04-29 14:21:20.839967', '1587.54112']"
1104,"[' 2024-04-29 14:21:21.048799', '10.5']","[' 2024-04-29 14:21:21.048799', '1743.8457']"
1105,"[' 2024-04-29 14:21:21.247944', '10.52']","[' 2024-04-29 14:21:21.247944', '1593.4931']"
1106,"[' 2024-04-29 14:21:21.440355', '10.54']","[' 2024-04-29 14:21:21.440355', '1621.80962']"
1107,"[' 2024-04-29 14:21:21.640175', '10.56']","[' 2024-04-29 14:21:21.640175', '1591.9785']"
1108,"[' 2024-04-29 14:21:21.839935', '10.58']","[' 2024-04-29 14:21:21.839935', '1703.63659']"
1109,"[' 2024-04-29 14:21:22.038811', '10.59']","[' 2024-04-29 14:21:22.038811', '1562.9847']"
1110,"[' 2024-04-29 14:21:22.239748', '10.61']","[' 2024-04-29 14:21:22.239748', '1526.10839']"
1111,"[' 2024-04-29 14:21:22.441027', '10.62']","[' 2024-04-29 14:21:22.441027', '1645.47917']"
1112,"[' 2024-04-29 14:21:22.649353', '10.64']","[' 2024-04-29 14:21:22.649353', '1618.6416']"
1113,"[' 2024-04-29 14:21:22.839954', '10.66']","[' 2024-04-29 14:21:22.839954', '1732.66104']"
1114,"[' 2024-04-29 14:21:23.040697', '10.69']","[' 2024-04-29 14:21:23.040697', '1767.09839']"
1115,"[' 2024-04-29 14:21:23.240040', '10.72']","[' 2024-04-29 14:21:23.240040', '1565.02686']"
1116,"[' 2024-04-29 14:21:23.440749', '10.74']","[' 2024-04-29 14:21:23.440749', '1589.76314']"
1117,"[' 2024-04-29 14:21:23.639249', '10.75']","[' 2024-04-29 14:21:23.639249', '1571.87617']"
1118,"[' 2024-04-29 14:21:23.839682', '10.77']","[' 2024-04-29 14:21:23.839682', '1707.36197']"
1119,"[' 2024-04-29 14:21:24.039367', '10.78']","[' 2024-04-29 14:21:24.039367', '1638.03705']"
1120,"[' 2024-04-29 14:21:24.248594', '10.82']","[' 2024-04-29 14:21:24.248594', '1569.3069']"
1121,"[' 2024-04-29 14:21:24.440209', '10.83']","[' 2024-04-29 14:21:24.440209', '1596.52768']"
1122,"[' 2024-04-29 14:21:24.640924', '10.84']","[' 2024-04-29 14:21:24.640924', '1653.0904']"
1123,"[' 2024-04-29 14:21:24.841284', '10.85']","[' 2024-04-29 14:21:24.841284', '1599.6192']"
1124,"[' 2024-04-29 14:21:25.045565', '10.88']","[' 2024-04-29 14:21:25.045565', '1674.96183']"
1125,"[' 2024-04-29 14:21:25.239547', '10.9']","[' 2024-04-29 14:21:25.239547', '1640.00161']"
1126,"[' 2024-04-29 14:21:25.449134', '10.91']","[' 2024-04-29 14:21:25.449134', '1658.56526']"
1127,"[' 2024-04-29 14:21:25.639374', '10.92']","[' 2024-04-29 14:21:25.639374', '1679.04132']"
1128,"[' 2024-04-29 14:21:25.839891', '10.96']","[' 2024-04-29 14:21:25.839891', '1753.3552']"
1129,"[' 2024-04-29 14:21:26.039957', '10.98']","[' 2024-04-29 14:21:26.039957', '1633.08721']"
1130,"[' 2024-04-29 14:21:26.247943', '11']","[' 2024-04-29 14:21:26.247943', '1586.73069']"
1131,"[' 2024-04-29 14:21:26.448644', '11.02']","[' 2024-04-29 14:21:26.448644', '1722.38924']"
1132,"[' 2024-04-29 14:21:26.639247', '11.04']","[' 2024-04-29 14:21:26.639247', '1622.75818']"
1133,"[' 2024-04-29 14:21:26.850823', '11.05']","[' 2024-04-29 14:21:26.850823', '1678.47609']"
1134,"[' 2024-04-29 14:21:27.039620', '11.05']","[' 2024-04-29 14:21:27.039620', '1655.57114']"
1135,"[' 2024-04-29 14:21:27.248251', '11.05']","[' 2024-04-29 14:21:27.248251', '1662.38169']"
1136,"[' 2024-04-29 14:21:27.442460', '11.05']","[' 2024-04-29 14:21:27.442460', '1621.99645']"
1137,"[' 2024-04-29 14:21:27.639401', '11.05']","[' 2024-04-29 14:21:27.639401', '1592.54914']"
1138,"[' 2024-04-29 14:21:27.842621', '11.05']","[' 2024-04-29 14:21:27.842621', '1580.62856']"
1139,"[' 2024-04-29 14:21:28.050007', '11.05']","[' 2024-04-29 14:21:28.050007', '1649.15368']"
1140,"[' 2024-04-29 14:21:28.250942', '11.05']","[' 2024-04-29 14:21:28.250942', '1561.27165']"
1141,"[' 2024-04-29 14:21:28.439215', '11.05']","[' 2024-04-29 14:21:28.439215', '1534.31119']"
1142,"[' 2024-04-29 14:21:28.639237', '11.06']","[' 2024-04-29 14:21:28.639237', '1602.33858']"
1143,"[' 2024-04-29 14:21:28.848006', '11.06']","[' 2024-04-29 14:21:28.848006', '1516.76359']"
1144,"[' 2024-04-29 14:21:29.039758', '11.06']","[' 2024-04-29 14:21:29.039758', '1687.25377']"
1145,"[' 2024-04-29 14:21:29.238967', '11.07']","[' 2024-04-29 14:21:29.238967', '1627.92406']"
1146,"[' 2024-04-29 14:21:29.439298', '11.07']","[' 2024-04-29 14:21:29.439298', '1610.4781']"
1147,"[' 2024-04-29 14:21:29.639157', '11.07']","[' 2024-04-29 14:21:29.639157', '1587.5399']"
1148,"[' 2024-04-29 14:21:29.848696', '11.07']","[' 2024-04-29 14:21:29.848696', '1593.78267']"
1149,"[' 2024-04-29 14:21:30.039260', '11.07']","[' 2024-04-29 14:21:30.039260', '1489.9272']"
1150,"[' 2024-04-29 14:21:30.248537', '11.06']","[' 2024-04-29 14:21:30.248537', '1635.01472']"
1151,"[' 2024-04-29 14:21:30.439711', '11.06']","[' 2024-04-29 14:21:30.439711', '1749.89057']"
1152,"[' 2024-04-29 14:21:30.639288', '11.06']","[' 2024-04-29 14:21:30.639288', '1557.88737']"
1153,"[' 2024-04-29 14:21:30.839451', '11.06']","[' 2024-04-29 14:21:30.839451', '1592.51365']"
1154,"[' 2024-04-29 14:21:31.039521', '11.06']","[' 2024-04-29 14:21:31.039521', '1532.62841']"
1155,"[' 2024-04-29 14:21:31.247119', '11.06']","[' 2024-04-29 14:21:31.247119', '1673.74578']"
1156,"[' 2024-04-29 14:21:31.446055', '11.05']","[' 2024-04-29 14:21:31.446055', '1672.85175']"
1157,"[' 2024-04-29 14:21:31.650997', '11.05']","[' 2024-04-29 14:21:31.650997', '1569.2797']"
1158,"[' 2024-04-29 14:21:31.848685', '11.05']","[' 2024-04-29 14:21:31.848685', '1651.23334']"
1159,"[' 2024-04-29 14:21:32.039754', '11.05']","[' 2024-04-29 14:21:32.039754', '1687.01965']"
1160,"[' 2024-04-29 14:21:32.248245', '11.05']","[' 2024-04-29 14:21:32.248245', '1534.96622']"
1161,"[' 2024-04-29 14:21:32.449802', '11.04']","[' 2024-04-29 14:21:32.449802', '1697.49126']"
1162,"[' 2024-04-29 14:21:32.638988', '11.04']","[' 2024-04-29 14:21:32.638988', '1608.91482']"
1163,"[' 2024-04-29 14:21:32.838941', '11.04']","[' 2024-04-29 14:21:32.838941', '1611.5926']"
1164,"[' 2024-04-29 14:21:33.038632', '11.04']","[' 2024-04-29 14:21:33.038632', '1510.04761']"
1165,"[' 2024-04-29 14:21:33.249917', '11.04']","[' 2024-04-29 14:21:33.249917', '1617.05259']"
1166,"[' 2024-04-29 14:21:33.439730', '11.04']","[' 2024-04-29 14:21:33.439730', '1465.44811']"
1167,"[' 2024-04-29 14:21:33.638956', '11.04']","[' 2024-04-29 14:21:33.638956', '1631.4313']"
1168,"[' 2024-04-29 14:21:33.838755', '11.03']","[' 2024-04-29 14:21:33.838755', '1701.73708']"
1169,"[' 2024-04-29 14:21:34.038775', '11.03']","[' 2024-04-29 14:21:34.038775', '1596.37343']"
1170,"[' 2024-04-29 14:21:34.248715', '11.03']","[' 2024-04-29 14:21:34.248715', '172852.182']"
1171,"[' 2024-04-29 14:21:34.438568', '5.892']","[' 2024-04-29 14:21:34.438568', '207257.381']"
1172,"[' 2024-04-29 14:21:34.648473', '0.008']","[' 2024-04-29 14:21:34.648473', '221214.43']"
1173,"[' 2024-04-29 14:21:34.839582', '0.009']","[' 2024-04-29 14:21:34.839582', '217966.519']"
1174,"[' 2024-04-29 14:21:35.039548', '0.009']","[' 2024-04-29 14:21:35.039548', '214345.04']"
1175,"[' 2024-04-29 14:21:35.249736', '0.008']","[' 2024-04-29 14:21:35.249736', '221065.443']"
1176,"[' 2024-04-29 14:21:35.440051', '0.008']","[' 2024-04-29 14:21:35.440051', '218333.902']"
1177,"[' 2024-04-29 14:21:35.640153', '0.008']","[' 2024-04-29 14:21:35.640153', '215976.807']"
1178,"[' 2024-04-29 14:21:35.839127', '0.008']","[' 2024-04-29 14:21:35.839127', '213724.498']"
1179,"[' 2024-04-29 14:21:36.039029', '0.008']","[' 2024-04-29 14:21:36.039029', '218788.413']"
1180,"[' 2024-04-29 14:21:36.250469', '0.008']","[' 2024-04-29 14:21:36.250469', '220267.26']"
1181,"[' 2024-04-29 14:21:36.438889', '0.007']","[' 2024-04-29 14:21:36.438889', '219962.271']"
1182,"[' 2024-04-29 14:21:36.639335', '0.007']","[' 2024-04-29 14:21:36.639335', '219166.072']"
1183,"[' 2024-04-29 14:21:36.850528', '0.007']","[' 2024-04-29 14:21:36.850528', '215342.751']"
1184,"[' 2024-04-29 14:21:37.050455', '0.007']","[' 2024-04-29 14:21:37.050455', '214165.955']"
1185,"[' 2024-04-29 14:21:37.239548', '0.007']","[' 2024-04-29 14:21:37.239548', '212237.206']"
1186,"[' 2024-04-29 14:21:37.439497', '0.007']","[' 2024-04-29 14:21:37.439497', '213380.768']"
1187,"[' 2024-04-29 14:21:37.639645', '0.007']","[' 2024-04-29 14:21:37.639645', '212575.172']"
1188,"[' 2024-04-29 14:21:37.840034', '0.007']","[' 2024-04-29 14:21:37.840034', '214727.516']"
1189,"[' 2024-04-29 14:21:38.040275', '0.007']","[' 2024-04-29 14:21:38.040275', '212172.223']"
1190,"[' 2024-04-29 14:21:38.240480', '0.007']","[' 2024-04-29 14:21:38.240480', '211378.805']"
1191,"[' 2024-04-29 14:21:38.440671', '0.007']","[' 2024-04-29 14:21:38.440671', '208764.034']"
1192,"[' 2024-04-29 14:21:38.641356', '0.007']","[' 2024-04-29 14:21:38.641356', '210921.861']"
1193,"[' 2024-04-29 14:21:38.845525', '0.007']","[' 2024-04-29 14:21:38.845525', '211221.518']"
1194,"[' 2024-04-29 14:21:39.041260', '0.007']","[' 2024-04-29 14:21:39.041260', '211841.856']"
1195,"[' 2024-04-29 14:21:39.249203', '0.007']","[' 2024-04-29 14:21:39.249203', '214689.332']"
1196,"[' 2024-04-29 14:21:39.448156', '0.007']","[' 2024-04-29 14:21:39.448156', '215289.699']"
1197,"[' 2024-04-29 14:21:39.643540', '0.006']","[' 2024-04-29 14:21:39.643540', '215104.78']"
1198,"[' 2024-04-29 14:21:39.844592', '0.006']","[' 2024-04-29 14:21:39.844592', '221729.353']"
1199,"[' 2024-04-29 14:21:40.044915', '0.006']","[' 2024-04-29 14:21:40.044915', '220813.462']"
1200,"[' 2024-04-29 14:21:40.244894', '0.006']","[' 2024-04-29 14:21:40.244894', '222056.106']"
1201,"[' 2024-04-29 14:21:40.445063', '0.006']","[' 2024-04-29 14:21:40.445063', '221179.065']"
1202,"[' 2024-04-29 14:21:40.647280', '0.006']","[' 2024-04-29 14:21:40.647280', '220932.865']"
1203,"[' 2024-04-29 14:21:40.845664', '0.006']","[' 2024-04-29 14:21:40.845664', '220458.589']"
1204,"[' 2024-04-29 14:21:41.046116', '0.006']","[' 2024-04-29 14:21:41.046116', '231720.492']"
1205,"[' 2024-04-29 14:21:41.246407', '0.006']","[' 2024-04-29 14:21:41.246407', '230879.266']"
1206,"[' 2024-04-29 14:21:41.446716', '0.006']","[' 2024-04-29 14:21:41.446716', '224169.059']"
1207,"[' 2024-04-29 14:21:41.646923', '0.006']","[' 2024-04-29 14:21:41.646923', '224592.493']"
1208,"[' 2024-04-29 14:21:41.847090', '0.006']","[' 2024-04-29 14:21:41.847090', '222458.444']"
1209,"[' 2024-04-29 14:21:42.047485', '0.006']","[' 2024-04-29 14:21:42.047485', '221042.532']"
1210,"[' 2024-04-29 14:21:42.247366', '0.006']","[' 2024-04-29 14:21:42.247366', '219530.49']"
1211,"[' 2024-04-29 14:21:42.437082', '0.006']","[' 2024-04-29 14:21:42.437082', '218714.301']"
1212,"[' 2024-04-29 14:21:42.649523', '0.006']","[' 2024-04-29 14:21:42.649523', '215438.984']"
1213,"[' 2024-04-29 14:21:42.844816', '0.006']","[' 2024-04-29 14:21:42.844816', '215112.132']"
1214,"[' 2024-04-29 14:21:43.048090', '0.006']","[' 2024-04-29 14:21:43.048090', '212043.989']"
1215,"[' 2024-04-29 14:21:43.248147', '0.006']","[' 2024-04-29 14:21:43.248147', '212070.496']"
1216,"[' 2024-04-29 14:21:43.449062', '0.006']","[' 2024-04-29 14:21:43.449062', '211912.856']"
1217,"[' 2024-04-29 14:21:43.645422', '0.006']","[' 2024-04-29 14:21:43.645422', '208214.446']"
1218,"[' 2024-04-29 14:21:43.838812', '0.006']","[' 2024-04-29 14:21:43.838812', '208221.702']"
1219,"[' 2024-04-29 14:21:44.045784', '0.006']","[' 2024-04-29 14:21:44.045784', '208742.148']"
1220,"[' 2024-04-29 14:21:44.238037', '0.005']","[' 2024-04-29 14:21:44.238037', '5067.18559']"
1221,"[' 2024-04-29 14:21:44.447004', '2.447']","[' 2024-04-29 14:21:44.447004', '4180.12903']"
1222,"[' 2024-04-29 14:21:44.638475', '3.957']","[' 2024-04-29 14:21:44.638475', '4285.36454']"
1223,"[' 2024-04-29 14:21:44.837613', '4.008']","[' 2024-04-29 14:21:44.837613', '4330.90781']"
1224,"[' 2024-04-29 14:21:45.036832', '4.029']","[' 2024-04-29 14:21:45.036832', '4163.81397']"
1225,"[' 2024-04-29 14:21:45.237494', '4.05']","[' 2024-04-29 14:21:45.237494', '4276.22991']"
1226,"[' 2024-04-29 14:21:45.437016', '4.076']","[' 2024-04-29 14:21:45.437016', '4210.04412']"
1227,"[' 2024-04-29 14:21:45.647176', '4.09']","[' 2024-04-29 14:21:45.647176', '4157.97977']"
1228,"[' 2024-04-29 14:21:45.845996', '4.118']","[' 2024-04-29 14:21:45.845996', '4065.9239']"
1229,"[' 2024-04-29 14:21:46.048675', '4.135']","[' 2024-04-29 14:21:46.048675', '4141.89128']"
1230,"[' 2024-04-29 14:21:46.246882', '4.15']","[' 2024-04-29 14:21:46.246882', '4040.11905']"
1231,"[' 2024-04-29 14:21:46.447176', '4.167']","[' 2024-04-29 14:21:46.447176', '3998.90108']"
1232,"[' 2024-04-29 14:21:46.636649', '4.183']","[' 2024-04-29 14:21:46.636649', '3993.68922']"
1233,"[' 2024-04-29 14:21:46.837950', '4.198']","[' 2024-04-29 14:21:46.837950', '3921.50248']"
1234,"[' 2024-04-29 14:21:47.037931', '4.221']","[' 2024-04-29 14:21:47.037931', '3904.12496']"
1235,"[' 2024-04-29 14:21:47.247037', '4.245']","[' 2024-04-29 14:21:47.247037', '3977.84011']"
1236,"[' 2024-04-29 14:21:47.437694', '4.27']","[' 2024-04-29 14:21:47.437694', '4014.82171']"
1237,"[' 2024-04-29 14:21:47.649218', '4.279']","[' 2024-04-29 14:21:47.649218', '3772.94816']"
1238,"[' 2024-04-29 14:21:47.849281', '4.29']","[' 2024-04-29 14:21:47.849281', '3798.0078']"
1239,"[' 2024-04-29 14:21:48.037863', '4.305']","[' 2024-04-29 14:21:48.037863', '3815.86933']"
1240,"[' 2024-04-29 14:21:48.246930', '4.34']","[' 2024-04-29 14:21:48.246930', '3827.6539']"
1241,"[' 2024-04-29 14:21:48.437437', '4.36']","[' 2024-04-29 14:21:48.437437', '3840.90906']"
1242,"[' 2024-04-29 14:21:48.638852', '4.37']","[' 2024-04-29 14:21:48.638852', '3734.51586']"
1243,"[' 2024-04-29 14:21:48.837883', '4.388']","[' 2024-04-29 14:21:48.837883', '3714.53759']"
1244,"[' 2024-04-29 14:21:49.047231', '4.413']","[' 2024-04-29 14:21:49.047231', '3842.98436']"
1245,"[' 2024-04-29 14:21:49.237536', '4.439']","[' 2024-04-29 14:21:49.237536', '3752.11249']"
1246,"[' 2024-04-29 14:21:49.447737', '4.457']","[' 2024-04-29 14:21:49.447737', '3761.57809']"
1247,"[' 2024-04-29 14:21:49.638067', '4.469']","[' 2024-04-29 14:21:49.638067', '3512.98144']"
1248,"[' 2024-04-29 14:21:49.848629', '4.486']","[' 2024-04-29 14:21:49.848629', '3742.01642']"
1249,"[' 2024-04-29 14:21:50.037662', '4.505']","[' 2024-04-29 14:21:50.037662', '3720.45251']"
1250,"[' 2024-04-29 14:21:50.237670', '4.522']","[' 2024-04-29 14:21:50.237670', '3675.42852']"
1251,"[' 2024-04-29 14:21:50.446022', '4.544']","[' 2024-04-29 14:21:50.446022', '3774.77465']"
1252,"[' 2024-04-29 14:21:50.637912', '4.567']","[' 2024-04-29 14:21:50.637912', '3472.46347']"
1253,"[' 2024-04-29 14:21:50.838699', '4.58']","[' 2024-04-29 14:21:50.838699', '3474.65662']"
1254,"[' 2024-04-29 14:21:51.037678', '4.604']","[' 2024-04-29 14:21:51.037678', '3451.43456']"
1255,"[' 2024-04-29 14:21:51.245011', '4.626']","[' 2024-04-29 14:21:51.245011', '3439.90422']"
1256,"[' 2024-04-29 14:21:51.438933', '4.645']","[' 2024-04-29 14:21:51.438933', '3664.52471']"
1257,"[' 2024-04-29 14:21:51.638957', '4.658']","[' 2024-04-29 14:21:51.638957', '3422.55913']"
1258,"[' 2024-04-29 14:21:51.836478', '4.68']","[' 2024-04-29 14:21:51.836478', '3359.96329']"
1259,"[' 2024-04-29 14:21:52.037502', '4.7']","[' 2024-04-29 14:21:52.037502', '3545.26419']"
1260,"[' 2024-04-29 14:21:52.237067', '4.715']","[' 2024-04-29 14:21:52.237067', '3406.57188']"
1261,"[' 2024-04-29 14:21:52.448285', '4.73']","[' 2024-04-29 14:21:52.448285', '3577.45909']"
1262,"[' 2024-04-29 14:21:52.646720', '4.755']","[' 2024-04-29 14:21:52.646720', '3370.46224']"
1263,"[' 2024-04-29 14:21:52.844823', '4.778']","[' 2024-04-29 14:21:52.844823', '3467.12429']"
1264,"[' 2024-04-29 14:21:53.037077', '4.791']","[' 2024-04-29 14:21:53.037077', '3186.2927']"
1265,"[' 2024-04-29 14:21:53.237923', '4.812']","[' 2024-04-29 14:21:53.237923', '3312.87889']"
1266,"[' 2024-04-29 14:21:53.436401', '4.837']","[' 2024-04-29 14:21:53.436401', '3184.9684']"
1267,"[' 2024-04-29 14:21:53.648508', '4.848']","[' 2024-04-29 14:21:53.648508', '3286.7614']"
1268,"[' 2024-04-29 14:21:53.847174', '4.863']","[' 2024-04-29 14:21:53.847174', '3406.08937']"
1269,"[' 2024-04-29 14:21:54.036301', '4.881']","[' 2024-04-29 14:21:54.036301', '3363.4589']"
1270,"[' 2024-04-29 14:21:54.238218', '4.908']","[' 2024-04-29 14:21:54.238218', '3271.26576']"
