,load,ohms
1021,"[' 2024-04-29 14:50:16.784366', ' 5.371']","[' 2024-04-29 14:50:16.784366', ' 2802.9041']"
1022,"[' 2024-04-29 14:50:16.984864', ' 5.372']","[' 2024-04-29 14:50:16.984864', ' 2817.51068']"
1023,"[' 2024-04-29 14:50:17.186719', ' 5.375']","[' 2024-04-29 14:50:17.186719', ' 2759.50563']"
1024,"[' 2024-04-29 14:50:17.385288', ' 5.381']","[' 2024-04-29 14:50:17.385288', ' 2758.30833']"
1025,"[' 2024-04-29 14:50:17.586463', ' 5.387']","[' 2024-04-29 14:50:17.586463', ' 2804.51185']"
1026,"[' 2024-04-29 14:50:17.788524', ' 5.391']","[' 2024-04-29 14:50:17.788524', ' 2852.05226']"
1027,"[' 2024-04-29 14:50:17.989179', ' 5.399']","[' 2024-04-29 14:50:17.989179', ' 2666.84779']"
1028,"[' 2024-04-29 14:50:18.196529', ' 5.405']","[' 2024-04-29 14:50:18.196529', ' 2638.22082']"
1029,"[' 2024-04-29 14:50:18.386700', ' 5.41']","[' 2024-04-29 14:50:18.386700', ' 2781.48569']"
1030,"[' 2024-04-29 14:50:18.586650', ' 5.415']","[' 2024-04-29 14:50:18.586650', ' 2797.17571']"
1031,"[' 2024-04-29 14:50:18.797534', ' 5.418']","[' 2024-04-29 14:50:18.797534', ' 2806.76149']"
1032,"[' 2024-04-29 14:50:18.996346', ' 5.422']","[' 2024-04-29 14:50:18.996346', ' 2812.5866']"
1033,"[' 2024-04-29 14:50:19.186821', ' 5.429']","[' 2024-04-29 14:50:19.186821', ' 2765.27962']"
1034,"[' 2024-04-29 14:50:19.386744', ' 5.433']","[' 2024-04-29 14:50:19.386744', ' 2729.66794']"
1035,"[' 2024-04-29 14:50:19.596670', ' 5.438']","[' 2024-04-29 14:50:19.596670', ' 2807.63025']"
1036,"[' 2024-04-29 14:50:19.787499', ' 5.446']","[' 2024-04-29 14:50:19.787499', ' 2742.68545']"
1037,"[' 2024-04-29 14:50:19.995443', ' 5.45']","[' 2024-04-29 14:50:19.995443', ' 2738.91228']"
1038,"[' 2024-04-29 14:50:20.187598', ' 5.455']","[' 2024-04-29 14:50:20.187598', ' 2838.58161']"
1039,"[' 2024-04-29 14:50:20.388076', ' 5.464']","[' 2024-04-29 14:50:20.388076', ' 2733.71194']"
1040,"[' 2024-04-29 14:50:20.588337', ' 5.467']","[' 2024-04-29 14:50:20.588337', ' 2706.50062']"
1041,"[' 2024-04-29 14:50:20.788876', ' 5.473']","[' 2024-04-29 14:50:20.788876', ' 2558.33466']"
1042,"[' 2024-04-29 14:50:20.989595', ' 5.482']","[' 2024-04-29 14:50:20.989595', ' 2674.74932']"
1043,"[' 2024-04-29 14:50:21.189948', ' 5.491']","[' 2024-04-29 14:50:21.189948', ' 2935.29627']"
1044,"[' 2024-04-29 14:50:21.390254', ' 5.498']","[' 2024-04-29 14:50:21.390254', ' 2777.13936']"
1045,"[' 2024-04-29 14:50:21.590332', ' 5.504']","[' 2024-04-29 14:50:21.590332', ' 2803.74064']"
1046,"[' 2024-04-29 14:50:21.797391', ' 5.513']","[' 2024-04-29 14:50:21.797391', ' 2734.3551']"
1047,"[' 2024-04-29 14:50:21.990257', ' 5.52']","[' 2024-04-29 14:50:21.990257', ' 2695.22211']"
1048,"[' 2024-04-29 14:50:22.195958', ' 5.527']","[' 2024-04-29 14:50:22.195958', ' 2728.28342']"
1049,"[' 2024-04-29 14:50:22.390469', ' 5.528']","[' 2024-04-29 14:50:22.390469', ' 2763.65702']"
1050,"[' 2024-04-29 14:50:22.590700', ' 5.53']","[' 2024-04-29 14:50:22.590700', ' 2628.69065']"
1051,"[' 2024-04-29 14:50:22.790932', ' 5.537']","[' 2024-04-29 14:50:22.790932', ' 2666.472']"
1052,"[' 2024-04-29 14:50:22.991427', ' 5.546']","[' 2024-04-29 14:50:22.991427', ' 2744.46502']"
1053,"[' 2024-04-29 14:50:23.191547', ' 5.552']","[' 2024-04-29 14:50:23.191547', ' 2697.95857']"
1054,"[' 2024-04-29 14:50:23.392082', ' 5.557']","[' 2024-04-29 14:50:23.392082', ' 2747.73487']"
1055,"[' 2024-04-29 14:50:23.592416', ' 5.559']","[' 2024-04-29 14:50:23.592416', ' 2743.5422']"
1056,"[' 2024-04-29 14:50:23.792380', ' 5.562']","[' 2024-04-29 14:50:23.792380', ' 2795.59058']"
1057,"[' 2024-04-29 14:50:23.992707', ' 5.571']","[' 2024-04-29 14:50:23.992707', ' 2886.03458']"
1058,"[' 2024-04-29 14:50:24.193375', ' 5.578']","[' 2024-04-29 14:50:24.193375', ' 2637.63177']"
1059,"[' 2024-04-29 14:50:24.393579', ' 5.589']","[' 2024-04-29 14:50:24.393579', ' 2685.89265']"
1060,"[' 2024-04-29 14:50:24.594108', ' 5.595']","[' 2024-04-29 14:50:24.594108', ' 2644.72969']"
1061,"[' 2024-04-29 14:50:24.795012', ' 5.599']","[' 2024-04-29 14:50:24.795012', ' 2617.229']"
1062,"[' 2024-04-29 14:50:24.995207', ' 5.604']","[' 2024-04-29 14:50:24.995207', ' 2765.89244']"
1063,"[' 2024-04-29 14:50:25.195436', ' 5.606']","[' 2024-04-29 14:50:25.195436', ' 2735.90716']"
1064,"[' 2024-04-29 14:50:25.395726', ' 5.609']","[' 2024-04-29 14:50:25.395726', ' 2585.15069']"
1065,"[' 2024-04-29 14:50:25.596374', ' 5.616']","[' 2024-04-29 14:50:25.596374', ' 2776.08018']"
1066,"[' 2024-04-29 14:50:25.794728', ' 5.62']","[' 2024-04-29 14:50:25.794728', ' 2654.82768']"
1067,"[' 2024-04-29 14:50:25.989154', ' 5.625']","[' 2024-04-29 14:50:25.989154', ' 2708.86049']"
1068,"[' 2024-04-29 14:50:26.185334', ' 5.636']","[' 2024-04-29 14:50:26.185334', ' 2865.98242']"
1069,"[' 2024-04-29 14:50:26.396082', ' 5.642']","[' 2024-04-29 14:50:26.396082', ' 2676.39256']"
1070,"[' 2024-04-29 14:50:26.586347', ' 5.649']","[' 2024-04-29 14:50:26.586347', ' 2755.79363']"
1071,"[' 2024-04-29 14:50:26.788045', ' 5.652']","[' 2024-04-29 14:50:26.788045', ' 2761.29965']"
1072,"[' 2024-04-29 14:50:26.986488', ' 5.654']","[' 2024-04-29 14:50:26.986488', ' 2764.35879']"
1073,"[' 2024-04-29 14:50:27.195848', ' 5.659']","[' 2024-04-29 14:50:27.195848', ' 2628.65369']"
1074,"[' 2024-04-29 14:50:27.381776', ' 5.666']","[' 2024-04-29 14:50:27.381776', ' 2831.56939']"
1075,"[' 2024-04-29 14:50:27.595382', ' 5.671']","[' 2024-04-29 14:50:27.595382', ' 2753.45006']"
1076,"[' 2024-04-29 14:50:27.796656', ' 5.677']","[' 2024-04-29 14:50:27.796656', ' 2659.65741']"
1077,"[' 2024-04-29 14:50:27.986326', ' 5.683']","[' 2024-04-29 14:50:27.986326', ' 2815.23599']"
1078,"[' 2024-04-29 14:50:28.186075', ' 5.69']","[' 2024-04-29 14:50:28.186075', ' 2748.26408']"
1079,"[' 2024-04-29 14:50:28.387881', ' 5.696']","[' 2024-04-29 14:50:28.387881', ' 2877.55871']"
1080,"[' 2024-04-29 14:50:28.587490', ' 5.7']","[' 2024-04-29 14:50:28.587490', ' 2772.351']"
1081,"[' 2024-04-29 14:50:28.780338', ' 5.704']","[' 2024-04-29 14:50:28.780338', ' 2622.31089']"
1082,"[' 2024-04-29 14:50:28.996036', ' 5.71']","[' 2024-04-29 14:50:28.996036', ' 2677.46849']"
1083,"[' 2024-04-29 14:50:29.188223', ' 5.716']","[' 2024-04-29 14:50:29.188223', ' 2805.86976']"
1084,"[' 2024-04-29 14:50:29.396780', ' 5.718']","[' 2024-04-29 14:50:29.396780', ' 2598.92018']"
1085,"[' 2024-04-29 14:50:29.595700', ' 5.722']","[' 2024-04-29 14:50:29.595700', ' 2698.69722']"
1086,"[' 2024-04-29 14:50:29.785438', ' 5.729']","[' 2024-04-29 14:50:29.785438', ' 2566.60125']"
1087,"[' 2024-04-29 14:50:29.987192', ' 5.732']","[' 2024-04-29 14:50:29.987192', ' 2661.37231']"
1088,"[' 2024-04-29 14:50:30.185918', ' 5.739']","[' 2024-04-29 14:50:30.185918', ' 2747.08122']"
1089,"[' 2024-04-29 14:50:30.393110', ' 5.747']","[' 2024-04-29 14:50:30.393110', ' 2669.82034']"
1090,"[' 2024-04-29 14:50:30.596015', ' 5.757']","[' 2024-04-29 14:50:30.596015', ' 2805.77528']"
1091,"[' 2024-04-29 14:50:30.794981', ' 5.764']","[' 2024-04-29 14:50:30.794981', ' 2452.18131']"
1092,"[' 2024-04-29 14:50:30.985120', ' 5.769']","[' 2024-04-29 14:50:30.985120', ' 2569.77386']"
1093,"[' 2024-04-29 14:50:31.185128', ' 5.777']","[' 2024-04-29 14:50:31.185128', ' 2658.89633']"
1094,"[' 2024-04-29 14:50:31.385900', ' 5.785']","[' 2024-04-29 14:50:31.385900', ' 2631.40399']"
1095,"[' 2024-04-29 14:50:31.586696', ' 5.795']","[' 2024-04-29 14:50:31.586696', ' 2647.17709']"
1096,"[' 2024-04-29 14:50:31.794978', ' 5.801']","[' 2024-04-29 14:50:31.794978', ' 2604.77243']"
1097,"[' 2024-04-29 14:50:31.996283', ' 5.812']","[' 2024-04-29 14:50:31.996283', ' 2673.66141']"
1098,"[' 2024-04-29 14:50:32.184692', ' 5.816']","[' 2024-04-29 14:50:32.184692', ' 2473.02978']"
1099,"[' 2024-04-29 14:50:32.382568', ' 5.817']","[' 2024-04-29 14:50:32.382568', ' 2717.02301']"
1100,"[' 2024-04-29 14:50:32.594048', ' 5.819']","[' 2024-04-29 14:50:32.594048', ' 2537.00534']"
1101,"[' 2024-04-29 14:50:32.794849', ' 5.822']","[' 2024-04-29 14:50:32.794849', ' 2717.88809']"
1102,"[' 2024-04-29 14:50:32.995815', ' 5.824']","[' 2024-04-29 14:50:32.995815', ' 2589.82687']"
1103,"[' 2024-04-29 14:50:33.195265', ' 5.827']","[' 2024-04-29 14:50:33.195265', ' 2602.56483']"
1104,"[' 2024-04-29 14:50:33.395630', ' 5.831']","[' 2024-04-29 14:50:33.395630', ' 2695.66447']"
1105,"[' 2024-04-29 14:50:33.587997', ' 5.837']","[' 2024-04-29 14:50:33.587997', ' 2683.36095']"
1106,"[' 2024-04-29 14:50:33.785204', ' 5.838']","[' 2024-04-29 14:50:33.785204', ' 2694.0902']"
1107,"[' 2024-04-29 14:50:33.986194', ' 5.84']","[' 2024-04-29 14:50:33.986194', ' 2752.41789']"
1108,"[' 2024-04-29 14:50:34.184914', ' 5.845']","[' 2024-04-29 14:50:34.184914', ' 2665.83685']"
1109,"[' 2024-04-29 14:50:34.385610', ' 5.857']","[' 2024-04-29 14:50:34.385610', ' 2730.21955']"
1110,"[' 2024-04-29 14:50:34.586544', ' 5.873']","[' 2024-04-29 14:50:34.586544', ' 2604.65996']"
1111,"[' 2024-04-29 14:50:34.782482', ' 5.885']","[' 2024-04-29 14:50:34.782482', ' 2720.18035']"
1112,"[' 2024-04-29 14:50:34.984828', ' 5.893']","[' 2024-04-29 14:50:34.984828', ' 2512.9886']"
1113,"[' 2024-04-29 14:50:35.183453', ' 5.902']","[' 2024-04-29 14:50:35.183453', ' 2616.63516']"
1114,"[' 2024-04-29 14:50:35.391148', ' 5.909']","[' 2024-04-29 14:50:35.391148', ' 2562.9184']"
1115,"[' 2024-04-29 14:50:35.591533', ' 5.914']","[' 2024-04-29 14:50:35.591533', ' 2642.72887']"
1116,"[' 2024-04-29 14:50:35.784139', ' 5.923']","[' 2024-04-29 14:50:35.784139', ' 2583.84741']"
1117,"[' 2024-04-29 14:50:35.994951', ' 5.927']","[' 2024-04-29 14:50:35.994951', ' 2512.95052']"
1118,"[' 2024-04-29 14:50:36.185434', ' 5.935']","[' 2024-04-29 14:50:36.185434', ' 2509.84474']"
1119,"[' 2024-04-29 14:50:36.384509', ' 5.938']","[' 2024-04-29 14:50:36.384509', ' 2579.68487']"
1120,"[' 2024-04-29 14:50:36.586239', ' 5.939']","[' 2024-04-29 14:50:36.586239', ' 2629.14503']"
1121,"[' 2024-04-29 14:50:36.782896', ' 5.942']","[' 2024-04-29 14:50:36.782896', ' 2727.88407']"
1122,"[' 2024-04-29 14:50:36.986396', ' 5.947']","[' 2024-04-29 14:50:36.986396', ' 2514.3471']"
1123,"[' 2024-04-29 14:50:37.186314', ' 5.952']","[' 2024-04-29 14:50:37.186314', ' 2575.13358']"
1124,"[' 2024-04-29 14:50:37.387067', ' 5.956']","[' 2024-04-29 14:50:37.387067', ' 2572.35133']"
1125,"[' 2024-04-29 14:50:37.584937', ' 5.962']","[' 2024-04-29 14:50:37.584937', ' 2633.05517']"
1126,"[' 2024-04-29 14:50:37.787560', ' 5.966']","[' 2024-04-29 14:50:37.787560', ' 2597.18985']"
1127,"[' 2024-04-29 14:50:37.988294', ' 5.969']","[' 2024-04-29 14:50:37.988294', ' 2514.55882']"
1128,"[' 2024-04-29 14:50:38.194061', ' 5.975']","[' 2024-04-29 14:50:38.194061', ' 2396.43667']"
1129,"[' 2024-04-29 14:50:38.395448', ' 5.981']","[' 2024-04-29 14:50:38.395448', ' 2599.32272']"
1130,"[' 2024-04-29 14:50:38.595119', ' 5.985']","[' 2024-04-29 14:50:38.595119', ' 2554.17944']"
1131,"[' 2024-04-29 14:50:38.791240', ' 5.99']","[' 2024-04-29 14:50:38.791240', ' 2647.37535']"
1132,"[' 2024-04-29 14:50:38.986717', ' 5.996']","[' 2024-04-29 14:50:38.986717', ' 2708.12256']"
1133,"[' 2024-04-29 14:50:39.194861', ' 5.999']","[' 2024-04-29 14:50:39.194861', ' 2439.43504']"
1134,"[' 2024-04-29 14:50:39.394169', ' 6.004']","[' 2024-04-29 14:50:39.394169', ' 2502.54198']"
1135,"[' 2024-04-29 14:50:39.584744', ' 6.013']","[' 2024-04-29 14:50:39.584744', ' 2534.87903']"
1136,"[' 2024-04-29 14:50:39.794791', ' 6.019']","[' 2024-04-29 14:50:39.794791', ' 2494.85443']"
1137,"[' 2024-04-29 14:50:39.987179', ' 6.028']","[' 2024-04-29 14:50:39.987179', ' 2518.12114']"
1138,"[' 2024-04-29 14:50:40.185026', ' 6.032']","[' 2024-04-29 14:50:40.185026', ' 2634.23986']"
1139,"[' 2024-04-29 14:50:40.384684', ' 6.034']","[' 2024-04-29 14:50:40.384684', ' 2506.08135']"
1140,"[' 2024-04-29 14:50:40.586075', ' 6.042']","[' 2024-04-29 14:50:40.586075', ' 2605.23546']"
1141,"[' 2024-04-29 14:50:40.792586', ' 6.048']","[' 2024-04-29 14:50:40.792586', ' 2438.12758']"
1142,"[' 2024-04-29 14:50:40.994273', ' 6.053']","[' 2024-04-29 14:50:40.994273', ' 2475.95314']"
1143,"[' 2024-04-29 14:50:41.194329', ' 6.061']","[' 2024-04-29 14:50:41.194329', ' 2496.69813']"
1144,"[' 2024-04-29 14:50:41.394333', ' 6.065']","[' 2024-04-29 14:50:41.394333', ' 2622.72755']"
1145,"[' 2024-04-29 14:50:41.585037', ' 6.072']","[' 2024-04-29 14:50:41.585037', ' 2609.42412']"
1146,"[' 2024-04-29 14:50:41.784814', ' 6.08']","[' 2024-04-29 14:50:41.784814', ' 2560.33076']"
1147,"[' 2024-04-29 14:50:41.987702', ' 6.089']","[' 2024-04-29 14:50:41.987702', ' 2579.41981']"
1148,"[' 2024-04-29 14:50:42.188351', ' 6.094']","[' 2024-04-29 14:50:42.188351', ' 2590.76574']"
1149,"[' 2024-04-29 14:50:42.383172', ' 6.095']","[' 2024-04-29 14:50:42.383172', ' 2550.39246']"
1150,"[' 2024-04-29 14:50:42.594657', ' 6.099']","[' 2024-04-29 14:50:42.594657', ' 2541.61348']"
1151,"[' 2024-04-29 14:50:42.783445', ' 6.107']","[' 2024-04-29 14:50:42.783445', ' 2505.74745']"
1152,"[' 2024-04-29 14:50:42.993224', ' 6.112']","[' 2024-04-29 14:50:42.993224', ' 2557.20429']"
1153,"[' 2024-04-29 14:50:43.194969', ' 6.119']","[' 2024-04-29 14:50:43.194969', ' 2479.43543']"
1154,"[' 2024-04-29 14:50:43.394859', ' 6.123']","[' 2024-04-29 14:50:43.394859', ' 2605.26846']"
1155,"[' 2024-04-29 14:50:43.595037', ' 6.125']","[' 2024-04-29 14:50:43.595037', ' 2553.12398']"
1156,"[' 2024-04-29 14:50:43.785788', ' 6.128']","[' 2024-04-29 14:50:43.785788', ' 2508.69069']"
1157,"[' 2024-04-29 14:50:43.984954', ' 6.139']","[' 2024-04-29 14:50:43.984954', ' 2709.48614']"
1158,"[' 2024-04-29 14:50:44.191871', ' 6.144']","[' 2024-04-29 14:50:44.191871', ' 2546.02975']"
1159,"[' 2024-04-29 14:50:44.383832', ' 6.151']","[' 2024-04-29 14:50:44.383832', ' 2438.77782']"
1160,"[' 2024-04-29 14:50:44.594612', ' 6.159']","[' 2024-04-29 14:50:44.594612', ' 2585.66639']"
1161,"[' 2024-04-29 14:50:44.793713', ' 6.164']","[' 2024-04-29 14:50:44.793713', ' 2502.40436']"
1162,"[' 2024-04-29 14:50:44.980596', ' 6.17']","[' 2024-04-29 14:50:44.980596', ' 2504.25884']"
1163,"[' 2024-04-29 14:50:45.191903', ' 6.174']","[' 2024-04-29 14:50:45.191903', ' 2569.07363']"
1164,"[' 2024-04-29 14:50:45.394658', ' 6.176']","[' 2024-04-29 14:50:45.394658', ' 2575.98749']"
1165,"[' 2024-04-29 14:50:45.594718', ' 6.181']","[' 2024-04-29 14:50:45.594718', ' 2520.59183']"
1166,"[' 2024-04-29 14:50:45.794082', ' 6.188']","[' 2024-04-29 14:50:45.794082', ' 2463.53717']"
1167,"[' 2024-04-29 14:50:45.984536', ' 6.191']","[' 2024-04-29 14:50:45.984536', ' 2429.18145']"
1168,"[' 2024-04-29 14:50:46.183932', ' 6.196']","[' 2024-04-29 14:50:46.183932', ' 2544.82442']"
1169,"[' 2024-04-29 14:50:46.391681', ' 6.204']","[' 2024-04-29 14:50:46.391681', ' 2594.57892']"
1170,"[' 2024-04-29 14:50:46.594295', ' 6.208']","[' 2024-04-29 14:50:46.594295', ' 2490.73534']"
1171,"[' 2024-04-29 14:50:46.794982', ' 6.215']","[' 2024-04-29 14:50:46.794982', ' 2563.14734']"
1172,"[' 2024-04-29 14:50:46.994595', ' 6.22']","[' 2024-04-29 14:50:46.994595', ' 2465.26858']"
1173,"[' 2024-04-29 14:50:47.191029', ' 6.222']","[' 2024-04-29 14:50:47.191029', ' 2461.11313']"
1174,"[' 2024-04-29 14:50:47.385880', ' 6.227']","[' 2024-04-29 14:50:47.385880', ' 2518.81771']"
1175,"[' 2024-04-29 14:50:47.583643', ' 6.236']","[' 2024-04-29 14:50:47.583643', ' 2327.82092']"
1176,"[' 2024-04-29 14:50:47.794062', ' 6.24']","[' 2024-04-29 14:50:47.794062', ' 2370.14665']"
1177,"[' 2024-04-29 14:50:47.985987', ' 6.246']","[' 2024-04-29 14:50:47.985987', ' 2536.10569']"
1178,"[' 2024-04-29 14:50:48.194865', ' 6.252']","[' 2024-04-29 14:50:48.194865', ' 2421.19759']"
1179,"[' 2024-04-29 14:50:48.394101', ' 6.256']","[' 2024-04-29 14:50:48.394101', ' 2409.85426']"
1180,"[' 2024-04-29 14:50:48.583476', ' 6.265']","[' 2024-04-29 14:50:48.583476', ' 2563.77149']"
1181,"[' 2024-04-29 14:50:48.785816', ' 6.271']","[' 2024-04-29 14:50:48.785816', ' 2476.02241']"
1182,"[' 2024-04-29 14:50:48.991071', ' 6.278']","[' 2024-04-29 14:50:48.991071', ' 2419.84022']"
1183,"[' 2024-04-29 14:50:49.184668', ' 6.284']","[' 2024-04-29 14:50:49.184668', ' 2420.80575']"
1184,"[' 2024-04-29 14:50:49.381454', ' 6.287']","[' 2024-04-29 14:50:49.381454', ' 2435.29483']"
1185,"[' 2024-04-29 14:50:49.593578', ' 6.293']","[' 2024-04-29 14:50:49.593578', ' 2491.10007']"
1186,"[' 2024-04-29 14:50:49.783852', ' 6.301']","[' 2024-04-29 14:50:49.783852', ' 2451.32018']"
1187,"[' 2024-04-29 14:50:49.990381', ' 6.303']","[' 2024-04-29 14:50:49.990381', ' 2445.03988']"
1188,"[' 2024-04-29 14:50:50.184554', ' 6.308']","[' 2024-04-29 14:50:50.184554', ' 2394.05254']"
1189,"[' 2024-04-29 14:50:50.394153', ' 6.315']","[' 2024-04-29 14:50:50.394153', ' 2507.55676']"
1190,"[' 2024-04-29 14:50:50.596062', ' 6.317']","[' 2024-04-29 14:50:50.596062', ' 2418.13118']"
1191,"[' 2024-04-29 14:50:50.785775', ' 6.323']","[' 2024-04-29 14:50:50.785775', ' 2390.75778']"
1192,"[' 2024-04-29 14:50:50.991626', ' 6.331']","[' 2024-04-29 14:50:50.991626', ' 2548.75388']"
1193,"[' 2024-04-29 14:50:51.184865', ' 6.335']","[' 2024-04-29 14:50:51.184865', ' 2276.20634']"
1194,"[' 2024-04-29 14:50:51.391578', ' 6.34']","[' 2024-04-29 14:50:51.391578', ' 2405.3588']"
1195,"[' 2024-04-29 14:50:51.594077', ' 6.346']","[' 2024-04-29 14:50:51.594077', ' 2370.85725']"
1196,"[' 2024-04-29 14:50:51.795134', ' 6.35']","[' 2024-04-29 14:50:51.795134', ' 2278.76801']"
1197,"[' 2024-04-29 14:50:51.980261', ' 6.359']","[' 2024-04-29 14:50:51.980261', ' 2499.32713']"
1198,"[' 2024-04-29 14:50:52.179787', ' 6.366']","[' 2024-04-29 14:50:52.179787', ' 2229.39366']"
1199,"[' 2024-04-29 14:50:52.393510', ' 6.372']","[' 2024-04-29 14:50:52.393510', ' 2505.15587']"
1200,"[' 2024-04-29 14:50:52.583173', ' 6.379']","[' 2024-04-29 14:50:52.583173', ' 2310.77512']"
1201,"[' 2024-04-29 14:50:52.793123', ' 6.383']","[' 2024-04-29 14:50:52.793123', ' 2325.78012']"
1202,"[' 2024-04-29 14:50:52.993859', ' 6.391']","[' 2024-04-29 14:50:52.993859', ' 2390.06863']"
1203,"[' 2024-04-29 14:50:53.192956', ' 6.4']","[' 2024-04-29 14:50:53.192956', ' 2411.03406']"
1204,"[' 2024-04-29 14:50:53.395465', ' 6.407']","[' 2024-04-29 14:50:53.395465', ' 2381.59645']"
1205,"[' 2024-04-29 14:50:53.585138', ' 6.415']","[' 2024-04-29 14:50:53.585138', ' 2394.1097']"
1206,"[' 2024-04-29 14:50:53.788546', ' 6.424']","[' 2024-04-29 14:50:53.788546', ' 2362.24221']"
1207,"[' 2024-04-29 14:50:53.983100', ' 6.43']","[' 2024-04-29 14:50:53.983100', ' 2477.02096']"
1208,"[' 2024-04-29 14:50:54.193730', ' 6.432']","[' 2024-04-29 14:50:54.193730', ' 2467.85931']"
1209,"[' 2024-04-29 14:50:54.384107', ' 6.436']","[' 2024-04-29 14:50:54.384107', ' 2408.13354']"
1210,"[' 2024-04-29 14:50:54.593811', ' 6.44']","[' 2024-04-29 14:50:54.593811', ' 2351.27844']"
1211,"[' 2024-04-29 14:50:54.784463', ' 6.445']","[' 2024-04-29 14:50:54.784463', ' 2393.5752']"
1212,"[' 2024-04-29 14:50:54.984627', ' 6.449']","[' 2024-04-29 14:50:54.984627', ' 2353.6381']"
1213,"[' 2024-04-29 14:50:55.183509', ' 6.455']","[' 2024-04-29 14:50:55.183509', ' 2387.74804']"
1214,"[' 2024-04-29 14:50:55.385355', ' 6.461']","[' 2024-04-29 14:50:55.385355', ' 2389.57276']"
1215,"[' 2024-04-29 14:50:55.592808', ' 6.467']","[' 2024-04-29 14:50:55.592808', ' 2338.97388']"
1216,"[' 2024-04-29 14:50:55.778063', ' 6.472']","[' 2024-04-29 14:50:55.778063', ' 2428.53095']"
1217,"[' 2024-04-29 14:50:55.985269', ' 6.477']","[' 2024-04-29 14:50:55.985269', ' 2435.74025']"
1218,"[' 2024-04-29 14:50:56.194307', ' 6.481']","[' 2024-04-29 14:50:56.194307', ' 2266.83434']"
1219,"[' 2024-04-29 14:50:56.383608', ' 6.488']","[' 2024-04-29 14:50:56.383608', ' 2259.12792']"
1220,"[' 2024-04-29 14:50:56.582734', ' 6.499']","[' 2024-04-29 14:50:56.582734', ' 2272.76927']"
1221,"[' 2024-04-29 14:50:56.792933', ' 6.507']","[' 2024-04-29 14:50:56.792933', ' 2490.01366']"
1222,"[' 2024-04-29 14:50:56.987079', ' 6.513']","[' 2024-04-29 14:50:56.987079', ' 2343.90939']"
1223,"[' 2024-04-29 14:50:57.192549', ' 6.519']","[' 2024-04-29 14:50:57.192549', ' 2442.55486']"
1224,"[' 2024-04-29 14:50:57.380733', ' 6.525']","[' 2024-04-29 14:50:57.380733', ' 2381.60676']"
1225,"[' 2024-04-29 14:50:57.592048', ' 6.526']","[' 2024-04-29 14:50:57.592048', ' 2212.81055']"
1226,"[' 2024-04-29 14:50:57.786557', ' 6.529']","[' 2024-04-29 14:50:57.786557', ' 2392.532']"
1227,"[' 2024-04-29 14:50:57.985967', ' 6.534']","[' 2024-04-29 14:50:57.985967', ' 2329.92923']"
1228,"[' 2024-04-29 14:50:58.186353', ' 6.54']","[' 2024-04-29 14:50:58.186353', ' 2341.8744']"
1229,"[' 2024-04-29 14:50:58.393846', ' 6.541']","[' 2024-04-29 14:50:58.393846', ' 2279.73421']"
1230,"[' 2024-04-29 14:50:58.585010', ' 6.544']","[' 2024-04-29 14:50:58.585010', ' 2207.6527']"
1231,"[' 2024-04-29 14:50:58.792219', ' 6.548']","[' 2024-04-29 14:50:58.792219', ' 2225.93054']"
1232,"[' 2024-04-29 14:50:58.991409', ' 6.554']","[' 2024-04-29 14:50:58.991409', ' 2417.226']"
1233,"[' 2024-04-29 14:50:59.180487', ' 6.56']","[' 2024-04-29 14:50:59.180487', ' 2323.6532']"
1234,"[' 2024-04-29 14:50:59.379841', ' 6.569']","[' 2024-04-29 14:50:59.379841', ' 2242.14848']"
1235,"[' 2024-04-29 14:50:59.590588', ' 6.573']","[' 2024-04-29 14:50:59.590588', ' 2262.0462']"
1236,"[' 2024-04-29 14:50:59.784610', ' 6.579']","[' 2024-04-29 14:50:59.784610', ' 2334.02386']"
1237,"[' 2024-04-29 14:50:59.985317', ' 6.587']","[' 2024-04-29 14:50:59.985317', ' 2328.92555']"
1238,"[' 2024-04-29 14:51:00.193304', ' 6.592']","[' 2024-04-29 14:51:00.193304', ' 2296.60378']"
1239,"[' 2024-04-29 14:51:00.393130', ' 6.599']","[' 2024-04-29 14:51:00.393130', ' 2245.5655']"
1240,"[' 2024-04-29 14:51:00.591588', ' 6.606']","[' 2024-04-29 14:51:00.591588', ' 2308.37728']"
1241,"[' 2024-04-29 14:51:00.794168', ' 6.615']","[' 2024-04-29 14:51:00.794168', ' 2350.90543']"
1242,"[' 2024-04-29 14:51:00.988690', ' 6.622']","[' 2024-04-29 14:51:00.988690', ' 2348.25812']"
1243,"[' 2024-04-29 14:51:01.188193', ' 6.624']","[' 2024-04-29 14:51:01.188193', ' 2330.00689']"
1244,"[' 2024-04-29 14:51:01.387405', ' 6.627']","[' 2024-04-29 14:51:01.387405', ' 2322.02386']"
1245,"[' 2024-04-29 14:51:01.579622', ' 6.634']","[' 2024-04-29 14:51:01.579622', ' 2353.68432']"
1246,"[' 2024-04-29 14:51:01.792020', ' 6.639']","[' 2024-04-29 14:51:01.792020', ' 2181.68932']"
1247,"[' 2024-04-29 14:51:01.989208', ' 6.645']","[' 2024-04-29 14:51:01.989208', ' 2395.47079']"
1248,"[' 2024-04-29 14:51:02.182217', ' 6.652']","[' 2024-04-29 14:51:02.182217', ' 2255.9805']"
1249,"[' 2024-04-29 14:51:02.390241', ' 6.656']","[' 2024-04-29 14:51:02.390241', ' 2265.146']"
