,load,ohms
475,"[' 2024-04-29 14:48:27.609621', ' 2.297']","[' 2024-04-29 14:48:27.609621', ' 6727.31771']"
476,"[' 2024-04-29 14:48:27.806768', ' 2.304']","[' 2024-04-29 14:48:27.806768', ' 6608.20952']"
477,"[' 2024-04-29 14:48:28.006650', ' 2.31']","[' 2024-04-29 14:48:28.006650', ' 6684.18473']"
478,"[' 2024-04-29 14:48:28.208713', ' 2.317']","[' 2024-04-29 14:48:28.208713', ' 6618.66163']"
479,"[' 2024-04-29 14:48:28.409467', ' 2.324']","[' 2024-04-29 14:48:28.409467', ' 6510.49627']"
480,"[' 2024-04-29 14:48:28.604731', ' 2.33']","[' 2024-04-29 14:48:28.604731', ' 6440.92937']"
481,"[' 2024-04-29 14:48:28.807492', ' 2.339']","[' 2024-04-29 14:48:28.807492', ' 6399.81994']"
482,"[' 2024-04-29 14:48:29.008323', ' 2.345']","[' 2024-04-29 14:48:29.008323', ' 6487.68719']"
483,"[' 2024-04-29 14:48:29.197185', ' 2.351']","[' 2024-04-29 14:48:29.197185', ' 6449.8786']"
484,"[' 2024-04-29 14:48:29.410689', ' 2.356']","[' 2024-04-29 14:48:29.410689', ' 6358.3366']"
485,"[' 2024-04-29 14:48:29.596705', ' 2.358']","[' 2024-04-29 14:48:29.596705', ' 6333.03411']"
486,"[' 2024-04-29 14:48:29.807854', ' 2.362']","[' 2024-04-29 14:48:29.807854', ' 6398.15419']"
487,"[' 2024-04-29 14:48:30.006594', ' 2.369']","[' 2024-04-29 14:48:30.006594', ' 6449.29758']"
488,"[' 2024-04-29 14:48:30.208202', ' 2.375']","[' 2024-04-29 14:48:30.208202', ' 6242.53675']"
489,"[' 2024-04-29 14:48:30.396008', ' 2.384']","[' 2024-04-29 14:48:30.396008', ' 6373.08324']"
490,"[' 2024-04-29 14:48:30.604447', ' 2.387']","[' 2024-04-29 14:48:30.604447', ' 6312.48693']"
491,"[' 2024-04-29 14:48:30.805044', ' 2.391']","[' 2024-04-29 14:48:30.805044', ' 6298.84877']"
492,"[' 2024-04-29 14:48:31.006835', ' 2.395']","[' 2024-04-29 14:48:31.006835', ' 6261.20139']"
493,"[' 2024-04-29 14:48:31.195123', ' 2.398']","[' 2024-04-29 14:48:31.195123', ' 6289.36938']"
494,"[' 2024-04-29 14:48:31.397084', ' 2.401']","[' 2024-04-29 14:48:31.397084', ' 6443.45163']"
495,"[' 2024-04-29 14:48:31.598262', ' 2.408']","[' 2024-04-29 14:48:31.598262', ' 6392.47176']"
496,"[' 2024-04-29 14:48:31.798190', ' 2.416']","[' 2024-04-29 14:48:31.798190', ' 6291.37334']"
497,"[' 2024-04-29 14:48:32.006675', ' 2.42']","[' 2024-04-29 14:48:32.006675', ' 6262.202']"
498,"[' 2024-04-29 14:48:32.207132', ' 2.431']","[' 2024-04-29 14:48:32.207132', ' 6218.63023']"
499,"[' 2024-04-29 14:48:32.395450', ' 2.438']","[' 2024-04-29 14:48:32.395450', ' 6292.61187']"
500,"[' 2024-04-29 14:48:32.597646', ' 2.446']","[' 2024-04-29 14:48:32.597646', ' 6101.18189']"
501,"[' 2024-04-29 14:48:32.805419', ' 2.451']","[' 2024-04-29 14:48:32.805419', ' 6190.63869']"
502,"[' 2024-04-29 14:48:33.007097', ' 2.455']","[' 2024-04-29 14:48:33.007097', ' 6199.59869']"
503,"[' 2024-04-29 14:48:33.208246', ' 2.461']","[' 2024-04-29 14:48:33.208246', ' 6157.30422']"
504,"[' 2024-04-29 14:48:33.396768', ' 2.467']","[' 2024-04-29 14:48:33.396768', ' 6103.38447']"
505,"[' 2024-04-29 14:48:33.607109', ' 2.472']","[' 2024-04-29 14:48:33.607109', ' 6034.97903']"
506,"[' 2024-04-29 14:48:33.804477', ' 2.479']","[' 2024-04-29 14:48:33.804477', ' 6103.7101']"
507,"[' 2024-04-29 14:48:34.006783', ' 2.482']","[' 2024-04-29 14:48:34.006783', ' 6039.245']"
508,"[' 2024-04-29 14:48:34.207962', ' 2.487']","[' 2024-04-29 14:48:34.207962', ' 5946.58389']"
509,"[' 2024-04-29 14:48:34.396366', ' 2.493']","[' 2024-04-29 14:48:34.396366', ' 6187.84058']"
510,"[' 2024-04-29 14:48:34.595928', ' 2.497']","[' 2024-04-29 14:48:34.595928', ' 6081.08564']"
511,"[' 2024-04-29 14:48:34.805431', ' 2.501']","[' 2024-04-29 14:48:34.805431', ' 5968.08273']"
512,"[' 2024-04-29 14:48:35.008332', ' 2.506']","[' 2024-04-29 14:48:35.008332', ' 6029.9648']"
513,"[' 2024-04-29 14:48:35.194512', ' 2.509']","[' 2024-04-29 14:48:35.194512', ' 6128.96277']"
514,"[' 2024-04-29 14:48:35.396751', ' 2.512']","[' 2024-04-29 14:48:35.396751', ' 5869.82932']"
515,"[' 2024-04-29 14:48:35.600771', ' 2.518']","[' 2024-04-29 14:48:35.600771', ' 6003.79797']"
516,"[' 2024-04-29 14:48:35.800293', ' 2.524']","[' 2024-04-29 14:48:35.800293', ' 6133.58196']"
517,"[' 2024-04-29 14:48:36.000672', ' 2.53']","[' 2024-04-29 14:48:36.000672', ' 5817.95119']"
518,"[' 2024-04-29 14:48:36.201108', ' 2.539']","[' 2024-04-29 14:48:36.201108', ' 5941.21691']"
519,"[' 2024-04-29 14:48:36.407488', ' 2.545']","[' 2024-04-29 14:48:36.407488', ' 5999.49506']"
520,"[' 2024-04-29 14:48:36.601863', ' 2.554']","[' 2024-04-29 14:48:36.601863', ' 5983.25331']"
521,"[' 2024-04-29 14:48:36.802195', ' 2.562']","[' 2024-04-29 14:48:36.802195', ' 5938.36711']"
522,"[' 2024-04-29 14:48:37.002863', ' 2.569']","[' 2024-04-29 14:48:37.002863', ' 5899.79089']"
523,"[' 2024-04-29 14:48:37.203598', ' 2.575']","[' 2024-04-29 14:48:37.203598', ' 5866.03661']"
524,"[' 2024-04-29 14:48:37.404123', ' 2.58']","[' 2024-04-29 14:48:37.404123', ' 5827.78353']"
525,"[' 2024-04-29 14:48:37.607289', ' 2.586']","[' 2024-04-29 14:48:37.607289', ' 5712.57854']"
526,"[' 2024-04-29 14:48:37.807064', ' 2.588']","[' 2024-04-29 14:48:37.807064', ' 5826.68527']"
527,"[' 2024-04-29 14:48:38.004223', ' 2.59']","[' 2024-04-29 14:48:38.004223', ' 5787.07294']"
528,"[' 2024-04-29 14:48:38.204228', ' 2.595']","[' 2024-04-29 14:48:38.204228', ' 5688.80051']"
529,"[' 2024-04-29 14:48:38.404742', ' 2.602']","[' 2024-04-29 14:48:38.404742', ' 5807.83562']"
530,"[' 2024-04-29 14:48:38.604952', ' 2.606']","[' 2024-04-29 14:48:38.604952', ' 5644.26523']"
531,"[' 2024-04-29 14:48:38.805539', ' 2.612']","[' 2024-04-29 14:48:38.805539', ' 5795.4002']"
532,"[' 2024-04-29 14:48:39.006603', ' 2.622']","[' 2024-04-29 14:48:39.006603', ' 5722.29832']"
533,"[' 2024-04-29 14:48:39.206513', ' 2.631']","[' 2024-04-29 14:48:39.206513', ' 5629.73447']"
534,"[' 2024-04-29 14:48:39.406843', ' 2.637']","[' 2024-04-29 14:48:39.406843', ' 5771.57466']"
535,"[' 2024-04-29 14:48:39.607302', ' 2.639']","[' 2024-04-29 14:48:39.607302', ' 5681.31655']"
536,"[' 2024-04-29 14:48:39.807558', ' 2.642']","[' 2024-04-29 14:48:39.807558', ' 5594.27364']"
537,"[' 2024-04-29 14:48:40.006674', ' 2.647']","[' 2024-04-29 14:48:40.006674', ' 5770.45746']"
538,"[' 2024-04-29 14:48:40.208318', ' 2.651']","[' 2024-04-29 14:48:40.208318', ' 5781.06681']"
539,"[' 2024-04-29 14:48:40.408301', ' 2.654']","[' 2024-04-29 14:48:40.408301', ' 5556.30598']"
540,"[' 2024-04-29 14:48:40.595158', ' 2.66']","[' 2024-04-29 14:48:40.595158', ' 5598.20449']"
541,"[' 2024-04-29 14:48:40.797601', ' 2.665']","[' 2024-04-29 14:48:40.797601', ' 5755.14136']"
542,"[' 2024-04-29 14:48:41.001743', ' 2.668']","[' 2024-04-29 14:48:41.001743', ' 5770.30939']"
543,"[' 2024-04-29 14:48:41.206754', ' 2.68']","[' 2024-04-29 14:48:41.206754', ' 5500.08581']"
544,"[' 2024-04-29 14:48:41.407342', ' 2.685']","[' 2024-04-29 14:48:41.407342', ' 5494.29621']"
545,"[' 2024-04-29 14:48:41.600172', ' 2.693']","[' 2024-04-29 14:48:41.600172', ' 5603.37904']"
546,"[' 2024-04-29 14:48:41.796771', ' 2.698']","[' 2024-04-29 14:48:41.796771', ' 5539.18629']"
547,"[' 2024-04-29 14:48:42.004840', ' 2.701']","[' 2024-04-29 14:48:42.004840', ' 5473.41876']"
548,"[' 2024-04-29 14:48:42.204113', ' 2.706']","[' 2024-04-29 14:48:42.204113', ' 5600.08781']"
549,"[' 2024-04-29 14:48:42.405827', ' 2.712']","[' 2024-04-29 14:48:42.405827', ' 5580.92341']"
550,"[' 2024-04-29 14:48:42.606232', ' 2.717']","[' 2024-04-29 14:48:42.606232', ' 5529.55751']"
551,"[' 2024-04-29 14:48:42.806547', ' 2.723']","[' 2024-04-29 14:48:42.806547', ' 5545.58581']"
552,"[' 2024-04-29 14:48:42.995960', ' 2.729']","[' 2024-04-29 14:48:42.995960', ' 5573.99819']"
553,"[' 2024-04-29 14:48:43.204582', ' 2.735']","[' 2024-04-29 14:48:43.204582', ' 5701.87263']"
554,"[' 2024-04-29 14:48:43.404721', ' 2.743']","[' 2024-04-29 14:48:43.404721', ' 5428.71653']"
555,"[' 2024-04-29 14:48:43.601600', ' 2.746']","[' 2024-04-29 14:48:43.601600', ' 5547.8142']"
556,"[' 2024-04-29 14:48:43.795232', ' 2.75']","[' 2024-04-29 14:48:43.795232', ' 5531.77513']"
557,"[' 2024-04-29 14:48:43.994705', ' 2.757']","[' 2024-04-29 14:48:43.994705', ' 5471.80613']"
558,"[' 2024-04-29 14:48:44.203508', ' 2.762']","[' 2024-04-29 14:48:44.203508', ' 5491.06299']"
559,"[' 2024-04-29 14:48:44.405155', ' 2.771']","[' 2024-04-29 14:48:44.405155', ' 5481.37077']"
560,"[' 2024-04-29 14:48:44.605922', ' 2.779']","[' 2024-04-29 14:48:44.605922', ' 5423.02584']"
561,"[' 2024-04-29 14:48:44.793925', ' 2.787']","[' 2024-04-29 14:48:44.793925', ' 5547.35149']"
562,"[' 2024-04-29 14:48:44.997483', ' 2.795']","[' 2024-04-29 14:48:44.997483', ' 5406.09771']"
563,"[' 2024-04-29 14:48:45.205167', ' 2.799']","[' 2024-04-29 14:48:45.205167', ' 5326.93785']"
564,"[' 2024-04-29 14:48:45.405203', ' 2.807']","[' 2024-04-29 14:48:45.405203', ' 5360.7243']"
565,"[' 2024-04-29 14:48:45.606805', ' 2.815']","[' 2024-04-29 14:48:45.606805', ' 5250.12077']"
566,"[' 2024-04-29 14:48:45.795534', ' 2.824']","[' 2024-04-29 14:48:45.795534', ' 5355.20197']"
567,"[' 2024-04-29 14:48:45.996596', ' 2.828']","[' 2024-04-29 14:48:45.996596', ' 5403.55798']"
568,"[' 2024-04-29 14:48:46.203173', ' 2.832']","[' 2024-04-29 14:48:46.203173', ' 5202.65952']"
569,"[' 2024-04-29 14:48:46.406470', ' 2.838']","[' 2024-04-29 14:48:46.406470', ' 5449.95488']"
570,"[' 2024-04-29 14:48:46.608807', ' 2.84']","[' 2024-04-29 14:48:46.608807', ' 5150.67301']"
571,"[' 2024-04-29 14:48:46.794466', ' 2.845']","[' 2024-04-29 14:48:46.794466', ' 5287.78746']"
572,"[' 2024-04-29 14:48:47.001998', ' 2.85']","[' 2024-04-29 14:48:47.001998', ' 5286.14109']"
573,"[' 2024-04-29 14:48:47.203857', ' 2.853']","[' 2024-04-29 14:48:47.203857', ' 5119.37882']"
574,"[' 2024-04-29 14:48:47.402097', ' 2.854']","[' 2024-04-29 14:48:47.402097', ' 5054.09354']"
575,"[' 2024-04-29 14:48:47.595448', ' 2.857']","[' 2024-04-29 14:48:47.595448', ' 5210.55918']"
576,"[' 2024-04-29 14:48:47.803576', ' 2.862']","[' 2024-04-29 14:48:47.803576', ' 5291.0958']"
577,"[' 2024-04-29 14:48:48.006853', ' 2.87']","[' 2024-04-29 14:48:48.006853', ' 5121.46877']"
578,"[' 2024-04-29 14:48:48.194091', ' 2.875']","[' 2024-04-29 14:48:48.194091', ' 5292.54407']"
579,"[' 2024-04-29 14:48:48.397067', ' 2.884']","[' 2024-04-29 14:48:48.397067', ' 5378.76145']"
580,"[' 2024-04-29 14:48:48.602946', ' 2.887']","[' 2024-04-29 14:48:48.602946', ' 5053.15129']"
581,"[' 2024-04-29 14:48:48.802235', ' 2.892']","[' 2024-04-29 14:48:48.802235', ' 5102.21722']"
582,"[' 2024-04-29 14:48:49.003906', ' 2.897']","[' 2024-04-29 14:48:49.003906', ' 5161.98674']"
583,"[' 2024-04-29 14:48:49.205809', ' 2.901']","[' 2024-04-29 14:48:49.205809', ' 5136.04752']"
584,"[' 2024-04-29 14:48:49.406668', ' 2.91']","[' 2024-04-29 14:48:49.406668', ' 5076.14805']"
585,"[' 2024-04-29 14:48:49.597008', ' 2.92']","[' 2024-04-29 14:48:49.597008', ' 5110.95519']"
586,"[' 2024-04-29 14:48:49.795095', ' 2.929']","[' 2024-04-29 14:48:49.795095', ' 5160.44737']"
587,"[' 2024-04-29 14:48:49.994165', ' 2.934']","[' 2024-04-29 14:48:49.994165', ' 5084.01716']"
588,"[' 2024-04-29 14:48:50.204583', ' 2.937']","[' 2024-04-29 14:48:50.204583', ' 5004.64976']"
589,"[' 2024-04-29 14:48:50.405732', ' 2.941']","[' 2024-04-29 14:48:50.405732', ' 5190.0597']"
590,"[' 2024-04-29 14:48:50.608074', ' 2.947']","[' 2024-04-29 14:48:50.608074', ' 5161.47254']"
591,"[' 2024-04-29 14:48:50.792305', ' 2.951']","[' 2024-04-29 14:48:50.792305', ' 5131.57076']"
592,"[' 2024-04-29 14:48:50.992647', ' 2.955']","[' 2024-04-29 14:48:50.992647', ' 5141.52195']"
593,"[' 2024-04-29 14:48:51.193062', ' 2.962']","[' 2024-04-29 14:48:51.193062', ' 4997.85383']"
594,"[' 2024-04-29 14:48:51.398145', ' 2.967']","[' 2024-04-29 14:48:51.398145', ' 5033.35756']"
595,"[' 2024-04-29 14:48:51.603129', ' 2.974']","[' 2024-04-29 14:48:51.603129', ' 5070.18655']"
596,"[' 2024-04-29 14:48:51.804975', ' 2.982']","[' 2024-04-29 14:48:51.804975', ' 5029.98836']"
597,"[' 2024-04-29 14:48:51.994575', ' 2.99']","[' 2024-04-29 14:48:51.994575', ' 4995.28628']"
598,"[' 2024-04-29 14:48:52.200242', ' 2.997']","[' 2024-04-29 14:48:52.200242', ' 5072.35758']"
599,"[' 2024-04-29 14:48:52.394808', ' 3.003']","[' 2024-04-29 14:48:52.394808', ' 5173.53611']"
600,"[' 2024-04-29 14:48:52.594049', ' 3.01']","[' 2024-04-29 14:48:52.594049', ' 4906.26596']"
601,"[' 2024-04-29 14:48:52.806011', ' 3.015']","[' 2024-04-29 14:48:52.806011', ' 4918.98399']"
602,"[' 2024-04-29 14:48:53.003464', ' 3.019']","[' 2024-04-29 14:48:53.003464', ' 5105.19185']"
603,"[' 2024-04-29 14:48:53.205574', ' 3.023']","[' 2024-04-29 14:48:53.205574', ' 4939.38396']"
604,"[' 2024-04-29 14:48:53.406533', ' 3.026']","[' 2024-04-29 14:48:53.406533', ' 4901.32977']"
605,"[' 2024-04-29 14:48:53.606081', ' 3.03']","[' 2024-04-29 14:48:53.606081', ' 5088.58914']"
606,"[' 2024-04-29 14:48:53.796649', ' 3.037']","[' 2024-04-29 14:48:53.796649', ' 4939.32659']"
607,"[' 2024-04-29 14:48:54.004189', ' 3.042']","[' 2024-04-29 14:48:54.004189', ' 4966.16144']"
608,"[' 2024-04-29 14:48:54.206599', ' 3.044']","[' 2024-04-29 14:48:54.206599', ' 4864.36855']"
609,"[' 2024-04-29 14:48:54.406415', ' 3.049']","[' 2024-04-29 14:48:54.406415', ' 4928.81406']"
610,"[' 2024-04-29 14:48:54.594568', ' 3.059']","[' 2024-04-29 14:48:54.594568', ' 4833.93039']"
611,"[' 2024-04-29 14:48:54.798538', ' 3.064']","[' 2024-04-29 14:48:54.798538', ' 4758.40842']"
612,"[' 2024-04-29 14:48:54.994308', ' 3.071']","[' 2024-04-29 14:48:54.994308', ' 4953.66748']"
613,"[' 2024-04-29 14:48:55.199155', ' 3.078']","[' 2024-04-29 14:48:55.199155', ' 4861.75634']"
614,"[' 2024-04-29 14:48:55.393484', ' 3.085']","[' 2024-04-29 14:48:55.393484', ' 4804.56904']"
615,"[' 2024-04-29 14:48:55.601262', ' 3.09']","[' 2024-04-29 14:48:55.601262', ' 4746.9619']"
616,"[' 2024-04-29 14:48:55.805741', ' 3.092']","[' 2024-04-29 14:48:55.805741', ' 5002.4018']"
617,"[' 2024-04-29 14:48:56.000020', ' 3.096']","[' 2024-04-29 14:48:56.000020', ' 4873.99427']"
618,"[' 2024-04-29 14:48:56.195404', ' 3.101']","[' 2024-04-29 14:48:56.195404', ' 4939.73912']"
619,"[' 2024-04-29 14:48:56.403360', ' 3.103']","[' 2024-04-29 14:48:56.403360', ' 4948.98148']"
620,"[' 2024-04-29 14:48:56.595900', ' 3.109']","[' 2024-04-29 14:48:56.595900', ' 4892.64798']"
621,"[' 2024-04-29 14:48:56.806548', ' 3.119']","[' 2024-04-29 14:48:56.806548', ' 4836.26072']"
622,"[' 2024-04-29 14:48:57.002054', ' 3.127']","[' 2024-04-29 14:48:57.002054', ' 4784.98647']"
623,"[' 2024-04-29 14:48:57.191740', ' 3.136']","[' 2024-04-29 14:48:57.191740', ' 4815.19651']"
624,"[' 2024-04-29 14:48:57.403975', ' 3.139']","[' 2024-04-29 14:48:57.403975', ' 4863.76944']"
625,"[' 2024-04-29 14:48:57.604615', ' 3.144']","[' 2024-04-29 14:48:57.604615', ' 4756.96211']"
626,"[' 2024-04-29 14:48:57.804271', ' 3.151']","[' 2024-04-29 14:48:57.804271', ' 4799.95871']"
627,"[' 2024-04-29 14:48:58.004314', ' 3.153']","[' 2024-04-29 14:48:58.004314', ' 4818.6776']"
628,"[' 2024-04-29 14:48:58.193873', ' 3.158']","[' 2024-04-29 14:48:58.193873', ' 4888.88296']"
629,"[' 2024-04-29 14:48:58.395245', ' 3.165']","[' 2024-04-29 14:48:58.395245', ' 4823.89623']"
630,"[' 2024-04-29 14:48:58.602374', ' 3.172']","[' 2024-04-29 14:48:58.602374', ' 4632.24105']"
631,"[' 2024-04-29 14:48:58.793713', ' 3.181']","[' 2024-04-29 14:48:58.793713', ' 4738.10062']"
632,"[' 2024-04-29 14:48:59.004859', ' 3.185']","[' 2024-04-29 14:48:59.004859', ' 4674.46118']"
633,"[' 2024-04-29 14:48:59.193936', ' 3.188']","[' 2024-04-29 14:48:59.193936', ' 4954.14281']"
634,"[' 2024-04-29 14:48:59.394101', ' 3.193']","[' 2024-04-29 14:48:59.394101', ' 4700.83007']"
635,"[' 2024-04-29 14:48:59.595434', ' 3.197']","[' 2024-04-29 14:48:59.595434', ' 4779.11167']"
636,"[' 2024-04-29 14:48:59.806322', ' 3.199']","[' 2024-04-29 14:48:59.806322', ' 4584.54133']"
637,"[' 2024-04-29 14:49:00.004787', ' 3.203']","[' 2024-04-29 14:49:00.004787', ' 4688.35496']"
638,"[' 2024-04-29 14:49:00.194615', ' 3.214']","[' 2024-04-29 14:49:00.194615', ' 4632.86116']"
639,"[' 2024-04-29 14:49:00.395186', ' 3.222']","[' 2024-04-29 14:49:00.395186', ' 4613.28822']"
640,"[' 2024-04-29 14:49:00.597286', ' 3.232']","[' 2024-04-29 14:49:00.597286', ' 4526.16644']"
641,"[' 2024-04-29 14:49:00.805754', ' 3.24']","[' 2024-04-29 14:49:00.805754', ' 4539.94531']"
642,"[' 2024-04-29 14:49:01.004882', ' 3.249']","[' 2024-04-29 14:49:01.004882', ' 4638.4889']"
643,"[' 2024-04-29 14:49:01.205215', ' 3.256']","[' 2024-04-29 14:49:01.205215', ' 4567.84599']"
644,"[' 2024-04-29 14:49:01.402651', ' 3.263']","[' 2024-04-29 14:49:01.402651', ' 4568.28655']"
645,"[' 2024-04-29 14:49:01.596883', ' 3.265']","[' 2024-04-29 14:49:01.596883', ' 4509.31302']"
646,"[' 2024-04-29 14:49:01.796129', ' 3.271']","[' 2024-04-29 14:49:01.796129', ' 4457.10344']"
647,"[' 2024-04-29 14:49:01.995498', ' 3.278']","[' 2024-04-29 14:49:01.995498', ' 4543.04986']"
648,"[' 2024-04-29 14:49:02.191622', ' 3.283']","[' 2024-04-29 14:49:02.191622', ' 4564.21247']"
649,"[' 2024-04-29 14:49:02.398530', ' 3.288']","[' 2024-04-29 14:49:02.398530', ' 4643.43172']"
650,"[' 2024-04-29 14:49:02.605190', ' 3.293']","[' 2024-04-29 14:49:02.605190', ' 4560.42053']"
651,"[' 2024-04-29 14:49:02.797985', ' 3.295']","[' 2024-04-29 14:49:02.797985', ' 4639.98393']"
652,"[' 2024-04-29 14:49:02.998555', ' 3.297']","[' 2024-04-29 14:49:02.998555', ' 4630.81703']"
653,"[' 2024-04-29 14:49:03.199091', ' 3.299']","[' 2024-04-29 14:49:03.199091', ' 4406.36903']"
654,"[' 2024-04-29 14:49:03.401094', ' 3.305']","[' 2024-04-29 14:49:03.401094', ' 4543.5195']"
655,"[' 2024-04-29 14:49:03.604422', ' 3.31']","[' 2024-04-29 14:49:03.604422', ' 4460.18786']"
656,"[' 2024-04-29 14:49:03.805242', ' 3.316']","[' 2024-04-29 14:49:03.805242', ' 4500.28246']"
657,"[' 2024-04-29 14:49:04.005368', ' 3.322']","[' 2024-04-29 14:49:04.005368', ' 4456.89255']"
658,"[' 2024-04-29 14:49:04.201931', ' 3.328']","[' 2024-04-29 14:49:04.201931', ' 4436.53874']"
659,"[' 2024-04-29 14:49:04.401298', ' 3.335']","[' 2024-04-29 14:49:04.401298', ' 4409.26822']"
660,"[' 2024-04-29 14:49:04.605499', ' 3.34']","[' 2024-04-29 14:49:04.605499', ' 4440.41829']"
661,"[' 2024-04-29 14:49:04.803029', ' 3.346']","[' 2024-04-29 14:49:04.803029', ' 4386.68726']"
662,"[' 2024-04-29 14:49:05.003064', ' 3.359']","[' 2024-04-29 14:49:05.003064', ' 4482.48146']"
663,"[' 2024-04-29 14:49:05.187316', ' 3.374']","[' 2024-04-29 14:49:05.187316', ' 4382.85641']"
664,"[' 2024-04-29 14:49:05.404223', ' 3.383']","[' 2024-04-29 14:49:05.404223', ' 4393.59457']"
665,"[' 2024-04-29 14:49:05.604294', ' 3.392']","[' 2024-04-29 14:49:05.604294', ' 4424.07581']"
666,"[' 2024-04-29 14:49:05.793314', ' 3.396']","[' 2024-04-29 14:49:05.793314', ' 4350.5749']"
667,"[' 2024-04-29 14:49:05.993975', ' 3.399']","[' 2024-04-29 14:49:05.993975', ' 4439.1955']"
668,"[' 2024-04-29 14:49:06.193657', ' 3.402']","[' 2024-04-29 14:49:06.193657', ' 4387.64448']"
669,"[' 2024-04-29 14:49:06.404061', ' 3.404']","[' 2024-04-29 14:49:06.404061', ' 4505.96148']"
670,"[' 2024-04-29 14:49:06.594078', ' 3.406']","[' 2024-04-29 14:49:06.594078', ' 4465.10081']"
671,"[' 2024-04-29 14:49:06.794491', ' 3.41']","[' 2024-04-29 14:49:06.794491', ' 4570.16054']"
672,"[' 2024-04-29 14:49:06.994513', ' 3.414']","[' 2024-04-29 14:49:06.994513', ' 4400.09274']"
673,"[' 2024-04-29 14:49:07.199893', ' 3.418']","[' 2024-04-29 14:49:07.199893', ' 4425.8275']"
674,"[' 2024-04-29 14:49:07.395483', ' 3.421']","[' 2024-04-29 14:49:07.395483', ' 4507.91722']"
675,"[' 2024-04-29 14:49:07.595509', ' 3.424']","[' 2024-04-29 14:49:07.595509', ' 4395.35177']"
676,"[' 2024-04-29 14:49:07.795816', ' 3.428']","[' 2024-04-29 14:49:07.795816', ' 4336.74205']"
677,"[' 2024-04-29 14:49:07.995716', ' 3.432']","[' 2024-04-29 14:49:07.995716', ' 4319.3232']"
678,"[' 2024-04-29 14:49:08.196040', ' 3.433']","[' 2024-04-29 14:49:08.196040', ' 4337.32686']"
679,"[' 2024-04-29 14:49:08.396482', ' 3.437']","[' 2024-04-29 14:49:08.396482', ' 4419.77955']"
680,"[' 2024-04-29 14:49:08.596210', ' 3.443']","[' 2024-04-29 14:49:08.596210', ' 4361.91752']"
681,"[' 2024-04-29 14:49:08.803216', ' 3.447']","[' 2024-04-29 14:49:08.803216', ' 4421.35357']"
682,"[' 2024-04-29 14:49:08.995969', ' 3.449']","[' 2024-04-29 14:49:08.995969', ' 4335.15853']"
683,"[' 2024-04-29 14:49:09.196140', ' 3.454']","[' 2024-04-29 14:49:09.196140', ' 4246.68872']"
684,"[' 2024-04-29 14:49:09.403315', ' 3.461']","[' 2024-04-29 14:49:09.403315', ' 4408.14029']"
685,"[' 2024-04-29 14:49:09.603965', ' 3.463']","[' 2024-04-29 14:49:09.603965', ' 4280.33301']"
686,"[' 2024-04-29 14:49:09.796178', ' 3.469']","[' 2024-04-29 14:49:09.796178', ' 4259.4844']"
687,"[' 2024-04-29 14:49:09.996430', ' 3.475']","[' 2024-04-29 14:49:09.996430', ' 4433.5576']"
688,"[' 2024-04-29 14:49:10.196827', ' 3.478']","[' 2024-04-29 14:49:10.196827', ' 4294.56849']"
689,"[' 2024-04-29 14:49:10.397783', ' 3.48']","[' 2024-04-29 14:49:10.397783', ' 4309.6887']"
690,"[' 2024-04-29 14:49:10.602943', ' 3.484']","[' 2024-04-29 14:49:10.602943', ' 4355.88424']"
691,"[' 2024-04-29 14:49:10.797615', ' 3.491']","[' 2024-04-29 14:49:10.797615', ' 4360.4973']"
692,"[' 2024-04-29 14:49:10.997820', ' 3.496']","[' 2024-04-29 14:49:10.997820', ' 4261.41319']"
693,"[' 2024-04-29 14:49:11.198342', ' 3.505']","[' 2024-04-29 14:49:11.198342', ' 4197.05166']"
694,"[' 2024-04-29 14:49:11.398553', ' 3.511']","[' 2024-04-29 14:49:11.398553', ' 4360.62355']"
695,"[' 2024-04-29 14:49:11.598888', ' 3.52']","[' 2024-04-29 14:49:11.598888', ' 4257.33582']"
696,"[' 2024-04-29 14:49:11.799381', ' 3.527']","[' 2024-04-29 14:49:11.799381', ' 4221.6547']"
697,"[' 2024-04-29 14:49:11.999728', ' 3.531']","[' 2024-04-29 14:49:11.999728', ' 4238.85868']"
698,"[' 2024-04-29 14:49:12.203640', ' 3.537']","[' 2024-04-29 14:49:12.203640', ' 4281.84411']"
699,"[' 2024-04-29 14:49:12.399981', ' 3.543']","[' 2024-04-29 14:49:12.399981', ' 4273.21916']"
700,"[' 2024-04-29 14:49:12.600196', ' 3.547']","[' 2024-04-29 14:49:12.600196', ' 4302.22102']"
701,"[' 2024-04-29 14:49:12.801714', ' 3.558']","[' 2024-04-29 14:49:12.801714', ' 4171.66422']"
702,"[' 2024-04-29 14:49:13.001193', ' 3.562']","[' 2024-04-29 14:49:13.001193', ' 4126.03509']"
703,"[' 2024-04-29 14:49:13.201245', ' 3.57']","[' 2024-04-29 14:49:13.201245', ' 4192.59324']"
704,"[' 2024-04-29 14:49:13.401988', ' 3.579']","[' 2024-04-29 14:49:13.401988', ' 4187.66233']"
705,"[' 2024-04-29 14:49:13.604127', ' 3.589']","[' 2024-04-29 14:49:13.604127', ' 4064.37079']"
706,"[' 2024-04-29 14:49:13.802159', ' 3.594']","[' 2024-04-29 14:49:13.802159', ' 4186.49019']"
707,"[' 2024-04-29 14:49:14.003053', ' 3.598']","[' 2024-04-29 14:49:14.003053', ' 4122.6653']"
