,load,ohms
471,"[' 2024-04-29 13:58:16.461163', ' 2.322']","[' 2024-04-29 13:58:16.461163', ' 9441.03958']"
472,"[' 2024-04-29 13:58:16.661409', ' 2.325']","[' 2024-04-29 13:58:16.661409', ' 9421.42759']"
473,"[' 2024-04-29 13:58:16.864682', ' 2.332']","[' 2024-04-29 13:58:16.864682', ' 9319.37489']"
474,"[' 2024-04-29 13:58:17.060052', ' 2.351']","[' 2024-04-29 13:58:17.060052', ' 9179.94381']"
475,"[' 2024-04-29 13:58:17.260781', ' 2.36']","[' 2024-04-29 13:58:17.260781', ' 9306.87976']"
476,"[' 2024-04-29 13:58:17.459845', ' 2.364']","[' 2024-04-29 13:58:17.459845', ' 9173.18847']"
477,"[' 2024-04-29 13:58:17.660794', ' 2.366']","[' 2024-04-29 13:58:17.660794', ' 9169.75731']"
478,"[' 2024-04-29 13:58:17.852867', ' 2.371']","[' 2024-04-29 13:58:17.852867', ' 9216.72522']"
479,"[' 2024-04-29 13:58:18.078936', ' 2.375']","[' 2024-04-29 13:58:18.078936', ' 9148.69511']"
480,"[' 2024-04-29 13:58:18.262833', ' 2.377']","[' 2024-04-29 13:58:18.262833', ' 9091.39143']"
481,"[' 2024-04-29 13:58:18.462382', ' 2.38']","[' 2024-04-29 13:58:18.462382', ' 9110.45057']"
482,"[' 2024-04-29 13:58:18.661805', ' 2.384']","[' 2024-04-29 13:58:18.661805', ' 8956.95524']"
483,"[' 2024-04-29 13:58:18.864911', ' 2.387']","[' 2024-04-29 13:58:18.864911', ' 9059.14736']"
484,"[' 2024-04-29 13:58:19.061187', ' 2.387']","[' 2024-04-29 13:58:19.061187', ' 9004.04345']"
485,"[' 2024-04-29 13:58:19.261354', ' 2.389']","[' 2024-04-29 13:58:19.261354', ' 9032.18663']"
486,"[' 2024-04-29 13:58:19.461898', ' 2.394']","[' 2024-04-29 13:58:19.461898', ' 9072.99536']"
487,"[' 2024-04-29 13:58:19.661818', ' 2.398']","[' 2024-04-29 13:58:19.661818', ' 8904.53457']"
488,"[' 2024-04-29 13:58:19.860958', ' 2.401']","[' 2024-04-29 13:58:19.860958', ' 8901.24681']"
489,"[' 2024-04-29 13:58:20.061456', ' 2.41']","[' 2024-04-29 13:58:20.061456', ' 8870.52362']"
490,"[' 2024-04-29 13:58:20.261421', ' 2.42']","[' 2024-04-29 13:58:20.261421', ' 8891.73606']"
491,"[' 2024-04-29 13:58:20.460993', ' 2.427']","[' 2024-04-29 13:58:20.460993', ' 8919.16355']"
492,"[' 2024-04-29 13:58:20.661077', ' 2.429']","[' 2024-04-29 13:58:20.661077', ' 8802.47539']"
493,"[' 2024-04-29 13:58:20.878306', ' 2.436']","[' 2024-04-29 13:58:20.878306', ' 8764.47533']"
494,"[' 2024-04-29 13:58:21.062792', ' 2.441']","[' 2024-04-29 13:58:21.062792', ' 8750.45382']"
495,"[' 2024-04-29 13:58:21.260921', ' 2.446']","[' 2024-04-29 13:58:21.260921', ' 8665.57357']"
496,"[' 2024-04-29 13:58:21.463003', ' 2.456']","[' 2024-04-29 13:58:21.463003', ' 8683.63024']"
497,"[' 2024-04-29 13:58:21.662183', ' 2.46']","[' 2024-04-29 13:58:21.662183', ' 8632.23574']"
498,"[' 2024-04-29 13:58:21.860877', ' 2.468']","[' 2024-04-29 13:58:21.860877', ' 8605.52676']"
499,"[' 2024-04-29 13:58:22.061914', ' 2.474']","[' 2024-04-29 13:58:22.061914', ' 8474.25744']"
500,"[' 2024-04-29 13:58:22.260930', ' 2.487']","[' 2024-04-29 13:58:22.260930', ' 8464.04885']"
501,"[' 2024-04-29 13:58:22.464248', ' 2.495']","[' 2024-04-29 13:58:22.464248', ' 8502.53133']"
502,"[' 2024-04-29 13:58:22.660955', ' 2.501']","[' 2024-04-29 13:58:22.660955', ' 8499.64072']"
503,"[' 2024-04-29 13:58:22.860951', ' 2.503']","[' 2024-04-29 13:58:22.860951', ' 8495.05635']"
504,"[' 2024-04-29 13:58:23.061026', ' 2.507']","[' 2024-04-29 13:58:23.061026', ' 8280.5772']"
505,"[' 2024-04-29 13:58:23.260765', ' 2.512']","[' 2024-04-29 13:58:23.260765', ' 8460.57214']"
506,"[' 2024-04-29 13:58:23.461045', ' 2.519']","[' 2024-04-29 13:58:23.461045', ' 8458.48131']"
507,"[' 2024-04-29 13:58:23.660957', ' 2.528']","[' 2024-04-29 13:58:23.660957', ' 8253.39682']"
508,"[' 2024-04-29 13:58:23.860921', ' 2.534']","[' 2024-04-29 13:58:23.860921', ' 8057.35428']"
509,"[' 2024-04-29 13:58:24.061159', ' 2.542']","[' 2024-04-29 13:58:24.061159', ' 8213.81395']"
510,"[' 2024-04-29 13:58:24.261438', ' 2.547']","[' 2024-04-29 13:58:24.261438', ' 8214.75576']"
511,"[' 2024-04-29 13:58:24.460936', ' 2.554']","[' 2024-04-29 13:58:24.460936', ' 8113.06117']"
512,"[' 2024-04-29 13:58:24.661512', ' 2.557']","[' 2024-04-29 13:58:24.661512', ' 8142.69783']"
513,"[' 2024-04-29 13:58:24.860577', ' 2.56']","[' 2024-04-29 13:58:24.860577', ' 8134.08485']"
514,"[' 2024-04-29 13:58:25.060716', ' 2.565']","[' 2024-04-29 13:58:25.060716', ' 8097.56932']"
515,"[' 2024-04-29 13:58:25.261265', ' 2.569']","[' 2024-04-29 13:58:25.261265', ' 8064.14942']"
516,"[' 2024-04-29 13:58:25.462090', ' 2.576']","[' 2024-04-29 13:58:25.462090', ' 8110.85064']"
517,"[' 2024-04-29 13:58:25.660721', ' 2.581']","[' 2024-04-29 13:58:25.660721', ' 8089.67035']"
518,"[' 2024-04-29 13:58:25.860641', ' 2.585']","[' 2024-04-29 13:58:25.860641', ' 7985.81462']"
519,"[' 2024-04-29 13:58:26.061627', ' 2.589']","[' 2024-04-29 13:58:26.061627', ' 7983.10072']"
520,"[' 2024-04-29 13:58:26.260699', ' 2.593']","[' 2024-04-29 13:58:26.260699', ' 7982.53164']"
521,"[' 2024-04-29 13:58:26.460561', ' 2.597']","[' 2024-04-29 13:58:26.460561', ' 7939.33812']"
522,"[' 2024-04-29 13:58:26.661542', ' 2.603']","[' 2024-04-29 13:58:26.661542', ' 7903.61807']"
523,"[' 2024-04-29 13:58:26.860651', ' 2.61']","[' 2024-04-29 13:58:26.860651', ' 7814.38454']"
524,"[' 2024-04-29 13:58:27.060870', ' 2.616']","[' 2024-04-29 13:58:27.060870', ' 7725.81863']"
525,"[' 2024-04-29 13:58:27.261307', ' 2.622']","[' 2024-04-29 13:58:27.261307', ' 7745.03111']"
526,"[' 2024-04-29 13:58:27.462596', ' 2.624']","[' 2024-04-29 13:58:27.462596', ' 7867.57325']"
527,"[' 2024-04-29 13:58:27.661867', ' 2.629']","[' 2024-04-29 13:58:27.661867', ' 7757.14198']"
528,"[' 2024-04-29 13:58:27.860224', ' 2.634']","[' 2024-04-29 13:58:27.860224', ' 7816.41608']"
529,"[' 2024-04-29 13:58:28.060069', ' 2.641']","[' 2024-04-29 13:58:28.060069', ' 7717.91438']"
530,"[' 2024-04-29 13:58:28.259709', ' 2.649']","[' 2024-04-29 13:58:28.259709', ' 7714.38706']"
531,"[' 2024-04-29 13:58:28.460405', ' 2.654']","[' 2024-04-29 13:58:28.460405', ' 7700.29886']"
532,"[' 2024-04-29 13:58:28.659799', ' 2.66']","[' 2024-04-29 13:58:28.659799', ' 7779.33827']"
533,"[' 2024-04-29 13:58:28.859965', ' 2.662']","[' 2024-04-29 13:58:28.859965', ' 7667.26606']"
534,"[' 2024-04-29 13:58:29.053262', ' 2.67']","[' 2024-04-29 13:58:29.053262', ' 7727.94441']"
535,"[' 2024-04-29 13:58:29.260043', ' 2.676']","[' 2024-04-29 13:58:29.260043', ' 7633.72209']"
536,"[' 2024-04-29 13:58:29.461307', ' 2.682']","[' 2024-04-29 13:58:29.461307', ' 7617.93832']"
537,"[' 2024-04-29 13:58:29.659432', ' 2.69']","[' 2024-04-29 13:58:29.659432', ' 7681.53758']"
538,"[' 2024-04-29 13:58:29.861342', ' 2.693']","[' 2024-04-29 13:58:29.861342', ' 7453.88309']"
539,"[' 2024-04-29 13:58:30.060461', ' 2.697']","[' 2024-04-29 13:58:30.060461', ' 7561.91168']"
540,"[' 2024-04-29 13:58:30.259440', ' 2.705']","[' 2024-04-29 13:58:30.259440', ' 7385.54964']"
541,"[' 2024-04-29 13:58:30.460858', ' 2.71']","[' 2024-04-29 13:58:30.460858', ' 7345.84367']"
542,"[' 2024-04-29 13:58:30.653256', ' 2.718']","[' 2024-04-29 13:58:30.653256', ' 7390.75452']"
543,"[' 2024-04-29 13:58:30.859790', ' 2.722']","[' 2024-04-29 13:58:30.859790', ' 7538.18762']"
544,"[' 2024-04-29 13:58:31.061044', ' 2.73']","[' 2024-04-29 13:58:31.061044', ' 7308.2856']"
545,"[' 2024-04-29 13:58:31.260177', ' 2.734']","[' 2024-04-29 13:58:31.260177', ' 7433.65537']"
546,"[' 2024-04-29 13:58:31.459389', ' 2.746']","[' 2024-04-29 13:58:31.459389', ' 7338.08367']"
547,"[' 2024-04-29 13:58:31.659490', ' 2.75']","[' 2024-04-29 13:58:31.659490', ' 7370.15797']"
548,"[' 2024-04-29 13:58:31.853053', ' 2.756']","[' 2024-04-29 13:58:31.853053', ' 7241.27862']"
549,"[' 2024-04-29 13:58:32.059508', ' 2.761']","[' 2024-04-29 13:58:32.059508', ' 7407.5921']"
550,"[' 2024-04-29 13:58:32.261527', ' 2.766']","[' 2024-04-29 13:58:32.261527', ' 7099.46722']"
551,"[' 2024-04-29 13:58:32.463884', ' 2.779']","[' 2024-04-29 13:58:32.463884', ' 7192.30812']"
552,"[' 2024-04-29 13:58:32.659912', ' 2.79']","[' 2024-04-29 13:58:32.659912', ' 7103.30608']"
553,"[' 2024-04-29 13:58:32.859499', ' 2.792']","[' 2024-04-29 13:58:32.859499', ' 7110.78715']"
554,"[' 2024-04-29 13:58:33.061409', ' 2.793']","[' 2024-04-29 13:58:33.061409', ' 7047.19961']"
555,"[' 2024-04-29 13:58:33.260328', ' 2.795']","[' 2024-04-29 13:58:33.260328', ' 7175.79352']"
556,"[' 2024-04-29 13:58:33.460642', ' 2.799']","[' 2024-04-29 13:58:33.460642', ' 7099.11439']"
557,"[' 2024-04-29 13:58:33.660430', ' 2.802']","[' 2024-04-29 13:58:33.660430', ' 6984.96564']"
558,"[' 2024-04-29 13:58:33.860189', ' 2.806']","[' 2024-04-29 13:58:33.860189', ' 6994.43663']"
559,"[' 2024-04-29 13:58:34.060220', ' 2.816']","[' 2024-04-29 13:58:34.060220', ' 7041.46944']"
560,"[' 2024-04-29 13:58:34.260110', ' 2.83']","[' 2024-04-29 13:58:34.260110', ' 6877.57191']"
561,"[' 2024-04-29 13:58:34.460263', ' 2.839']","[' 2024-04-29 13:58:34.460263', ' 6827.84514']"
562,"[' 2024-04-29 13:58:34.659433', ' 2.848']","[' 2024-04-29 13:58:34.659433', ' 6885.00337']"
563,"[' 2024-04-29 13:58:34.858845', ' 2.851']","[' 2024-04-29 13:58:34.858845', ' 6916.28436']"
564,"[' 2024-04-29 13:58:35.060584', ' 2.854']","[' 2024-04-29 13:58:35.060584', ' 6865.0597']"
565,"[' 2024-04-29 13:58:35.259248', ' 2.857']","[' 2024-04-29 13:58:35.259248', ' 6908.27711']"
566,"[' 2024-04-29 13:58:35.460014', ' 2.858']","[' 2024-04-29 13:58:35.460014', ' 6793.21169']"
567,"[' 2024-04-29 13:58:35.661130', ' 2.861']","[' 2024-04-29 13:58:35.661130', ' 6802.98994']"
568,"[' 2024-04-29 13:58:35.860819', ' 2.868']","[' 2024-04-29 13:58:35.860819', ' 6840.86439']"
569,"[' 2024-04-29 13:58:36.063310', ' 2.872']","[' 2024-04-29 13:58:36.063310', ' 6804.88485']"
570,"[' 2024-04-29 13:58:36.260760', ' 2.877']","[' 2024-04-29 13:58:36.260760', ' 6768.49859']"
571,"[' 2024-04-29 13:58:36.461171', ' 2.883']","[' 2024-04-29 13:58:36.461171', ' 6808.89153']"
572,"[' 2024-04-29 13:58:36.660056', ' 2.886']","[' 2024-04-29 13:58:36.660056', ' 6667.71249']"
573,"[' 2024-04-29 13:58:36.860132', ' 2.889']","[' 2024-04-29 13:58:36.860132', ' 6553.59563']"
574,"[' 2024-04-29 13:58:37.060092', ' 2.896']","[' 2024-04-29 13:58:37.060092', ' 6588.1532']"
575,"[' 2024-04-29 13:58:37.260074', ' 2.903']","[' 2024-04-29 13:58:37.260074', ' 6709.7466']"
576,"[' 2024-04-29 13:58:37.461246', ' 2.913']","[' 2024-04-29 13:58:37.461246', ' 6700.93163']"
577,"[' 2024-04-29 13:58:37.660725', ' 2.918']","[' 2024-04-29 13:58:37.660725', ' 6474.78792']"
578,"[' 2024-04-29 13:58:37.860504', ' 2.927']","[' 2024-04-29 13:58:37.860504', ' 6610.8756']"
579,"[' 2024-04-29 13:58:38.059292', ' 2.93']","[' 2024-04-29 13:58:38.059292', ' 6650.02032']"
580,"[' 2024-04-29 13:58:38.252661', ' 2.934']","[' 2024-04-29 13:58:38.252661', ' 6428.47002']"
581,"[' 2024-04-29 13:58:38.459728', ' 2.94']","[' 2024-04-29 13:58:38.459728', ' 6440.40448']"
582,"[' 2024-04-29 13:58:38.658948', ' 2.944']","[' 2024-04-29 13:58:38.658948', ' 6526.77994']"
583,"[' 2024-04-29 13:58:38.858894', ' 2.951']","[' 2024-04-29 13:58:38.858894', ' 6666.49514']"
584,"[' 2024-04-29 13:58:39.059204', ' 2.958']","[' 2024-04-29 13:58:39.059204', ' 6437.91277']"
585,"[' 2024-04-29 13:58:39.258816', ' 2.969']","[' 2024-04-29 13:58:39.258816', ' 6410.49004']"
586,"[' 2024-04-29 13:58:39.458727', ' 2.974']","[' 2024-04-29 13:58:39.458727', ' 6328.45577']"
587,"[' 2024-04-29 13:58:39.659306', ' 2.982']","[' 2024-04-29 13:58:39.659306', ' 6391.73015']"
588,"[' 2024-04-29 13:58:39.862083', ' 2.984']","[' 2024-04-29 13:58:39.862083', ' 6312.33405']"
589,"[' 2024-04-29 13:58:40.059156', ' 2.987']","[' 2024-04-29 13:58:40.059156', ' 6314.53617']"
590,"[' 2024-04-29 13:58:40.258687', ' 2.993']","[' 2024-04-29 13:58:40.258687', ' 6401.58983']"
591,"[' 2024-04-29 13:58:40.459417', ' 2.996']","[' 2024-04-29 13:58:40.459417', ' 6292.62124']"
592,"[' 2024-04-29 13:58:40.660037', ' 2.998']","[' 2024-04-29 13:58:40.660037', ' 6298.54157']"
593,"[' 2024-04-29 13:58:40.859656', ' 3.0']","[' 2024-04-29 13:58:40.859656', ' 6312.69569']"
594,"[' 2024-04-29 13:58:41.058651', ' 3.002']","[' 2024-04-29 13:58:41.058651', ' 6205.8802']"
595,"[' 2024-04-29 13:58:41.249643', ' 3.005']","[' 2024-04-29 13:58:41.249643', ' 6232.81324']"
596,"[' 2024-04-29 13:58:41.458706', ' 3.007']","[' 2024-04-29 13:58:41.458706', ' 6184.36536']"
597,"[' 2024-04-29 13:58:41.657203', ' 3.022']","[' 2024-04-29 13:58:41.657203', ' 6123.93611']"
598,"[' 2024-04-29 13:58:41.859967', ' 3.043']","[' 2024-04-29 13:58:41.859967', ' 6102.53737']"
599,"[' 2024-04-29 13:58:42.058836', ' 3.056']","[' 2024-04-29 13:58:42.058836', ' 6009.39692']"
600,"[' 2024-04-29 13:58:42.261154', ' 3.065']","[' 2024-04-29 13:58:42.261154', ' 6068.30747']"
601,"[' 2024-04-29 13:58:42.450473', ' 3.071']","[' 2024-04-29 13:58:42.450473', ' 6194.8026']"
602,"[' 2024-04-29 13:58:42.659445', ' 3.076']","[' 2024-04-29 13:58:42.659445', ' 6087.51494']"
603,"[' 2024-04-29 13:58:42.853637', ' 3.082']","[' 2024-04-29 13:58:42.853637', ' 6097.716']"
604,"[' 2024-04-29 13:58:43.059139', ' 3.083']","[' 2024-04-29 13:58:43.059139', ' 6102.52931']"
605,"[' 2024-04-29 13:58:43.257731', ' 3.083']","[' 2024-04-29 13:58:43.257731', ' 6109.32351']"
606,"[' 2024-04-29 13:58:43.459611', ' 3.086']","[' 2024-04-29 13:58:43.459611', ' 6166.79763']"
607,"[' 2024-04-29 13:58:43.662055', ' 3.089']","[' 2024-04-29 13:58:43.662055', ' 6111.07354']"
608,"[' 2024-04-29 13:58:43.859601', ' 3.092']","[' 2024-04-29 13:58:43.859601', ' 6081.97333']"
609,"[' 2024-04-29 13:58:44.060770', ' 3.094']","[' 2024-04-29 13:58:44.060770', ' 5954.03923']"
610,"[' 2024-04-29 13:58:44.259311', ' 3.096']","[' 2024-04-29 13:58:44.259311', ' 5983.22503']"
611,"[' 2024-04-29 13:58:44.463528', ' 3.101']","[' 2024-04-29 13:58:44.463528', ' 5947.22695']"
612,"[' 2024-04-29 13:58:44.652322', ' 3.107']","[' 2024-04-29 13:58:44.652322', ' 6020.79111']"
613,"[' 2024-04-29 13:58:44.858197', ' 3.113']","[' 2024-04-29 13:58:44.858197', ' 5977.92766']"
614,"[' 2024-04-29 13:58:45.058607', ' 3.122']","[' 2024-04-29 13:58:45.058607', ' 5910.08377']"
615,"[' 2024-04-29 13:58:45.259211', ' 3.128']","[' 2024-04-29 13:58:45.259211', ' 5956.95991']"
616,"[' 2024-04-29 13:58:45.460501', ' 3.133']","[' 2024-04-29 13:58:45.460501', ' 5909.14586']"
617,"[' 2024-04-29 13:58:45.658713', ' 3.135']","[' 2024-04-29 13:58:45.658713', ' 5940.94077']"
618,"[' 2024-04-29 13:58:45.860322', ' 3.139']","[' 2024-04-29 13:58:45.860322', ' 5960.02644']"
619,"[' 2024-04-29 13:58:46.059203', ' 3.147']","[' 2024-04-29 13:58:46.059203', ' 5923.7711']"
620,"[' 2024-04-29 13:58:46.261580', ' 3.151']","[' 2024-04-29 13:58:46.261580', ' 6038.64528']"
621,"[' 2024-04-29 13:58:46.459581', ' 3.154']","[' 2024-04-29 13:58:46.459581', ' 5897.679']"
622,"[' 2024-04-29 13:58:46.659794', ' 3.162']","[' 2024-04-29 13:58:46.659794', ' 5853.22277']"
623,"[' 2024-04-29 13:58:46.859448', ' 3.167']","[' 2024-04-29 13:58:46.859448', ' 5709.50656']"
624,"[' 2024-04-29 13:58:47.058789', ' 3.176']","[' 2024-04-29 13:58:47.058789', ' 5909.1699']"
625,"[' 2024-04-29 13:58:47.252694', ' 3.179']","[' 2024-04-29 13:58:47.252694', ' 5765.4782']"
626,"[' 2024-04-29 13:58:47.459888', ' 3.187']","[' 2024-04-29 13:58:47.459888', ' 5814.46799']"
627,"[' 2024-04-29 13:58:47.659346', ' 3.193']","[' 2024-04-29 13:58:47.659346', ' 5767.63632']"
628,"[' 2024-04-29 13:58:47.858438', ' 3.199']","[' 2024-04-29 13:58:47.858438', ' 5819.32055']"
629,"[' 2024-04-29 13:58:48.059714', ' 3.205']","[' 2024-04-29 13:58:48.059714', ' 5837.40749']"
630,"[' 2024-04-29 13:58:48.258932', ' 3.213']","[' 2024-04-29 13:58:48.258932', ' 5841.89198']"
631,"[' 2024-04-29 13:58:48.460069', ' 3.223']","[' 2024-04-29 13:58:48.460069', ' 5768.58381']"
632,"[' 2024-04-29 13:58:48.651448', ' 3.234']","[' 2024-04-29 13:58:48.651448', ' 5787.16753']"
633,"[' 2024-04-29 13:58:48.861455', ' 3.24']","[' 2024-04-29 13:58:48.861455', ' 5635.92659']"
634,"[' 2024-04-29 13:58:49.059855', ' 3.244']","[' 2024-04-29 13:58:49.059855', ' 5562.82445']"
635,"[' 2024-04-29 13:58:49.258222', ' 3.248']","[' 2024-04-29 13:58:49.258222', ' 5778.27644']"
636,"[' 2024-04-29 13:58:49.458616', ' 3.25']","[' 2024-04-29 13:58:49.458616', ' 5713.25973']"
637,"[' 2024-04-29 13:58:49.658364', ' 3.254']","[' 2024-04-29 13:58:49.658364', ' 5699.66226']"
638,"[' 2024-04-29 13:58:49.858926', ' 3.258']","[' 2024-04-29 13:58:49.858926', ' 5834.29753']"
639,"[' 2024-04-29 13:58:50.058369', ' 3.264']","[' 2024-04-29 13:58:50.058369', ' 5705.71115']"
640,"[' 2024-04-29 13:58:50.259807', ' 3.269']","[' 2024-04-29 13:58:50.259807', ' 5675.77543']"
641,"[' 2024-04-29 13:58:50.459932', ' 3.275']","[' 2024-04-29 13:58:50.459932', ' 5582.23671']"
642,"[' 2024-04-29 13:58:50.657789', ' 3.278']","[' 2024-04-29 13:58:50.657789', ' 5731.68574']"
643,"[' 2024-04-29 13:58:50.858166', ' 3.284']","[' 2024-04-29 13:58:50.858166', ' 5655.93749']"
644,"[' 2024-04-29 13:58:51.058668', ' 3.289']","[' 2024-04-29 13:58:51.058668', ' 5490.90106']"
645,"[' 2024-04-29 13:58:51.259297', ' 3.292']","[' 2024-04-29 13:58:51.259297', ' 5702.82591']"
646,"[' 2024-04-29 13:58:51.460048', ' 3.3']","[' 2024-04-29 13:58:51.460048', ' 5610.30856']"
647,"[' 2024-04-29 13:58:51.658173', ' 3.305']","[' 2024-04-29 13:58:51.658173', ' 5457.56091']"
648,"[' 2024-04-29 13:58:51.850559', ' 3.309']","[' 2024-04-29 13:58:51.850559', ' 5621.59699']"
649,"[' 2024-04-29 13:58:52.058953', ' 3.317']","[' 2024-04-29 13:58:52.058953', ' 5521.54972']"
650,"[' 2024-04-29 13:58:52.261195', ' 3.321']","[' 2024-04-29 13:58:52.261195', ' 5551.50799']"
651,"[' 2024-04-29 13:58:52.459096', ' 3.326']","[' 2024-04-29 13:58:52.459096', ' 5411.78272']"
652,"[' 2024-04-29 13:58:52.658650', ' 3.332']","[' 2024-04-29 13:58:52.658650', ' 5551.97932']"
653,"[' 2024-04-29 13:58:52.857943', ' 3.337']","[' 2024-04-29 13:58:52.857943', ' 5623.99711']"
654,"[' 2024-04-29 13:58:53.050977', ' 3.344']","[' 2024-04-29 13:58:53.050977', ' 5311.82643']"
655,"[' 2024-04-29 13:58:53.258458', ' 3.348']","[' 2024-04-29 13:58:53.258458', ' 5423.51537']"
656,"[' 2024-04-29 13:58:53.460416', ' 3.353']","[' 2024-04-29 13:58:53.460416', ' 5506.34963']"
657,"[' 2024-04-29 13:58:53.662679', ' 3.359']","[' 2024-04-29 13:58:53.662679', ' 5543.51647']"
658,"[' 2024-04-29 13:58:53.858622', ' 3.364']","[' 2024-04-29 13:58:53.858622', ' 5274.25808']"
659,"[' 2024-04-29 13:58:54.061281', ' 3.369']","[' 2024-04-29 13:58:54.061281', ' 5422.82967']"
660,"[' 2024-04-29 13:58:54.258786', ' 3.374']","[' 2024-04-29 13:58:54.258786', ' 5366.33711']"
661,"[' 2024-04-29 13:58:54.458998', ' 3.379']","[' 2024-04-29 13:58:54.458998', ' 5376.13507']"
662,"[' 2024-04-29 13:58:54.657927', ' 3.385']","[' 2024-04-29 13:58:54.657927', ' 5471.39739']"
663,"[' 2024-04-29 13:58:54.851957', ' 3.388']","[' 2024-04-29 13:58:54.851957', ' 5392.47424']"
664,"[' 2024-04-29 13:58:55.061137', ' 3.393']","[' 2024-04-29 13:58:55.061137', ' 5389.88219']"
665,"[' 2024-04-29 13:58:55.259834', ' 3.402']","[' 2024-04-29 13:58:55.259834', ' 5340.55231']"
666,"[' 2024-04-29 13:58:55.457832', ' 3.407']","[' 2024-04-29 13:58:55.457832', ' 5430.87379']"
667,"[' 2024-04-29 13:58:55.658536', ' 3.414']","[' 2024-04-29 13:58:55.658536', ' 5281.59924']"
668,"[' 2024-04-29 13:58:55.857840', ' 3.421']","[' 2024-04-29 13:58:55.857840', ' 5425.06161']"
669,"[' 2024-04-29 13:58:56.058602', ' 3.43']","[' 2024-04-29 13:58:56.058602', ' 5361.92144']"
670,"[' 2024-04-29 13:58:56.259189', ' 3.436']","[' 2024-04-29 13:58:56.259189', ' 5300.6964']"
671,"[' 2024-04-29 13:58:56.458793', ' 3.445']","[' 2024-04-29 13:58:56.458793', ' 5185.16592']"
672,"[' 2024-04-29 13:58:56.658734', ' 3.449']","[' 2024-04-29 13:58:56.658734', ' 5082.65585']"
673,"[' 2024-04-29 13:58:56.860100', ' 3.454']","[' 2024-04-29 13:58:56.860100', ' 5445.09294']"
674,"[' 2024-04-29 13:58:57.057987', ' 3.458']","[' 2024-04-29 13:58:57.057987', ' 5284.48509']"
675,"[' 2024-04-29 13:58:57.258422', ' 3.46']","[' 2024-04-29 13:58:57.258422', ' 5249.58282']"
676,"[' 2024-04-29 13:58:57.457751', ' 3.467']","[' 2024-04-29 13:58:57.457751', ' 5274.99556']"
677,"[' 2024-04-29 13:58:57.657989', ' 3.477']","[' 2024-04-29 13:58:57.657989', ' 5303.28297']"
678,"[' 2024-04-29 13:58:57.858895', ' 3.484']","[' 2024-04-29 13:58:57.858895', ' 5298.57929']"
679,"[' 2024-04-29 13:58:58.059686', ' 3.488']","[' 2024-04-29 13:58:58.059686', ' 5239.12173']"
680,"[' 2024-04-29 13:58:58.258709', ' 3.495']","[' 2024-04-29 13:58:58.258709', ' 5223.25505']"
681,"[' 2024-04-29 13:58:58.452337', ' 3.5']","[' 2024-04-29 13:58:58.452337', ' 5226.70761']"
682,"[' 2024-04-29 13:58:58.658740', ' 3.501']","[' 2024-04-29 13:58:58.658740', ' 5151.0782']"
683,"[' 2024-04-29 13:58:58.859378', ' 3.505']","[' 2024-04-29 13:58:58.859378', ' 5179.43023']"
684,"[' 2024-04-29 13:58:59.058439', ' 3.511']","[' 2024-04-29 13:58:59.058439', ' 5303.36401']"
685,"[' 2024-04-29 13:58:59.257723', ' 3.516']","[' 2024-04-29 13:58:59.257723', ' 5216.56501']"
686,"[' 2024-04-29 13:58:59.450551', ' 3.523']","[' 2024-04-29 13:58:59.450551', ' 5190.10444']"
687,"[' 2024-04-29 13:58:59.659047', ' 3.53']","[' 2024-04-29 13:58:59.659047', ' 5081.44157']"
688,"[' 2024-04-29 13:58:59.858647', ' 3.535']","[' 2024-04-29 13:58:59.858647', ' 5209.68479']"
689,"[' 2024-04-29 13:59:00.058204', ' 3.544']","[' 2024-04-29 13:59:00.058204', ' 5139.27084']"
690,"[' 2024-04-29 13:59:00.248031', ' 3.548']","[' 2024-04-29 13:59:00.248031', ' 5216.19723']"
691,"[' 2024-04-29 13:59:00.457510', ' 3.557']","[' 2024-04-29 13:59:00.457510', ' 5053.61939']"
692,"[' 2024-04-29 13:59:00.658797', ' 3.559']","[' 2024-04-29 13:59:00.658797', ' 5172.73863']"
693,"[' 2024-04-29 13:59:00.858823', ' 3.564']","[' 2024-04-29 13:59:00.858823', ' 5127.81647']"
694,"[' 2024-04-29 13:59:01.057764', ' 3.569']","[' 2024-04-29 13:59:01.057764', ' 5063.94411']"
695,"[' 2024-04-29 13:59:01.258050', ' 3.572']","[' 2024-04-29 13:59:01.258050', ' 4979.82422']"
696,"[' 2024-04-29 13:59:01.457576', ' 3.576']","[' 2024-04-29 13:59:01.457576', ' 4924.26945']"
697,"[' 2024-04-29 13:59:01.660401', ' 3.582']","[' 2024-04-29 13:59:01.660401', ' 4928.679']"
698,"[' 2024-04-29 13:59:01.858547', ' 3.585']","[' 2024-04-29 13:59:01.858547', ' 5098.19457']"
699,"[' 2024-04-29 13:59:02.049863', ' 3.591']","[' 2024-04-29 13:59:02.049863', ' 5061.50904']"
700,"[' 2024-04-29 13:59:02.258654', ' 3.597']","[' 2024-04-29 13:59:02.258654', ' 5055.97453']"
701,"[' 2024-04-29 13:59:02.458935', ' 3.602']","[' 2024-04-29 13:59:02.458935', ' 4978.65749']"
702,"[' 2024-04-29 13:59:02.657700', ' 3.607']","[' 2024-04-29 13:59:02.657700', ' 4982.47012']"
703,"[' 2024-04-29 13:59:02.857476', ' 3.617']","[' 2024-04-29 13:59:02.857476', ' 5036.55291']"
