,load,ohms
1102,"[' 2024-04-29 14:00:22.649559', ' 5.875']","[' 2024-04-29 14:00:22.649559', ' 2808.87686']"
1103,"[' 2024-04-29 14:00:22.849964', ' 5.884']","[' 2024-04-29 14:00:22.849964', ' 2825.22977']"
1104,"[' 2024-04-29 14:00:23.053752', ' 5.889']","[' 2024-04-29 14:00:23.053752', ' 2822.89835']"
1105,"[' 2024-04-29 14:00:23.250333', ' 5.897']","[' 2024-04-29 14:00:23.250333', ' 2863.26672']"
1106,"[' 2024-04-29 14:00:23.450728', ' 5.902']","[' 2024-04-29 14:00:23.450728', ' 2947.12316']"
1107,"[' 2024-04-29 14:00:23.650609', ' 5.906']","[' 2024-04-29 14:00:23.650609', ' 2969.9679']"
1108,"[' 2024-04-29 14:00:23.850455', ' 5.911']","[' 2024-04-29 14:00:23.850455', ' 2787.28394']"
1109,"[' 2024-04-29 14:00:24.050283', ' 5.917']","[' 2024-04-29 14:00:24.050283', ' 2814.70647']"
1110,"[' 2024-04-29 14:00:24.250515', ' 5.925']","[' 2024-04-29 14:00:24.250515', ' 2787.12463']"
1111,"[' 2024-04-29 14:00:24.469908', ' 5.931']","[' 2024-04-29 14:00:24.469908', ' 2955.44887']"
1112,"[' 2024-04-29 14:00:24.653669', ' 5.937']","[' 2024-04-29 14:00:24.653669', ' 2940.40701']"
1113,"[' 2024-04-29 14:00:24.853165', ' 5.944']","[' 2024-04-29 14:00:24.853165', ' 2805.60505']"
1114,"[' 2024-04-29 14:00:25.051936', ' 5.951']","[' 2024-04-29 14:00:25.051936', ' 2847.80475']"
1115,"[' 2024-04-29 14:00:25.252312', ' 5.958']","[' 2024-04-29 14:00:25.252312', ' 2857.39829']"
1116,"[' 2024-04-29 14:00:25.452663', ' 5.962']","[' 2024-04-29 14:00:25.452663', ' 2736.92603']"
1117,"[' 2024-04-29 14:00:25.653825', ' 5.967']","[' 2024-04-29 14:00:25.653825', ' 2938.38193']"
1118,"[' 2024-04-29 14:00:25.853980', ' 5.97']","[' 2024-04-29 14:00:25.853980', ' 2828.68738']"
1119,"[' 2024-04-29 14:00:26.054172', ' 5.972']","[' 2024-04-29 14:00:26.054172', ' 2733.52445']"
1120,"[' 2024-04-29 14:00:26.253256', ' 5.975']","[' 2024-04-29 14:00:26.253256', ' 2839.954']"
1121,"[' 2024-04-29 14:00:26.454416', ' 5.983']","[' 2024-04-29 14:00:26.454416', ' 2747.68389']"
1122,"[' 2024-04-29 14:00:26.653781', ' 5.991']","[' 2024-04-29 14:00:26.653781', ' 2681.20948']"
1123,"[' 2024-04-29 14:00:26.854206', ' 5.997']","[' 2024-04-29 14:00:26.854206', ' 2740.19209']"
1124,"[' 2024-04-29 14:00:27.054276', ' 6.004']","[' 2024-04-29 14:00:27.054276', ' 2805.2993']"
1125,"[' 2024-04-29 14:00:27.252582', ' 6.007']","[' 2024-04-29 14:00:27.252582', ' 2759.61004']"
1126,"[' 2024-04-29 14:00:27.452499', ' 6.011']","[' 2024-04-29 14:00:27.452499', ' 2858.71261']"
1127,"[' 2024-04-29 14:00:27.652637', ' 6.014']","[' 2024-04-29 14:00:27.652637', ' 2688.48622']"
1128,"[' 2024-04-29 14:00:27.852325', ' 6.018']","[' 2024-04-29 14:00:27.852325', ' 2995.02539']"
1129,"[' 2024-04-29 14:00:28.052882', ' 6.025']","[' 2024-04-29 14:00:28.052882', ' 2786.12044']"
1130,"[' 2024-04-29 14:00:28.245893', ' 6.033']","[' 2024-04-29 14:00:28.245893', ' 2712.37473']"
1131,"[' 2024-04-29 14:00:28.452340', ' 6.041']","[' 2024-04-29 14:00:28.452340', ' 2821.5095']"
1132,"[' 2024-04-29 14:00:28.653690', ' 6.048']","[' 2024-04-29 14:00:28.653690', ' 2697.48318']"
1133,"[' 2024-04-29 14:00:28.854285', ' 6.055']","[' 2024-04-29 14:00:28.854285', ' 2706.17586']"
1134,"[' 2024-04-29 14:00:29.054553', ' 6.062']","[' 2024-04-29 14:00:29.054553', ' 2856.51475']"
1135,"[' 2024-04-29 14:00:29.251353', ' 6.068']","[' 2024-04-29 14:00:29.251353', ' 2795.692']"
1136,"[' 2024-04-29 14:00:29.451360', ' 6.072']","[' 2024-04-29 14:00:29.451360', ' 2875.33639']"
1137,"[' 2024-04-29 14:00:29.653998', ' 6.076']","[' 2024-04-29 14:00:29.653998', ' 2700.20119']"
1138,"[' 2024-04-29 14:00:29.852369', ' 6.079']","[' 2024-04-29 14:00:29.852369', ' 2632.59419']"
1139,"[' 2024-04-29 14:00:30.052602', ' 6.082']","[' 2024-04-29 14:00:30.052602', ' 2894.49341']"
1140,"[' 2024-04-29 14:00:30.246343', ' 6.086']","[' 2024-04-29 14:00:30.246343', ' 2657.41803']"
1141,"[' 2024-04-29 14:00:30.454499', ' 6.093']","[' 2024-04-29 14:00:30.454499', ' 2651.32419']"
1142,"[' 2024-04-29 14:00:30.651443', ' 6.1']","[' 2024-04-29 14:00:30.651443', ' 2709.75322']"
1143,"[' 2024-04-29 14:00:30.852113', ' 6.108']","[' 2024-04-29 14:00:30.852113', ' 2627.60782']"
1144,"[' 2024-04-29 14:00:31.052515', ' 6.112']","[' 2024-04-29 14:00:31.052515', ' 2721.78707']"
1145,"[' 2024-04-29 14:00:31.252390', ' 6.121']","[' 2024-04-29 14:00:31.252390', ' 2753.09758']"
1146,"[' 2024-04-29 14:00:31.452272', ' 6.131']","[' 2024-04-29 14:00:31.452272', ' 2801.78605']"
1147,"[' 2024-04-29 14:00:31.652911', ' 6.141']","[' 2024-04-29 14:00:31.652911', ' 2776.1304']"
1148,"[' 2024-04-29 14:00:31.847576', ' 6.145']","[' 2024-04-29 14:00:31.847576', ' 2678.82213']"
1149,"[' 2024-04-29 14:00:32.054245', ' 6.153']","[' 2024-04-29 14:00:32.054245', ' 2701.42921']"
1150,"[' 2024-04-29 14:00:32.254997', ' 6.156']","[' 2024-04-29 14:00:32.254997', ' 2730.59074']"
1151,"[' 2024-04-29 14:00:32.451696', ' 6.16']","[' 2024-04-29 14:00:32.451696', ' 2639.51556']"
1152,"[' 2024-04-29 14:00:32.651042', ' 6.164']","[' 2024-04-29 14:00:32.651042', ' 2628.98759']"
1153,"[' 2024-04-29 14:00:32.850968', ' 6.166']","[' 2024-04-29 14:00:32.850968', ' 2769.03894']"
1154,"[' 2024-04-29 14:00:33.052193', ' 6.17']","[' 2024-04-29 14:00:33.052193', ' 2774.71509']"
1155,"[' 2024-04-29 14:00:33.252332', ' 6.177']","[' 2024-04-29 14:00:33.252332', ' 2685.30183']"
1156,"[' 2024-04-29 14:00:33.452187', ' 6.179']","[' 2024-04-29 14:00:33.452187', ' 2572.56271']"
1157,"[' 2024-04-29 14:00:33.653011', ' 6.181']","[' 2024-04-29 14:00:33.653011', ' 2710.70976']"
1158,"[' 2024-04-29 14:00:33.852636', ' 6.187']","[' 2024-04-29 14:00:33.852636', ' 2621.10427']"
1159,"[' 2024-04-29 14:00:34.052095', ' 6.196']","[' 2024-04-29 14:00:34.052095', ' 2829.97746']"
1160,"[' 2024-04-29 14:00:34.252877', ' 6.206']","[' 2024-04-29 14:00:34.252877', ' 2638.30444']"
1161,"[' 2024-04-29 14:00:34.452537', ' 6.215']","[' 2024-04-29 14:00:34.452537', ' 2677.08669']"
1162,"[' 2024-04-29 14:00:34.652173', ' 6.223']","[' 2024-04-29 14:00:34.652173', ' 2659.16584']"
1163,"[' 2024-04-29 14:00:34.852356', ' 6.228']","[' 2024-04-29 14:00:34.852356', ' 2708.78119']"
1164,"[' 2024-04-29 14:00:35.053630', ' 6.236']","[' 2024-04-29 14:00:35.053630', ' 2620.31576']"
1165,"[' 2024-04-29 14:00:35.251761', ' 6.242']","[' 2024-04-29 14:00:35.251761', ' 2756.1123']"
1166,"[' 2024-04-29 14:00:35.451988', ' 6.25']","[' 2024-04-29 14:00:35.451988', ' 2591.23768']"
1167,"[' 2024-04-29 14:00:35.652703', ' 6.256']","[' 2024-04-29 14:00:35.652703', ' 2676.6658']"
1168,"[' 2024-04-29 14:00:35.845387', ' 6.263']","[' 2024-04-29 14:00:35.845387', ' 2890.39314']"
1169,"[' 2024-04-29 14:00:36.052559', ' 6.267']","[' 2024-04-29 14:00:36.052559', ' 2553.50771']"
1170,"[' 2024-04-29 14:00:36.253430', ' 6.27']","[' 2024-04-29 14:00:36.253430', ' 2590.6447']"
1171,"[' 2024-04-29 14:00:36.452783', ' 6.274']","[' 2024-04-29 14:00:36.452783', ' 2681.01102']"
1172,"[' 2024-04-29 14:00:36.651583', ' 6.279']","[' 2024-04-29 14:00:36.651583', ' 2616.22078']"
1173,"[' 2024-04-29 14:00:36.850956', ' 6.281']","[' 2024-04-29 14:00:36.850956', ' 2637.01658']"
1174,"[' 2024-04-29 14:00:37.051942', ' 6.285']","[' 2024-04-29 14:00:37.051942', ' 2482.74567']"
1175,"[' 2024-04-29 14:00:37.250888', ' 6.296']","[' 2024-04-29 14:00:37.250888', ' 2729.85254']"
1176,"[' 2024-04-29 14:00:37.451591', ' 6.306']","[' 2024-04-29 14:00:37.451591', ' 2713.75974']"
1177,"[' 2024-04-29 14:00:37.652525', ' 6.313']","[' 2024-04-29 14:00:37.652525', ' 2686.20245']"
1178,"[' 2024-04-29 14:00:37.851935', ' 6.323']","[' 2024-04-29 14:00:37.851935', ' 2629.1482']"
1179,"[' 2024-04-29 14:00:38.051833', ' 6.327']","[' 2024-04-29 14:00:38.051833', ' 2669.90162']"
1180,"[' 2024-04-29 14:00:38.251448', ' 6.331']","[' 2024-04-29 14:00:38.251448', ' 2582.97961']"
1181,"[' 2024-04-29 14:00:38.451782', ' 6.336']","[' 2024-04-29 14:00:38.451782', ' 2673.91445']"
1182,"[' 2024-04-29 14:00:38.655555', ' 6.338']","[' 2024-04-29 14:00:38.655555', ' 2698.25394']"
1183,"[' 2024-04-29 14:00:38.840316', ' 6.343']","[' 2024-04-29 14:00:38.840316', ' 2763.18487']"
1184,"[' 2024-04-29 14:00:39.051714', ' 6.349']","[' 2024-04-29 14:00:39.051714', ' 2712.90175']"
1185,"[' 2024-04-29 14:00:39.243681', ' 6.352']","[' 2024-04-29 14:00:39.243681', ' 2595.11295']"
1186,"[' 2024-04-29 14:00:39.453653', ' 6.356']","[' 2024-04-29 14:00:39.453653', ' 2609.26206']"
1187,"[' 2024-04-29 14:00:39.653643', ' 6.36']","[' 2024-04-29 14:00:39.653643', ' 2756.33726']"
1188,"[' 2024-04-29 14:00:39.850717', ' 6.365']","[' 2024-04-29 14:00:39.850717', ' 2680.89834']"
1189,"[' 2024-04-29 14:00:40.051394', ' 6.369']","[' 2024-04-29 14:00:40.051394', ' 2598.73901']"
1190,"[' 2024-04-29 14:00:40.251745', ' 6.377']","[' 2024-04-29 14:00:40.251745', ' 2496.2385']"
1191,"[' 2024-04-29 14:00:40.451507', ' 6.381']","[' 2024-04-29 14:00:40.451507', ' 2505.79732']"
1192,"[' 2024-04-29 14:00:40.651696', ' 6.386']","[' 2024-04-29 14:00:40.651696', ' 2506.63038']"
1193,"[' 2024-04-29 14:00:40.844015', ' 6.391']","[' 2024-04-29 14:00:40.844015', ' 2619.90111']"
1194,"[' 2024-04-29 14:00:41.052855', ' 6.396']","[' 2024-04-29 14:00:41.052855', ' 2655.756']"
1195,"[' 2024-04-29 14:00:41.251622', ' 6.404']","[' 2024-04-29 14:00:41.251622', ' 2759.34762']"
1196,"[' 2024-04-29 14:00:41.451484', ' 6.408']","[' 2024-04-29 14:00:41.451484', ' 2599.57509']"
1197,"[' 2024-04-29 14:00:41.650479', ' 6.411']","[' 2024-04-29 14:00:41.650479', ' 2568.84765']"
1198,"[' 2024-04-29 14:00:41.851532', ' 6.418']","[' 2024-04-29 14:00:41.851532', ' 2624.97028']"
1199,"[' 2024-04-29 14:00:42.052281', ' 6.422']","[' 2024-04-29 14:00:42.052281', ' 2717.58487']"
1200,"[' 2024-04-29 14:00:42.251589', ' 6.428']","[' 2024-04-29 14:00:42.251589', ' 2684.07434']"
1201,"[' 2024-04-29 14:00:42.445380', ' 6.433']","[' 2024-04-29 14:00:42.445380', ' 2546.95241']"
1202,"[' 2024-04-29 14:00:42.652286', ' 6.437']","[' 2024-04-29 14:00:42.652286', ' 2705.41752']"
1203,"[' 2024-04-29 14:00:42.852804', ' 6.444']","[' 2024-04-29 14:00:42.852804', ' 2747.5928']"
1204,"[' 2024-04-29 14:00:43.051631', ' 6.45']","[' 2024-04-29 14:00:43.051631', ' 2687.07934']"
1205,"[' 2024-04-29 14:00:43.251758', ' 6.457']","[' 2024-04-29 14:00:43.251758', ' 2606.53182']"
1206,"[' 2024-04-29 14:00:43.452668', ' 6.466']","[' 2024-04-29 14:00:43.452668', ' 2640.38516']"
1207,"[' 2024-04-29 14:00:43.651304', ' 6.471']","[' 2024-04-29 14:00:43.651304', ' 2669.7882']"
1208,"[' 2024-04-29 14:00:43.851341', ' 6.477']","[' 2024-04-29 14:00:43.851341', ' 2635.80877']"
1209,"[' 2024-04-29 14:00:44.052272', ' 6.481']","[' 2024-04-29 14:00:44.052272', ' 2630.4457']"
1210,"[' 2024-04-29 14:00:44.252443', ' 6.488']","[' 2024-04-29 14:00:44.252443', ' 2636.61434']"
1211,"[' 2024-04-29 14:00:44.442989', ' 6.493']","[' 2024-04-29 14:00:44.442989', ' 2749.45438']"
1212,"[' 2024-04-29 14:00:44.652922', ' 6.501']","[' 2024-04-29 14:00:44.652922', ' 2524.11776']"
1213,"[' 2024-04-29 14:00:44.850370', ' 6.508']","[' 2024-04-29 14:00:44.850370', ' 2624.95652']"
1214,"[' 2024-04-29 14:00:45.051225', ' 6.515']","[' 2024-04-29 14:00:45.051225', ' 2594.75298']"
1215,"[' 2024-04-29 14:00:45.251508', ' 6.521']","[' 2024-04-29 14:00:45.251508', ' 2611.6541']"
1216,"[' 2024-04-29 14:00:45.451247', ' 6.525']","[' 2024-04-29 14:00:45.451247', ' 2693.70365']"
1217,"[' 2024-04-29 14:00:45.644431', ' 6.529']","[' 2024-04-29 14:00:45.644431', ' 2493.46283']"
1218,"[' 2024-04-29 14:00:45.851163', ' 6.535']","[' 2024-04-29 14:00:45.851163', ' 2527.93875']"
1219,"[' 2024-04-29 14:00:46.045386', ' 6.539']","[' 2024-04-29 14:00:46.045386', ' 2517.61163']"
1220,"[' 2024-04-29 14:00:46.252852', ' 6.545']","[' 2024-04-29 14:00:46.252852', ' 2576.78825']"
1221,"[' 2024-04-29 14:00:46.447442', ' 6.55']","[' 2024-04-29 14:00:46.447442', ' 2595.95625']"
1222,"[' 2024-04-29 14:00:46.636566', ' 6.557']","[' 2024-04-29 14:00:46.636566', ' 2667.07823']"
1223,"[' 2024-04-29 14:00:46.847129', ' 6.564']","[' 2024-04-29 14:00:46.847129', ' 2524.48518']"
1224,"[' 2024-04-29 14:00:47.050224', ' 6.569']","[' 2024-04-29 14:00:47.050224', ' 2522.37281']"
1225,"[' 2024-04-29 14:00:47.252011', ' 6.578']","[' 2024-04-29 14:00:47.252011', ' 2448.95795']"
1226,"[' 2024-04-29 14:00:47.444673', ' 6.581']","[' 2024-04-29 14:00:47.444673', ' 2651.00445']"
1227,"[' 2024-04-29 14:00:47.651083', ' 6.589']","[' 2024-04-29 14:00:47.651083', ' 2638.8935']"
1228,"[' 2024-04-29 14:00:47.851816', ' 6.598']","[' 2024-04-29 14:00:47.851816', ' 2381.04419']"
1229,"[' 2024-04-29 14:00:48.050502', ' 6.605']","[' 2024-04-29 14:00:48.050502', ' 2509.02867']"
1230,"[' 2024-04-29 14:00:48.250665', ' 6.608']","[' 2024-04-29 14:00:48.250665', ' 2614.93838']"
1231,"[' 2024-04-29 14:00:48.452752', ' 6.61']","[' 2024-04-29 14:00:48.452752', ' 2510.57598']"
1232,"[' 2024-04-29 14:00:48.652489', ' 6.615']","[' 2024-04-29 14:00:48.652489', ' 2610.01175']"
1233,"[' 2024-04-29 14:00:48.844651', ' 6.621']","[' 2024-04-29 14:00:48.844651', ' 2459.57673']"
1234,"[' 2024-04-29 14:00:49.051258', ' 6.626']","[' 2024-04-29 14:00:49.051258', ' 2479.35753']"
1235,"[' 2024-04-29 14:00:49.251231', ' 6.63']","[' 2024-04-29 14:00:49.251231', ' 2486.23246']"
1236,"[' 2024-04-29 14:00:49.450228', ' 6.633']","[' 2024-04-29 14:00:49.450228', ' 2500.82886']"
1237,"[' 2024-04-29 14:00:49.650168', ' 6.636']","[' 2024-04-29 14:00:49.650168', ' 2483.63265']"
1238,"[' 2024-04-29 14:00:49.851702', ' 6.64']","[' 2024-04-29 14:00:49.851702', ' 2573.9074']"
1239,"[' 2024-04-29 14:00:50.053388', ' 6.648']","[' 2024-04-29 14:00:50.053388', ' 2592.7071']"
1240,"[' 2024-04-29 14:00:50.245644', ' 6.655']","[' 2024-04-29 14:00:50.245644', ' 2402.47318']"
1241,"[' 2024-04-29 14:00:50.451978', ' 6.661']","[' 2024-04-29 14:00:50.451978', ' 2449.51106']"
1242,"[' 2024-04-29 14:00:50.652161', ' 6.665']","[' 2024-04-29 14:00:50.652161', ' 2672.56587']"
1243,"[' 2024-04-29 14:00:50.851266', ' 6.673']","[' 2024-04-29 14:00:50.851266', ' 2496.81103']"
1244,"[' 2024-04-29 14:00:51.051349', ' 6.68']","[' 2024-04-29 14:00:51.051349', ' 2491.13471']"
1245,"[' 2024-04-29 14:00:51.250987', ' 6.691']","[' 2024-04-29 14:00:51.250987', ' 2533.13499']"
1246,"[' 2024-04-29 14:00:51.451974', ' 6.697']","[' 2024-04-29 14:00:51.451974', ' 2643.65733']"
1247,"[' 2024-04-29 14:00:51.653790', ' 6.707']","[' 2024-04-29 14:00:51.653790', ' 2542.5147']"
1248,"[' 2024-04-29 14:00:51.849272', ' 6.711']","[' 2024-04-29 14:00:51.849272', ' 2555.46157']"
1249,"[' 2024-04-29 14:00:52.045195', ' 6.716']","[' 2024-04-29 14:00:52.045195', ' 2576.43424']"
1250,"[' 2024-04-29 14:00:52.250895', ' 6.723']","[' 2024-04-29 14:00:52.250895', ' 2464.12657']"
1251,"[' 2024-04-29 14:00:52.453604', ' 6.729']","[' 2024-04-29 14:00:52.453604', ' 2567.61024']"
1252,"[' 2024-04-29 14:00:52.651344', ' 6.735']","[' 2024-04-29 14:00:52.651344', ' 2487.41918']"
1253,"[' 2024-04-29 14:00:52.850837', ' 6.738']","[' 2024-04-29 14:00:52.850837', ' 2385.75857']"
1254,"[' 2024-04-29 14:00:53.051768', ' 6.744']","[' 2024-04-29 14:00:53.051768', ' 2525.42612']"
1255,"[' 2024-04-29 14:00:53.253006', ' 6.748']","[' 2024-04-29 14:00:53.253006', ' 2428.29816']"
1256,"[' 2024-04-29 14:00:53.452341', ' 6.756']","[' 2024-04-29 14:00:53.452341', ' 2489.92239']"
1257,"[' 2024-04-29 14:00:53.642850', ' 6.765']","[' 2024-04-29 14:00:53.642850', ' 2522.39125']"
1258,"[' 2024-04-29 14:00:53.851890', ' 6.77']","[' 2024-04-29 14:00:53.851890', ' 2546.81056']"
1259,"[' 2024-04-29 14:00:54.050908', ' 6.775']","[' 2024-04-29 14:00:54.050908', ' 2422.37593']"
1260,"[' 2024-04-29 14:00:54.250532', ' 6.779']","[' 2024-04-29 14:00:54.250532', ' 2580.26093']"
1261,"[' 2024-04-29 14:00:54.451725', ' 6.785']","[' 2024-04-29 14:00:54.451725', ' 2511.96795']"
1262,"[' 2024-04-29 14:00:54.651087', ' 6.79']","[' 2024-04-29 14:00:54.651087', ' 2483.45047']"
1263,"[' 2024-04-29 14:00:54.850818', ' 6.791']","[' 2024-04-29 14:00:54.850818', ' 2472.07501']"
1264,"[' 2024-04-29 14:00:55.042958', ' 6.792']","[' 2024-04-29 14:00:55.042958', ' 2456.58733']"
1265,"[' 2024-04-29 14:00:55.252069', ' 6.794']","[' 2024-04-29 14:00:55.252069', ' 2639.10299']"
1266,"[' 2024-04-29 14:00:55.444212', ' 6.798']","[' 2024-04-29 14:00:55.444212', ' 2574.6528']"
1267,"[' 2024-04-29 14:00:55.650033', ' 6.801']","[' 2024-04-29 14:00:55.650033', ' 2459.62497']"
1268,"[' 2024-04-29 14:00:55.851489', ' 6.805']","[' 2024-04-29 14:00:55.851489', ' 2468.10885']"
1269,"[' 2024-04-29 14:00:56.051361', ' 6.811']","[' 2024-04-29 14:00:56.051361', ' 2544.50038']"
1270,"[' 2024-04-29 14:00:56.251877', ' 6.817']","[' 2024-04-29 14:00:56.251877', ' 2552.78605']"
1271,"[' 2024-04-29 14:00:56.451584', ' 6.826']","[' 2024-04-29 14:00:56.451584', ' 2452.44285']"
1272,"[' 2024-04-29 14:00:56.649927', ' 6.835']","[' 2024-04-29 14:00:56.649927', ' 2627.88342']"
1273,"[' 2024-04-29 14:00:56.851675', ' 6.845']","[' 2024-04-29 14:00:56.851675', ' 2566.03796']"
1274,"[' 2024-04-29 14:00:57.044346', ' 6.852']","[' 2024-04-29 14:00:57.044346', ' 2788.16271']"
1275,"[' 2024-04-29 14:00:57.250881', ' 6.859']","[' 2024-04-29 14:00:57.250881', ' 2315.04547']"
1276,"[' 2024-04-29 14:00:57.451768', ' 6.863']","[' 2024-04-29 14:00:57.451768', ' 2319.47627']"
1277,"[' 2024-04-29 14:00:57.650435', ' 6.867']","[' 2024-04-29 14:00:57.650435', ' 2401.00074']"
1278,"[' 2024-04-29 14:00:57.852146', ' 6.876']","[' 2024-04-29 14:00:57.852146', ' 2451.42895']"
1279,"[' 2024-04-29 14:00:58.051475', ' 6.879']","[' 2024-04-29 14:00:58.051475', ' 2630.74162']"
1280,"[' 2024-04-29 14:00:58.251089', ' 6.886']","[' 2024-04-29 14:00:58.251089', ' 2507.65787']"
1281,"[' 2024-04-29 14:00:58.443097', ' 6.892']","[' 2024-04-29 14:00:58.443097', ' 2558.52554']"
1282,"[' 2024-04-29 14:00:58.650642', ' 6.902']","[' 2024-04-29 14:00:58.650642', ' 2355.65959']"
1283,"[' 2024-04-29 14:00:58.851029', ' 6.909']","[' 2024-04-29 14:00:58.851029', ' 2509.75471']"
1284,"[' 2024-04-29 14:00:59.051010', ' 6.915']","[' 2024-04-29 14:00:59.051010', ' 2532.86367']"
1285,"[' 2024-04-29 14:00:59.250975', ' 6.918']","[' 2024-04-29 14:00:59.250975', ' 2348.34216']"
1286,"[' 2024-04-29 14:00:59.447131', ' 6.92']","[' 2024-04-29 14:00:59.447131', ' 2357.36457']"
1287,"[' 2024-04-29 14:00:59.650479', ' 6.925']","[' 2024-04-29 14:00:59.650479', ' 2442.96515']"
1288,"[' 2024-04-29 14:00:59.844145', ' 6.932']","[' 2024-04-29 14:00:59.844145', ' 2423.26087']"
1289,"[' 2024-04-29 14:01:00.050966', ' 6.937']","[' 2024-04-29 14:01:00.050966', ' 2462.58971']"
1290,"[' 2024-04-29 14:01:00.250617', ' 6.947']","[' 2024-04-29 14:01:00.250617', ' 2428.09909']"
1291,"[' 2024-04-29 14:01:00.450541', ' 6.952']","[' 2024-04-29 14:01:00.450541', ' 2503.4369']"
1292,"[' 2024-04-29 14:01:00.650156', ' 6.959']","[' 2024-04-29 14:01:00.650156', ' 2447.24466']"
1293,"[' 2024-04-29 14:01:00.850981', ' 6.964']","[' 2024-04-29 14:01:00.850981', ' 2438.57624']"
1294,"[' 2024-04-29 14:01:01.049537', ' 6.97']","[' 2024-04-29 14:01:01.049537', ' 2513.25065']"
1295,"[' 2024-04-29 14:01:01.250246', ' 6.977']","[' 2024-04-29 14:01:01.250246', ' 2392.35003']"
1296,"[' 2024-04-29 14:01:01.450684', ' 6.981']","[' 2024-04-29 14:01:01.450684', ' 2495.1889']"
1297,"[' 2024-04-29 14:01:01.647179', ' 6.985']","[' 2024-04-29 14:01:01.647179', ' 2518.57393']"
1298,"[' 2024-04-29 14:01:01.850639', ' 6.988']","[' 2024-04-29 14:01:01.850639', ' 2351.9335']"
1299,"[' 2024-04-29 14:01:02.051374', ' 6.994']","[' 2024-04-29 14:01:02.051374', ' 2302.41419']"
1300,"[' 2024-04-29 14:01:02.251679', ' 7.003']","[' 2024-04-29 14:01:02.251679', ' 2349.41273']"
1301,"[' 2024-04-29 14:01:02.451007', ' 7.006']","[' 2024-04-29 14:01:02.451007', ' 2404.42011']"
1302,"[' 2024-04-29 14:01:02.649825', ' 7.012']","[' 2024-04-29 14:01:02.649825', ' 2333.02213']"
1303,"[' 2024-04-29 14:01:02.850796', ' 7.019']","[' 2024-04-29 14:01:02.850796', ' 2503.2487']"
1304,"[' 2024-04-29 14:01:03.050927', ' 7.026']","[' 2024-04-29 14:01:03.050927', ' 2400.25727']"
1305,"[' 2024-04-29 14:01:03.250640', ' 7.032']","[' 2024-04-29 14:01:03.250640', ' 2386.63217']"
1306,"[' 2024-04-29 14:01:03.449445', ' 7.036']","[' 2024-04-29 14:01:03.449445', ' 2437.67544']"
1307,"[' 2024-04-29 14:01:03.651057', ' 7.042']","[' 2024-04-29 14:01:03.651057', ' 2493.88013']"
1308,"[' 2024-04-29 14:01:03.852633', ' 7.048']","[' 2024-04-29 14:01:03.852633', ' 2470.82764']"
1309,"[' 2024-04-29 14:01:04.049413', ' 7.053']","[' 2024-04-29 14:01:04.049413', ' 2437.86049']"
1310,"[' 2024-04-29 14:01:04.245340', ' 7.059']","[' 2024-04-29 14:01:04.245340', ' 2422.24212']"
1311,"[' 2024-04-29 14:01:04.450452', ' 7.066']","[' 2024-04-29 14:01:04.450452', ' 2465.11534']"
1312,"[' 2024-04-29 14:01:04.653057', ' 7.073']","[' 2024-04-29 14:01:04.653057', ' 2393.99249']"
1313,"[' 2024-04-29 14:01:04.850036', ' 7.079']","[' 2024-04-29 14:01:04.850036', ' 2449.31332']"
1314,"[' 2024-04-29 14:01:05.050727', ' 7.085']","[' 2024-04-29 14:01:05.050727', ' 2439.21405']"
1315,"[' 2024-04-29 14:01:05.249017', ' 7.091']","[' 2024-04-29 14:01:05.249017', ' 2306.92191']"
1316,"[' 2024-04-29 14:01:05.450144', ' 7.099']","[' 2024-04-29 14:01:05.450144', ' 2369.25554']"
1317,"[' 2024-04-29 14:01:05.650246', ' 7.109']","[' 2024-04-29 14:01:05.650246', ' 2285.64313']"
1318,"[' 2024-04-29 14:01:05.850104', ' 7.115']","[' 2024-04-29 14:01:05.850104', ' 2390.3991']"
1319,"[' 2024-04-29 14:01:06.051600', ' 7.12']","[' 2024-04-29 14:01:06.051600', ' 2393.41804']"
1320,"[' 2024-04-29 14:01:06.250525', ' 7.122']","[' 2024-04-29 14:01:06.250525', ' 2372.56309']"
1321,"[' 2024-04-29 14:01:06.450514', ' 7.126']","[' 2024-04-29 14:01:06.450514', ' 2270.89928']"
1322,"[' 2024-04-29 14:01:06.650128', ' 7.131']","[' 2024-04-29 14:01:06.650128', ' 2412.2679']"
1323,"[' 2024-04-29 14:01:06.849897', ' 7.134']","[' 2024-04-29 14:01:06.849897', ' 2409.56771']"
1324,"[' 2024-04-29 14:01:07.049968', ' 7.139']","[' 2024-04-29 14:01:07.049968', ' 2283.77688']"
1325,"[' 2024-04-29 14:01:07.252003', ' 7.144']","[' 2024-04-29 14:01:07.252003', ' 2328.78167']"
1326,"[' 2024-04-29 14:01:07.450300', ' 7.149']","[' 2024-04-29 14:01:07.450300', ' 2378.7057']"
1327,"[' 2024-04-29 14:01:07.649824', ' 7.156']","[' 2024-04-29 14:01:07.649824', ' 2293.2769']"
1328,"[' 2024-04-29 14:01:07.850257', ' 7.161']","[' 2024-04-29 14:01:07.850257', ' 2210.65036']"
1329,"[' 2024-04-29 14:01:08.050693', ' 7.168']","[' 2024-04-29 14:01:08.050693', ' 2256.30419']"
1330,"[' 2024-04-29 14:01:08.250116', ' 7.174']","[' 2024-04-29 14:01:08.250116', ' 2381.86179']"
