,Load (lbf),Resistance (Ohms)
1151,5.771,2992.88816
1152,5.772,3169.97931
1153,5.771,3125.11185
1154,5.771,3104.42337
1155,5.772,2984.00239
1156,5.771,3180.91004
1157,5.771,3043.45069
1158,5.772,3086.91525
1159,5.786,4325.48236
1160,5.617,34153.3218
1161,0.756,34231.2636
1162,0.792,32874.0579
1163,0.793,32587.7994
1164,0.793,32167.79
1165,0.793,30993.9812
1166,0.793,30747.5299
1167,0.793,30141.9934
1168,0.793,29803.1866
1169,0.793,29586.3896
1170,0.793,29188.263
1171,0.793,29130.5538
1172,0.793,28776.7194
1173,0.793,28441.4335
1174,0.793,28796.6137
1175,0.793,28851.5969
1176,0.793,28251.5229
1177,0.793,28073.9316
1178,0.793,28062.4101
1179,0.793,27856.0091
1180,0.793,25091.571
1181,1.185,8971.83148
1182,0.947,3836.44763
1183,2.755,3211.94446
1184,5.673,3158.7567
1185,5.788,3188.96836
1186,5.779,3078.90528
1187,5.769,3246.54759
1188,5.784,3237.00539
1189,5.777,3033.81136
1190,5.78,3017.99223
1191,5.779,3093.8732
1192,5.775,3070.85321
1193,5.779,3148.6621
1194,5.776,2957.82032
1195,5.775,3061.92092
1196,5.775,3005.05768
1197,5.774,3030.89798
1198,5.773,3013.70324
1199,5.773,3120.6418
1200,5.772,3115.07855
1201,5.772,3054.21422
1202,5.773,2932.01501
1203,5.773,3051.13433
1204,5.772,3026.02076
1205,5.772,3058.32527
1206,5.772,3028.61219
1207,5.772,2998.78089
1208,5.771,3053.38998
1209,5.771,2863.88407
1210,5.771,2998.38543
1211,5.771,2952.83797
1212,5.771,3073.80723
1213,5.771,2801.27755
1214,5.771,3007.73699
1215,5.771,3045.28507
1216,5.771,3107.66921
1217,5.771,3098.08411
1218,5.771,3189.9965
1219,5.771,3076.7003
1220,5.771,3033.17421
1221,5.771,3133.94835
1222,5.771,3108.27785
1223,5.771,3092.60027
1224,5.771,3098.95915
1225,5.771,2941.0001
1226,5.771,3113.47418
1227,5.855,34945.2711
1228,2.303,34068.4134
1229,0.786,33718.1371
1230,0.787,33503.6877
1231,0.787,33061.0257
1232,0.787,32570.5924
1233,0.787,32289.1939
1234,0.787,32405.8543
1235,0.787,32126.5662
1236,0.787,31974.9431
1237,0.787,32928.7418
1238,0.787,16496.6162
1239,0.946,18553.8893
1240,1.51,8105.5673
1241,2.076,3130.499
1242,5.587,3079.21984
1243,5.757,3085.22449
1244,5.773,3041.90889
1245,5.763,3195.41416
1246,5.764,3038.28717
1247,5.769,3057.07101
1248,5.766,3077.57256
1249,5.766,3138.50348
1250,5.767,3015.88579
1251,5.769,3018.11281
1252,5.771,3071.68606
1253,5.771,2976.656
1254,5.769,3013.9543
1255,5.768,3096.40301
1256,5.767,2995.18962
1257,5.767,3045.75662
1258,5.767,2993.4402
1259,5.766,3133.01092
1260,5.766,3184.09976
1261,5.765,3051.21742
1262,5.766,3020.70818
1263,5.766,2998.94551
1264,5.766,3055.08996
1265,5.766,3010.01671
1266,5.765,3032.15468
1267,5.765,3145.07305
1268,5.765,2980.95355
1269,5.765,2976.25843
1270,5.766,2989.54397
1271,5.766,3077.89282
1272,5.774,3594.44508
1273,5.626,34663.4631
1274,0.741,33994.6238
1275,0.779,32813.8947
1276,0.781,32740.6134
1277,0.781,31779.4856
1278,0.782,32255.6005
1279,0.782,32545.9252
1280,0.782,32141.586
1281,0.782,31887.2227
1282,0.782,32241.0053
1283,0.782,31279.1909
1284,0.782,31376.4936
1285,0.782,30719.853
1286,0.782,30143.4105
1287,0.782,29957.1187
1288,0.782,29667.4091
1289,0.782,27666.4796
1290,0.909,17505.9653
1291,1.276,12698.1674
1292,1.025,5282.50215
1293,2.121,3142.29799
1294,5.744,3134.62469
1295,5.786,3190.17059
1296,5.779,3009.61763
1297,5.768,3102.3677
1298,5.768,3108.76883
1299,5.758,3079.36971
1300,5.762,3117.788
1301,5.758,3069.63763
1302,5.758,3146.80023
1303,5.759,2944.50343
1304,5.759,3056.68664
1305,5.759,3015.7684
1306,5.758,2989.23768
1307,5.757,3061.90189
1308,5.757,3050.99242
1309,5.757,3180.17326
1310,5.756,3099.29471
1311,5.757,2945.45581
1312,5.756,2937.10455
1313,5.757,3157.92936
1314,5.756,3037.60131
1315,5.756,3007.92934
1316,5.756,3093.99564
1317,5.756,2985.7949
1318,5.756,3133.05718
1319,5.756,3017.81595
1320,5.756,3011.18161
1321,5.756,3085.11699
1322,5.755,2982.92008
1323,5.755,3129.88297
1324,5.756,2892.9638
1325,5.755,3002.59006
1326,5.755,3058.42153
1327,5.755,3062.21927
1328,5.755,3140.56306
1329,5.756,8023.59985
1330,5.421,39232.3729
1331,0.774,37251.1662
1332,0.789,36285.0239
1333,0.791,35592.144
1334,0.791,34990.0646
1335,0.791,34199.7407
1336,0.791,33181.3596
1337,0.791,32757.9595
1338,0.791,32279.6534
1339,0.791,32771.0894
1340,0.791,32696.5173
1341,0.791,32698.0396
1342,0.791,32738.531
1343,0.791,25821.4716
1344,0.92,13544.9374
1345,1.456,3217.99236
1346,4.664,3284.82669
1347,5.736,3125.69494
1348,5.775,3215.93263
1349,5.773,3079.26256
1350,5.771,3002.59426
1351,5.77,3152.31496
1352,5.766,2932.83961
1353,5.765,2979.34019
1354,5.76,3089.8047
1355,5.76,3073.99409
1356,5.759,3115.23892
1357,5.76,3041.13291
1358,5.759,3003.64869
1359,5.757,3022.71006
1360,5.757,3294.19884
1361,5.757,3066.87943
1362,5.756,3056.8679
1363,5.756,3091.37875
1364,5.756,2995.6974
1365,5.756,2864.91176
1366,5.755,3002.53474
1367,5.755,3157.38014
1368,5.81,3776.91284
1369,5.434,34954.0601
1370,0.761,34485.7531
1371,0.782,32535.9726
1372,0.783,32470.9903
1373,0.783,31361.7599
1374,0.784,31123.8905
1375,0.784,30819.4144
1376,0.784,30944.8304
1377,0.784,30986.7816
1378,0.784,30646.2925
1379,0.784,30305.3466
1380,0.784,30430.48
1381,0.784,13166.0106
1382,1.006,7982.55112
1383,1.28,3375.49159
1384,3.682,3184.6916
1385,5.798,3097.5617
1386,5.785,3137.41301
1387,5.768,3099.22604
1388,5.765,3086.51384
1389,5.757,3110.05858
1390,5.761,3087.47829
1391,5.759,3148.737
1392,5.758,3034.51468
1393,5.759,3020.75543
1394,5.759,3012.20912
1395,5.758,3040.72326
1396,5.755,2990.1337
1397,5.755,2979.25388
1398,5.754,2984.98806
1399,5.753,2901.14289
1400,5.752,3009.07235
1401,5.751,2957.17498
1402,5.751,3073.21266
1403,5.751,3059.23691
1404,5.751,3114.94491
1405,5.751,2891.01977
1406,5.751,2962.39537
1407,5.763,3053.06358
1408,5.761,2964.32469
1409,5.769,3583.56571
1410,5.483,34517.8755
1411,0.731,34243.0567
1412,0.786,33273.378
1413,0.788,32523.0702
1414,0.788,32222.828
1415,0.788,31137.3521
1416,0.788,30565.7433
1417,0.788,30715.087
1418,0.787,30099.1393
1419,0.787,30859.5863
1420,0.787,30233.8831
1421,0.787,30003.2058
1422,0.787,29588.1386
1423,0.787,29237.971
1424,0.787,29136.0937
1425,0.787,20264.1334
1426,1.244,13682.9494
1427,1.073,14170.389
1428,1.342,10380.3797
1429,1.381,10615.4698
1430,1.85,16874.5139
1431,2.738,3270.18152
1432,5.615,3131.74376
1433,5.752,3147.99238
1434,5.788,3057.15599
1435,5.764,3060.59997
1436,5.77,3129.48007
1437,5.772,3055.67045
1438,5.77,3065.47489
1439,5.768,3037.72792
1440,5.77,3121.55904
1441,5.773,3059.34195
1442,5.771,3024.61613
1443,5.768,3065.39591
1444,5.767,2985.87655
1445,5.766,3034.74518
1446,5.767,2971.86345
1447,5.765,2962.48282
1448,5.765,3101.63596
1449,5.766,3086.17687
1450,5.765,3013.05517
1451,5.766,3026.59419
1452,5.765,3012.12712
1453,5.764,3012.25251
1454,5.765,3017.29454
1455,5.765,3149.54065
1456,5.764,2966.60612
1457,5.766,3147.95885
1458,5.766,3038.05636
1459,5.765,3064.83767
1460,5.765,3143.55234
1461,5.765,3158.30961
1462,5.764,3006.64013
1463,5.764,2950.68107
1464,5.768,3086.48164
1465,5.767,3126.73374
1466,5.767,3034.75879
1467,5.767,3126.28723
1468,5.766,2944.37831
1469,5.765,2955.40641
1470,5.765,3139.39278
1471,5.765,3012.98823
1472,5.764,2940.16558
1473,5.765,3512.96601
1474,5.67,33074.6602
1475,0.699,32381.7084
1476,0.778,32564.0953
1477,0.78,32499.8601
1478,0.78,31979.8838
1479,0.78,31032.0104
1480,0.78,31057.7477
1481,0.78,30955.4999
1482,0.78,30928.2929
1483,0.78,30464.2319
1484,0.78,30217.3666
1485,0.78,29683.0566
1486,0.78,29811.0502
1487,0.78,29874.6535
1488,0.78,19798.6425
1489,1.3,12543.3493
1490,1.13,11752.8181
1491,1.457,31960.9465
1492,1.382,3549.37422
1493,1.861,3234.55547
1494,5.785,3096.13415
1495,5.769,3127.88647
1496,5.774,3121.63746
1497,5.772,3093.9723
1498,5.77,3092.5994
1499,5.762,3131.63615
1500,5.76,3087.48212
1501,5.757,3106.65827
1502,5.759,2983.72125
1503,5.759,3128.44374
1504,5.757,2975.30676
1505,5.755,3106.43852
1506,5.754,3027.37146
1507,5.754,3054.64119
1508,5.753,3050.80506
1509,5.752,2935.74972
1510,5.752,3012.19708
1511,5.751,2982.62621
1512,5.751,2917.76772
1513,5.75,3031.13631
1514,5.751,2937.39396
1515,5.75,2894.71997
1516,5.75,3104.06562
1517,5.75,2930.40806
1518,5.75,2959.08933
1519,5.749,3307.86682
1520,5.748,34538.2333
1521,0.949,32779.8793
1522,0.779,33460.9405
1523,0.784,33111.7365
1524,0.785,32248.8327
1525,0.785,30725.1141
1526,0.786,30692.9607
1527,0.786,29476.7483
1528,0.786,29024.8099
1529,0.786,29749.4895
1530,0.787,31055.2899
1531,1.879,29949.6001
1532,0.786,29780.4298
1533,0.788,30291.5949
1534,1.063,26664.8988
1535,0.983,8720.11821
1536,1.315,3697.61057
1537,5.368,3164.88156
1538,5.742,3105.46975
1539,5.753,3211.62372
1540,5.776,3092.03658
1541,5.759,2983.51405
1542,5.765,3054.89995
1543,5.764,2992.46831
1544,5.761,2952.01983
1545,5.759,3084.91324
1546,5.755,3097.24063
1547,5.754,2814.62694
1548,5.754,2996.16435
1549,5.752,2906.65983
1550,5.752,3028.67347
1551,5.752,2979.53059
1552,5.753,3119.53826
1553,5.752,3029.57482
1554,5.751,2966.79699
1555,5.752,2984.6014
1556,5.752,2899.09151
1557,5.753,2882.70618
1558,5.753,2961.00057
1559,5.752,3006.75977
1560,5.752,3063.62176
1561,5.751,2964.8634
1562,5.752,2992.73856
1563,5.753,3019.18278
1564,5.752,2906.48825
1565,5.753,2922.50457
1566,5.752,2896.56324
1567,5.752,2966.14873
1568,5.751,2854.25585
1569,5.752,3030.45011
1570,5.752,2918.01338
1571,5.751,2908.65287
1572,5.752,3080.88487
1573,5.751,2908.18317
1574,5.752,2944.28696
1575,5.751,3045.12517
1576,5.752,2945.87321
1577,5.751,2986.72195
1578,5.751,3000.92297
1579,5.751,3053.96687
1580,5.752,3001.47899
1581,5.751,2799.1933
1582,5.752,2973.66561
1583,5.751,2914.32297
1584,5.75,3033.06616
1585,5.751,2936.82654
1586,5.751,2913.25034
1587,5.751,2997.74096
1588,5.75,2908.25317
1589,5.751,3029.57501
1590,5.751,3008.99908
1591,5.75,2962.89652
1592,5.751,3042.8717
1593,5.751,2988.20389
1594,5.751,3114.49361
1595,5.75,3094.79127
1596,5.751,3035.80047
1597,5.751,2976.98826
1598,5.751,3106.27819
1599,5.751,2986.76986
1600,5.751,3812.86397
1601,5.556,33600.7167
1602,0.835,32960.1915
1603,0.779,33360.4533
1604,0.779,33236.5586
1605,0.779,31929.5764
1606,0.779,31790.9108
1607,0.779,31811.4101
1608,0.779,31717.7067
1609,0.779,31874.6479
1610,0.779,31699.6585
1611,0.779,30850.6691
1612,0.779,30132.2764
1613,0.779,30704.2653
1614,1.363,27806.717
1615,1.195,25530.4938
1616,0.935,4027.94698
1617,3.375,3229.91306
1618,5.755,3211.76816
1619,5.736,3158.95469
1620,5.741,3034.10947
1621,5.749,3163.85908
1622,5.743,3173.37979
1623,5.744,3158.28626
1624,5.737,3139.0046
1625,5.733,2976.54285
1626,5.734,3048.0439
1627,5.735,2985.47259
1628,5.734,3046.78848
1629,5.732,3025.6013
1630,5.731,3181.52443
1631,5.731,3116.06986
1632,5.731,3083.2213
1633,5.729,3064.14552
1634,5.729,2976.12536
1635,5.729,3072.01901
1636,5.728,3071.74354
1637,5.728,3084.60684
1638,5.727,3051.21052
1639,5.727,2953.43675
1640,5.726,3017.48449
1641,5.726,3026.80114
1642,5.726,3062.38977
1643,5.726,3204.99281
1644,5.725,2933.2324
1645,5.725,2901.21256
1646,5.725,3083.58869
1647,5.725,3060.73268
1648,5.725,3018.8208
1649,5.725,3027.45101
1650,5.725,2992.66761
1651,5.725,3067.96559
1652,5.725,2940.37227
1653,5.725,3041.01892
1654,5.728,5059.67634
1655,5.403,36365.3049
1656,0.758,34804.1921
1657,0.767,33196.6606
1658,0.769,32859.4871
1659,0.769,32561.5274
1660,0.769,32660.908
1661,0.769,33046.9202
1662,0.769,33216.2596
1663,0.769,32487.3466
1664,0.769,32135.4791
1665,0.769,31802.5042
1666,0.769,31865.724
1667,0.769,31572.0674
1668,0.769,31104.6374
1669,0.769,21617.4283
1670,0.795,16963.3856
1671,0.862,14483.7597
1672,1.259,16105.4477
1673,1.311,12265.9732
1674,1.543,13290.6672
1675,1.395,9469.32093
1676,1.749,9546.91982
1677,1.553,11088.8095
1678,1.741,6563.7794
1679,1.021,3786.01042
1680,4.539,3249.65086
1681,5.745,3068.38834
1682,5.734,3035.28301
1683,5.758,2940.96122
1684,5.74,3039.79292
1685,5.75,3167.82671
1686,5.741,2994.45101
1687,5.746,2834.51507
1688,5.744,3090.89533
1689,5.751,3101.88192
1690,5.747,3060.31038
1691,5.742,3104.79283
1692,5.744,3060.13966
1693,5.743,2921.23808
1694,5.742,2982.59869
1695,5.741,2962.03882
1696,5.74,3007.83754
1697,5.74,3033.5665
1698,5.74,3022.55559
1699,5.74,2974.44129
1700,5.74,3016.41407
1701,5.739,2915.34913
1702,5.739,2978.25141
1703,5.739,2786.95859
1704,5.739,3013.82453
1705,5.739,2858.51435
1706,5.739,2821.07073
1707,5.739,2983.52312
1708,5.739,2978.4057
1709,5.739,3001.97628
1710,5.739,2972.15795
1711,5.739,2930.36727
1712,5.739,2946.05102
1713,5.739,2990.87183
1714,5.739,3004.5399
1715,5.739,2970.08244
1716,5.739,2968.8876
1717,5.738,2966.80481
1718,5.739,3054.15452
1719,5.739,2993.80847
1720,5.739,2972.30348
1721,5.739,3002.90733
1722,5.739,2975.95725
1723,5.739,3145.55628
1724,5.739,3021.58987
1725,5.739,2949.10991
1726,5.739,2956.34559
1727,5.739,2922.74313
1728,5.739,2972.88306
1729,5.739,2890.70564
1730,5.739,3096.26883
1731,5.739,2835.84644
1732,5.739,3030.08624
1733,5.739,8822.30445
1734,4.98,35243.019
1735,0.76,35002.2736
1736,0.761,35165.6284
1737,0.761,33919.3793
1738,0.761,33934.446
1739,0.76,33498.752
1740,0.76,33624.7327
1741,0.76,34157.7792
1742,0.76,33103.8686
1743,0.76,32973.2816
1744,0.76,32509.8127
1745,0.76,31666.5689
1746,0.76,31239.8332
1747,0.76,30954.2358
1748,0.76,31065.6983
1749,0.76,30918.3832
1750,0.76,31122.6134
1751,0.759,31283.7446
1752,0.759,31063.5369
1753,0.759,30620.6886
1754,0.759,30383.7596
1755,0.759,30546.2367
1756,0.759,30072.989
1757,0.759,30457.1809
1758,0.759,30629.199
1759,0.759,30759.4982
1760,0.759,30343.6995
1761,0.759,30720.59
1762,0.759,30783.1901
1763,0.759,31174.3659
1764,0.759,31018.766
1765,0.759,31155.3466
1766,0.759,30878.0182
1767,0.759,30637.7304
1768,0.759,30462.3309
1769,0.759,30590.5913
1770,0.759,30349.7704
1771,0.759,30025.5713
1772,0.759,11314.0305
1773,1.022,6171.46132
1774,1.239,3433.783
1775,5.307,3196.44171
1776,5.753,3117.58807
1777,5.763,3098.26018
1778,5.768,3035.46581
1779,5.768,3035.78242
1780,5.771,3142.61857
1781,5.771,3047.43985
1782,5.766,2983.9287
1783,5.762,3089.19367
1784,5.764,2960.35112
1785,5.766,3024.56528
1786,5.765,2943.3309
1787,5.763,3122.82328
1788,5.763,3072.03504
1789,5.763,3090.44462
1790,5.763,3071.17014
1791,5.763,3097.71675
1792,5.763,2840.09859
1793,5.762,2976.56916
1794,5.764,3089.72806
1795,5.763,2926.74919
1796,5.762,3081.42222
1797,5.762,3079.04701
1798,5.762,2928.74025
1799,5.762,2919.34881
1800,5.763,3049.83104
1801,5.761,2980.06497
1802,5.756,51549.5015
1803,3.372,32697.6055
1804,0.776,32073.3835
1805,0.776,31647.8744
1806,0.776,31304.033
1807,0.776,30420.4946
1808,0.776,30954.2565
1809,0.776,31113.1391
1810,0.776,30348.3162
1811,0.776,30191.7032
1812,0.776,29728.6009
1813,0.776,29233.2584
1814,0.775,23335.429
1815,1.409,5514.30715
1816,1.082,3164.13985
1817,5.539,3217.30427
1818,5.754,3235.66952
1819,5.757,3182.04604
1820,5.752,3207.76424
1821,5.762,2971.74802
1822,5.758,3145.50638
1823,5.763,3029.96533
1824,5.759,3157.71259
1825,5.762,3066.45106
1826,5.76,3097.39608
1827,5.757,3130.34168
1828,5.756,2960.19514
1829,5.756,3160.09907
1830,5.756,3176.12941
1831,5.756,2995.80638
1832,5.755,3174.08206
1833,5.759,3004.27571
1834,5.758,3152.70979
1835,5.758,3141.04564
1836,5.757,3085.23897
1837,5.757,3148.24644
1838,5.745,48340.3092
1839,3.072,35298.0354
1840,0.753,34213.9113
1841,0.753,33846.2012
1842,0.753,33517.0527
1843,0.753,32567.3223
1844,0.754,32445.2202
1845,0.753,32512.7988
1846,0.753,32060.6604
1847,0.753,32241.7439
1848,0.753,31745.8312
1849,0.753,27646.8265
1850,0.753,28027.022
1851,0.778,8544.16636
1852,1.728,9206.27418
1853,2.203,11187.6031
1854,1.713,3345.65217
1855,5.459,3122.87971
1856,5.734,3077.09778
1857,5.756,3117.16209
1858,5.753,3144.23705
1859,5.761,3020.51353
1860,5.761,3029.58917
1861,5.766,3068.83053
1862,5.762,2955.48224
1863,5.767,3026.81804
1864,5.766,3045.08474
1865,5.763,2981.91683
1866,5.76,3137.18862
1867,5.76,2978.56253
1868,5.76,3044.81231
1869,5.759,3157.79348
1870,5.786,61827.8037
1871,4.139,34986.8844
1872,0.764,34119.438
1873,0.766,33064.1618
1874,0.766,33312.5405
1875,0.766,32820.5431
1876,0.766,32684.1781
1877,0.766,31579.6494
1878,0.766,30800.9039
1879,0.766,30835.2521
1880,0.766,31442.3905
1881,0.766,31492.084
1882,0.765,31586.1655
1883,0.765,31856.1024
1884,0.765,14655.1957
1885,0.817,9682.74953
1886,1.406,6327.94777
1887,2.49,3160.36292
1888,5.929,3162.64985
1889,5.773,3132.6362
1890,5.779,3142.28081
1891,5.773,3242.21817
1892,5.772,2889.25102
1893,5.767,3082.70515
1894,5.769,3047.12921
1895,5.765,3108.73315
1896,5.766,3055.59961
1897,5.764,2872.49369
1898,5.765,3096.20369
1899,5.765,3078.3162
1900,5.764,3061.26764
1901,5.762,3020.58845
1902,5.762,2988.02444
1903,5.762,3518.5642
1904,5.68,35504.8765
1905,0.762,34174.2887
1906,0.785,33510.8734
1907,0.785,32870.1978
1908,0.785,32604.095
1909,0.785,32127.9894
1910,0.785,32542.0791
1911,0.785,32100.2681
1912,0.785,31374.0382
1913,0.785,30898.8861
1914,0.785,29340.8339
1915,0.785,11677.7399
1916,0.951,18187.3488
1917,0.934,5409.77742
1918,1.748,3264.03693
1919,5.609,3069.69333
1920,5.734,3214.44782
1921,5.777,3112.49475
1922,5.76,2987.62654
1923,5.767,3027.47079
1924,5.757,3074.73456
1925,5.767,3041.52435
1926,5.755,3050.07156
1927,5.758,3099.06083
1928,5.761,3042.37481
1929,5.761,3117.36617
1930,5.759,2951.02554
1931,5.757,3031.92157
1932,5.757,3012.37847
1933,5.756,3063.81421
1934,5.761,3160.58203
1935,5.743,45665.2702
1936,3.053,34897.4016
1937,0.771,32678.8208
1938,0.773,31666.8237
1939,0.773,31581.8171
1940,0.773,31889.6169
1941,0.773,32148.8792
1942,0.773,32072.2047
1943,0.773,32141.3618
1944,0.773,31720.1551
1945,0.773,31421.3838
1946,0.773,31518.3796
1947,0.773,26583.3415
1948,1.645,22974.4921
1949,1.966,4161.47817
1950,2.009,3234.94826
1951,5.707,2975.70199
1952,5.774,3089.51589
1953,5.776,2993.03414
1954,5.762,3054.40861
1955,5.773,2887.76451
1956,5.765,3005.013
1957,5.765,2869.45529
1958,5.77,3121.8014
1959,5.774,3001.63299
1960,5.775,3051.26074
1961,5.77,3087.5489
1962,5.768,2977.45272
1963,5.769,2909.11634
1964,5.768,2955.56802
1965,5.767,2993.80583
1966,5.766,3011.08228
1967,5.765,3032.30849
1968,5.765,2973.7913
1969,5.764,3053.13249
1970,5.764,3047.30539
1971,5.764,3540.97945
1972,5.668,33316.3722
1973,0.721,32732.7178
1974,0.765,32429.1167
1975,0.766,32181.5417
1976,0.766,31699.0769
1977,0.766,31621.8063
1978,0.766,30604.523
1979,0.766,30567.8936
1980,0.766,30388.3836
1981,0.766,30241.2129
1982,0.766,30452.4125
1983,0.766,30147.0655
1984,0.766,29634.7666
1985,1.529,16953.197
1986,2.021,10763.6686
1987,1.856,9900.73265
1988,2.517,3241.61787
1989,5.714,3064.60158
1990,5.728,3241.53983
1991,5.73,3080.86836
1992,5.73,3164.66032
1993,5.722,3009.46341
1994,5.727,3159.06838
1995,5.718,3108.20088
1996,5.72,3190.16084
1997,5.723,3267.61298
1998,5.727,3014.69425
1999,5.726,3071.7615
2000,5.722,3052.93374
2001,5.72,2970.49218
2002,5.72,3140.26408
2003,5.72,3102.39938
2004,5.719,60108.3164
2005,2.766,37712.2454
2006,0.752,36491.8287
2007,0.752,33652.0383
2008,0.752,34032.7803
2009,0.752,34510.3096
2010,0.752,34425.4216
2011,0.751,33950.5062
2012,0.752,33512.7987
2013,0.751,32970.0281
2014,0.751,32680.5079
