,Load (lbf),Resistance (Ohms)
1158,11.05,1651.23334
1159,11.05,1687.01965
1160,11.05,1534.96622
1161,11.04,1697.49126
1162,11.04,1608.91482
1163,11.04,1611.5926
1164,11.04,1510.04761
1165,11.04,1617.05259
1166,11.04,1465.44811
1167,11.04,1631.4313
1168,11.03,1701.73708
1169,11.03,1596.37343
1170,11.03,172852.182
1171,5.892,207257.381
1172,0.008,221214.43
1173,0.009,217966.519
1174,0.009,214345.04
1175,0.008,221065.443
1176,0.008,218333.902
1177,0.008,215976.807
1178,0.008,213724.498
1179,0.008,218788.413
1180,0.008,220267.26
1181,0.007,219962.271
1182,0.007,219166.072
1183,0.007,215342.751
1184,0.007,214165.955
1185,0.007,212237.206
1186,0.007,213380.768
1187,0.007,212575.172
1188,0.007,214727.516
1189,0.007,212172.223
1190,0.007,211378.805
1191,0.007,208764.034
1192,0.007,210921.861
1193,0.007,211221.518
1194,0.007,211841.856
1195,0.007,214689.332
1196,0.007,215289.699
1197,0.006,215104.78
1198,0.006,221729.353
1199,0.006,220813.462
1200,0.006,222056.106
1201,0.006,221179.065
1202,0.006,220932.865
1203,0.006,220458.589
1204,0.006,231720.492
1205,0.006,230879.266
1206,0.006,224169.059
1207,0.006,224592.493
1208,0.006,222458.444
1209,0.006,221042.532
1210,0.006,219530.49
1211,0.006,218714.301
1212,0.006,215438.984
1213,0.006,215112.132
1214,0.006,212043.989
1215,0.006,212070.496
1216,0.006,211912.856
1217,0.006,208214.446
1218,0.006,208221.702
1219,0.006,208742.148
1220,0.005,5067.18559
1221,2.447,4180.12903
1222,3.957,4285.36454
1223,4.008,4330.90781
1224,4.029,4163.81397
1225,4.05,4276.22991
1226,4.076,4210.04412
1227,4.09,4157.97977
1228,4.118,4065.9239
1229,4.135,4141.89128
1230,4.15,4040.11905
1231,4.167,3998.90108
1232,4.183,3993.68922
1233,4.198,3921.50248
1234,4.221,3904.12496
1235,4.245,3977.84011
1236,4.27,4014.82171
1237,4.279,3772.94816
1238,4.29,3798.0078
1239,4.305,3815.86933
1240,4.34,3827.6539
1241,4.36,3840.90906
1242,4.37,3734.51586
1243,4.388,3714.53759
1244,4.413,3842.98436
1245,4.439,3752.11249
1246,4.457,3761.57809
1247,4.469,3512.98144
1248,4.486,3742.01642
1249,4.505,3720.45251
1250,4.522,3675.42852
1251,4.544,3774.77465
1252,4.567,3472.46347
1253,4.58,3474.65662
1254,4.604,3451.43456
1255,4.626,3439.90422
1256,4.645,3664.52471
1257,4.658,3422.55913
1258,4.68,3359.96329
1259,4.7,3545.26419
1260,4.715,3406.57188
1261,4.73,3577.45909
1262,4.755,3370.46224
1263,4.778,3467.12429
1264,4.791,3186.2927
1265,4.812,3312.87889
1266,4.837,3184.9684
1267,4.848,3286.7614
1268,4.863,3406.08937
1269,4.881,3363.4589
1270,4.908,3271.26576
1271,4.932,3203.77809
1272,4.948,3305.69256
1273,4.963,3145.03071
1274,4.988,3225.99578
1275,5.003,3246.02231
1276,5.017,3368.14299
1277,5.038,3190.25336
1278,5.054,3204.70283
1279,5.075,3211.04149
1280,5.097,3154.18051
1281,5.118,2994.76574
1282,5.136,3141.75968
1283,5.154,3161.35921
1284,5.172,3160.20163
1285,5.187,3056.97113
1286,5.212,2989.43502
1287,5.237,3105.596
1288,5.251,2984.22573
1289,5.269,2917.04325
1290,5.287,3026.67946
1291,5.308,3052.00936
1292,5.321,3061.45548
1293,5.347,3099.50378
1294,5.368,3094.13282
1295,5.385,3042.05472
1296,5.402,2850.82984
1297,5.423,2983.1982
1298,5.442,3033.74135
1299,5.46,2989.33058
1300,5.487,2941.35994
1301,5.502,2939.47175
1302,5.513,2936.02261
1303,5.537,2959.56816
1304,5.557,2791.95639
1305,5.577,2904.61544
1306,5.599,2960.00926
1307,5.616,2905.29787
1308,5.631,2824.13336
1309,5.646,2846.02726
1310,5.672,2842.17602
1311,5.695,2837.04617
1312,5.712,2931.31639
1313,5.727,2791.41671
1314,5.744,2794.33962
1315,5.762,2842.76932
1316,5.784,2696.55002
1317,5.813,2800.14775
1318,5.827,2842.51932
1319,5.845,2831.96108
1320,5.864,2792.88726
1321,5.878,2815.5477
1322,5.898,2754.02024
1323,5.921,2685.94307
1324,5.944,2777.14584
1325,5.955,2781.20555
1326,5.974,2726.08536
1327,5.997,2736.95022
1328,6.015,2654.88058
1329,6.036,2790.64637
1330,6.049,2675.19789
1331,6.063,2672.93195
1332,6.085,2713.58599
1333,6.11,2813.49052
1334,6.132,2629.2321
1335,6.148,2638.5522
1336,6.165,2678.59966
1337,6.185,2617.35086
1338,6.205,2551.41762
1339,6.225,2584.68372
1340,6.241,2609.98115
1341,6.264,2673.03727
1342,6.279,2556.61068
1343,6.298,2560.17162
1344,6.314,2604.17822
1345,6.337,2538.10486
1346,6.354,2555.93158
1347,6.379,2540.69547
1348,6.392,2696.60511
1349,6.411,2508.41133
1350,6.442,2503.2519
1351,6.465,2312.6035
1352,6.475,2540.26679
1353,6.487,2608.63442
1354,6.493,2599.48255
1355,6.5,2502.72281
1356,6.523,2489.61945
1357,6.555,2392.8296
1358,6.576,2398.809
1359,6.594,2506.37368
1360,6.61,2503.73406
1361,6.635,2393.67223
1362,6.655,2376.53373
1363,6.678,2406.20916
1364,6.692,2458.75089
1365,6.704,2480.37
1366,6.724,2480.23509
1367,6.744,2323.70824
1368,6.768,2313.47173
1369,6.789,2294.06797
1370,6.819,2429.37109
1371,6.833,2466.20855
1372,6.847,2335.64729
1373,6.864,2539.0649
1374,6.877,2500.23435
1375,6.889,2402.64585
1376,6.917,2333.47994
1377,6.944,2461.13993
1378,6.961,2460.87875
1379,6.98,2411.5736
1380,6.995,2397.41547
1381,7.002,2357.63157
1382,7.024,2385.69321
1383,7.056,2382.63646
1384,7.072,2258.37713
1385,7.094,2421.04062
1386,7.102,2414.14141
1387,7.12,2219.6276
1388,7.152,2343.17832
1389,7.166,2247.38021
1390,7.191,2127.24042
1391,7.212,2267.87834
1392,7.222,2198.99788
1393,7.233,2296.24055
1394,7.263,2195.55842
1395,7.281,2179.39451
1396,7.297,2220.91158
1397,7.32,2158.423
1398,7.345,2257.15448
1399,7.365,2206.39747
1400,7.373,2083.90857
1401,7.387,2194.30287
1402,7.412,2198.84459
1403,7.428,2228.2163
1404,7.455,2279.06942
1405,7.479,2202.16571
1406,7.491,2263.09325
1407,7.509,2124.56586
1408,7.541,2252.61473
1409,7.565,2199.06998
1410,7.574,2132.89455
1411,7.586,2152.00038
1412,7.598,2131.77144
1413,7.623,2193.23118
1414,7.648,2094.93311
1415,7.666,2072.16105
1416,7.681,2038.38846
1417,7.697,2206.44375
1418,7.715,2187.84972
1419,7.735,2061.54542
1420,7.75,2128.22012
1421,7.773,2034.94101
1422,7.799,2116.46016
1423,7.819,1960.22596
1424,7.833,1966.07835
1425,7.856,2048.69679
1426,7.873,2086.80884
1427,7.893,1911.70635
1428,7.911,2109.68982
1429,7.928,2051.59348
1430,7.95,2039.58933
1431,7.973,1885.23168
1432,7.99,2090.52586
1433,8.007,1954.87147
1434,8.027,1972.12446
1435,8.045,1900.93213
1436,8.063,1954.34335
1437,8.083,1807.70942
1438,8.098,1987.49228
1439,8.121,1871.00381
1440,8.143,2040.26115
1441,8.159,1854.73887
1442,8.173,1949.33984
1443,8.194,1876.80666
1444,8.217,2202.2174
1445,8.239,2005.70516
1446,8.258,1969.93712
1447,8.28,1968.43776
1448,8.297,2010.44281
1449,8.31,1917.70225
1450,8.326,1907.71875
1451,8.349,1895.60932
1452,8.367,1867.87319
1453,8.388,1913.60012
1454,8.417,1937.26967
1455,8.432,1802.08771
1456,8.441,1901.87043
1457,8.463,1841.17744
1458,8.477,1961.0967
1459,8.499,1912.26537
1460,8.517,1975.89739
1461,8.537,2065.82443
1462,8.554,1966.73878
1463,8.584,1866.62515
1464,8.607,1706.77796
1465,8.621,1870.63466
1466,8.641,1656.78019
1467,8.655,1866.70605
1468,8.676,1913.44726
1469,8.698,1724.00502
1470,8.711,1750.35651
1471,8.726,1804.92754
1472,8.749,1857.56935
1473,8.774,1852.26439
1474,8.79,1946.0946
1475,8.808,1957.40459
1476,8.83,1907.47588
1477,8.847,1765.49925
1478,8.87,1736.56823
1479,8.891,1883.90705
1480,8.908,1628.35551
1481,8.915,1777.34822
1482,8.93,1843.03656
1483,8.963,1802.49828
1484,8.979,1876.30215
1485,8.994,1719.52476
1486,9.02,1871.52206
1487,9.04,1937.69479
1488,9.056,1795.90406
1489,9.073,1795.15072
1490,9.093,1825.45776
1491,9.111,1836.72982
1492,9.135,1888.93709
1493,9.16,1774.35283
1494,9.177,1722.9188
1495,9.195,1822.0168
1496,9.21,1810.71063
1497,9.228,1857.35616
1498,9.249,1798.96269
1499,9.269,1793.02713
1500,9.285,1790.39711
1501,9.305,1738.90312
1502,9.324,1698.27593
1503,9.348,1762.93386
1504,9.366,1688.25064
1505,9.38,1682.30283
1506,9.406,1814.17556
1507,9.429,1695.19659
1508,9.448,1728.89054
1509,9.461,1691.4482
1510,9.479,1741.44725
1511,9.499,1843.00192
1512,9.515,1667.07512
1513,9.529,1733.85636
1514,9.548,1674.46738
1515,9.57,1553.13167
1516,9.602,1724.35993
1517,9.618,1688.83053
1518,9.636,1742.83492
1519,9.649,1649.057
1520,9.67,1679.17248
1521,9.692,1807.29302
1522,9.709,1622.00991
1523,9.727,1657.85974
1524,9.747,1709.23134
1525,9.767,1815.31018
1526,9.788,1687.65113
1527,9.802,1827.28703
1528,9.817,1678.12744
1529,9.837,1890.40382
1530,9.86,1724.68665
1531,9.878,1628.43862
1532,9.898,1674.75975
1533,9.916,1741.61302
1534,9.936,1671.28528
1535,9.953,1749.41213
1536,9.972,1706.76528
1537,9.993,1638.76403
1538,10.02,1607.13254
1539,10.03,1710.94835
1540,10.05,1828.55157
1541,10.06,1831.4449
1542,10.08,1634.0844
1543,10.11,1730.85374
1544,10.12,1565.88722
1545,10.14,1786.92627
1546,10.16,1528.89409
1547,10.18,1813.60252
1548,10.19,1648.02649
1549,10.22,1602.87814
1550,10.24,1742.34521
1551,10.26,1558.98589
1552,10.28,1556.60384
1553,10.3,1500.0826
1554,10.31,1604.59235
1555,10.33,1663.82049
1556,10.35,1662.58825
1557,10.38,1745.31972
1558,10.39,1636.61923
1559,10.41,1649.08268
1560,10.43,1644.10868
1561,10.45,1652.16243
1562,10.47,1618.00583
1563,10.49,1640.1797
1564,10.5,1762.90844
1565,10.52,1598.12196
1566,10.54,1664.31481
1567,10.56,1696.14818
1568,10.58,1545.28871
1569,10.6,1582.07532
1570,10.63,1731.75778
1571,10.65,1579.4554
1572,10.67,1632.85124
1573,10.68,1554.92184
1574,10.69,1472.1381
1575,10.71,1615.49345
1576,10.74,1560.6806
1577,10.76,1542.06818
1578,10.77,1838.01897
1579,10.78,1759.36027
1580,10.82,1642.89367
1581,10.83,1754.45151
1582,10.84,1776.56364
1583,10.86,1695.66626
1584,10.9,1377.51552
1585,10.91,1593.7593
1586,10.93,1684.59731
1587,10.95,1692.924
1588,10.97,1626.8314
1589,10.99,1672.44263
1590,11.0,1579.67018
1591,11.01,1523.4248
1592,11.03,1699.98911
1593,11.04,1703.68513
1594,11.05,1544.10946
1595,11.05,1588.42567
1596,11.05,1541.66725
1597,11.05,1549.5469
1598,11.05,1617.48161
1599,11.05,1518.49313
1600,11.05,1631.48053
1601,11.05,1604.92592
1602,11.05,1648.08497
1603,11.05,1738.75762
1604,11.06,1501.74646
1605,11.06,1541.15107
1606,11.07,1510.93968
1607,11.07,1574.46673
1608,11.07,1715.80181
1609,11.07,1705.90835
1610,11.07,1451.87317
1611,11.07,1546.95811
1612,11.07,1418.07569
1613,11.07,1688.68826
1614,11.07,1507.9205
1615,11.06,1550.38323
1616,11.06,1510.2367
1617,11.06,1585.18448
1618,11.06,1653.83674
1619,11.06,1575.30141
1620,11.06,1542.59523
1621,11.06,1678.12165
1622,11.05,1703.71168
1623,11.05,1627.12648
1624,11.05,1626.1586
1625,11.05,1539.91233
1626,11.05,1529.91651
1627,11.05,1581.96845
1628,11.05,1577.06702
1629,11.05,1550.0616
1630,11.05,211657.973
1631,0.009,212588.033
1632,0.009,205029.184
1633,0.009,213235.118
1634,0.009,212690.321
1635,0.009,214556.436
1636,0.009,214765.551
1637,0.009,210177.574
1638,0.009,213598.362
1639,0.008,213287.622
1640,0.008,204570.57
1641,0.008,206617.38
1642,0.008,210072.236
1643,0.008,212179.495
1644,0.008,202111.563
1645,0.008,192778.671
1646,0.008,197954.69
1647,0.008,209936.756
1648,0.008,212104.491
1649,0.008,218216.482
1650,0.008,222460.754
1651,0.008,217760.797
1652,0.007,211638.906
1653,0.007,209080.405
1654,0.007,209159.662
1655,0.007,205943.477
1656,0.007,196802.504
1657,0.007,200226.927
1658,0.007,197798.667
1659,0.007,204655.042
1660,0.007,202236.831
1661,0.007,203205.263
1662,0.007,201145.826
1663,0.007,200188.37
1664,0.007,199704.633
1665,0.007,199306.939
1666,0.007,197417.15
1667,0.007,196693.264
1668,0.007,196354.875
1669,0.007,197130.863
1670,0.007,200702.164
1671,0.007,201370.912
1672,0.007,199980.505
1673,0.007,199833.341
1674,0.007,199708.159
1675,0.007,202430.898
1676,0.007,204697.806
1677,0.007,204977.968
1678,0.006,205908.557
1679,0.007,205864.171
1680,0.007,205238.139
1681,0.006,205186.492
1682,0.007,204516.3
1683,0.006,205120.56
1684,0.006,204476.504
1685,0.006,202402.962
1686,0.006,202156.184
1687,0.006,202864.816
1688,0.006,202529.425
1689,0.006,202203.632
1690,0.006,201041.215
1691,0.006,201564.753
1692,0.006,4452.37448
1693,2.534,3927.69703
1694,4.124,3942.04339
1695,4.2,3895.41667
1696,4.202,3928.82594
1697,4.229,3965.19452
1698,4.257,3844.78957
1699,4.263,3944.45629
1700,4.287,3881.66003
1701,4.317,3772.1103
1702,4.319,3675.46847
1703,4.34,3761.78637
1704,4.361,3719.08269
1705,4.386,3722.33638
1706,4.404,3735.18985
1707,4.419,3705.34143
1708,4.437,3536.66701
1709,4.457,3610.94012
1710,4.474,3646.01571
1711,4.498,3482.56265
1712,4.512,3595.57753
1713,4.535,3541.04416
1714,4.56,3516.0245
1715,4.577,3536.81132
1716,4.593,3523.72211
1717,4.614,3379.64233
1718,4.631,3324.00701
1719,4.647,3467.88617
1720,4.662,3505.94469
1721,4.693,3204.31084
1722,4.708,3345.42805
1723,4.725,3096.41524
1724,4.745,3232.5358
1725,4.769,3393.45332
1726,4.777,3317.73581
1727,4.799,3206.22224
1728,4.815,3369.00202
1729,4.843,3178.43954
1730,4.865,3063.67613
1731,4.879,3140.77412
1732,4.899,3083.12317
1733,4.922,3174.14886
1734,4.934,3027.39479
1735,4.952,3195.59495
1736,4.971,3220.087
1737,4.989,3186.76842
1738,5.008,3019.17879
1739,5.031,3042.70427
1740,5.051,3100.2498
1741,5.073,3192.24826
1742,5.086,3042.14125
1743,5.104,3140.47719
1744,5.123,3150.63698
1745,5.156,3054.73992
1746,5.169,3025.915
1747,5.181,3072.11384
1748,5.195,3118.5083
1749,5.216,3019.89997
1750,5.237,2995.70103
1751,5.251,3042.93825
1752,5.274,3034.39351
1753,5.295,2999.59876
1754,5.311,3057.38009
1755,5.332,2947.69637
1756,5.351,3007.87124
1757,5.372,3019.44812
1758,5.388,2862.21015
1759,5.418,2973.32903
1760,5.43,2820.93744
1761,5.444,2762.79491
1762,5.464,2791.75705
1763,5.485,2865.44968
1764,5.509,2815.08523
1765,5.528,2789.16247
1766,5.544,2775.42203
1767,5.559,2876.08425
1768,5.575,2872.00443
1769,5.601,2788.51399
1770,5.625,2878.3107
1771,5.642,2730.83197
1772,5.656,2660.90669
1773,5.67,2805.19017
1774,5.688,2651.07983
1775,5.717,2726.89549
1776,5.742,2738.24795
1777,5.759,2873.33522
1778,5.776,2740.98107
1779,5.792,2665.35286
1780,5.802,2822.81509
1781,5.824,2843.19327
1782,5.849,2758.84567
1783,5.871,2705.36592
1784,5.887,2633.21884
1785,5.903,2627.64259
1786,5.927,2700.11459
1787,5.943,2632.67632
1788,5.964,2629.66954
1789,5.978,2566.57819
1790,5.991,2684.38025
1791,6.012,2743.7707
1792,6.039,2543.10096
1793,6.06,2537.31738
1794,6.078,2485.02746
1795,6.094,2624.16613
1796,6.112,2560.97116
1797,6.13,2593.31988
1798,6.152,2602.81626
1799,6.171,2565.76143
1800,6.194,2681.91699
1801,6.207,2562.18884
1802,6.224,2465.11742
1803,6.244,2588.39473
1804,6.266,2459.80838
1805,6.283,2496.42239
1806,6.302,2555.74708
1807,6.322,2511.6426
1808,6.343,2591.90865
1809,6.369,2608.69668
1810,6.389,2473.11046
1811,6.408,2369.01758
1812,6.423,2431.47655
1813,6.43,2608.3356
1814,6.45,2611.26963
1815,6.476,2437.98718
1816,6.498,2460.0424
1817,6.514,2499.66308
1818,6.529,2475.0892
1819,6.548,2385.83497
1820,6.581,2368.95041
1821,6.595,2373.79888
1822,6.613,2379.26927
1823,6.627,2424.44403
1824,6.645,2470.56624
1825,6.663,2375.05835
1826,6.691,2304.45275
1827,6.712,2346.1301
1828,6.73,2355.29309
1829,6.757,2393.93756
1830,6.769,2352.8905
1831,6.781,2258.90814
1832,6.8,2444.3045
1833,6.815,2315.58069
1834,6.831,2286.40063
1835,6.866,2326.48924
1836,6.885,2267.86557
1837,6.898,2293.90108
1838,6.918,2196.89172
1839,6.934,2248.40143
1840,6.943,2341.10584
1841,6.969,2326.57018
1842,6.998,2320.14339
1843,7.01,2241.59427
1844,7.033,2388.78801
1845,7.043,2310.04048
1846,7.064,2263.47357
1847,7.094,2431.44083
1848,7.107,2384.22232
1849,7.131,2422.27288
1850,7.151,2235.48107
1851,7.161,2114.45249
1852,7.173,2316.27591
1853,7.205,2287.9402
1854,7.223,2385.86346
1855,7.239,2335.03683
1856,7.263,2321.86407
1857,7.287,2379.64465
1858,7.305,2289.64165
1859,7.313,2187.11828
1860,7.328,2227.00102
1861,7.357,2168.383
1862,7.374,2152.39868
1863,7.396,2258.53762
1864,7.42,2243.88816
1865,7.432,2186.75745
1866,7.451,2092.02278
1867,7.479,2133.75715
1868,7.506,2238.46486
1869,7.515,2338.21966
1870,7.517,2223.04947
1871,7.529,2144.10069
1872,7.539,2100.54362
1873,7.562,2160.00538
1874,7.591,2202.22943
1875,7.612,2092.0068
1876,7.629,2080.51873
1877,7.643,2198.28459
1878,7.657,2097.07415
1879,7.676,2253.25724
1880,7.692,2190.66296
1881,7.712,2031.78392
1882,7.741,2238.07424
1883,7.764,2212.76832
1884,7.779,2118.94372
1885,7.798,2168.09238
1886,7.818,2004.65358
1887,7.837,2183.252
1888,7.855,2101.6839
1889,7.873,2166.76046
1890,7.892,2070.91774
1891,7.918,1980.43308
1892,7.936,2170.97082
1893,7.954,2105.0195
1894,7.969,2076.92593
1895,7.99,2154.40025
1896,8.006,2170.64321
1897,8.029,2132.34094
1898,8.046,2071.84097
1899,8.063,2106.73324
1900,8.085,2075.80149
1901,8.103,1958.28628
1902,8.118,1986.16618
1903,8.134,2108.51406
1904,8.154,2056.88498
1905,8.177,2102.40361
1906,8.203,2043.49207
1907,8.223,1932.67336
1908,8.246,1995.07438
1909,8.255,2034.6076
1910,8.271,1952.02081
1911,8.289,2133.92433
1912,8.311,1941.82108
1913,8.328,2049.47119
1914,8.353,1979.08418
1915,8.377,2036.79931
1916,8.394,2042.46803
1917,8.407,2059.99835
1918,8.426,2026.80974
1919,8.442,2013.13416
1920,8.46,1963.5978
1921,8.477,1908.10053
1922,8.496,1907.08349
1923,8.515,1949.43464
1924,8.545,2025.71769
1925,8.567,1832.65105
1926,8.586,1880.80833
1927,8.606,1906.5961
1928,8.619,1798.66272
1929,8.641,2055.16068
1930,8.661,1995.16603
1931,8.672,1913.97579
1932,8.685,1779.32538
1933,8.709,1910.00579
1934,8.736,1918.73047
1935,8.753,1936.9238
1936,8.771,2040.83451
1937,8.792,1915.04832
1938,8.808,1984.35965
1939,8.826,1817.71917
1940,8.846,1844.66192
1941,8.869,1886.78901
1942,8.882,1917.20318
1943,8.896,1798.4495
1944,8.921,1767.70028
1945,8.938,1900.91442
1946,8.956,1917.54566
1947,8.979,1714.85246
1948,9.0,1807.78263
1949,9.016,1790.90422
1950,9.034,1834.94339
1951,9.055,1844.65236
1952,9.073,1950.78134
1953,9.094,1839.56121
1954,9.119,1927.94105
1955,9.139,1870.49046
1956,9.159,1832.81265
1957,9.174,1855.28603
1958,9.19,1841.29843
1959,9.213,1841.31411
1960,9.234,1800.79182
1961,9.247,1791.91098
1962,9.264,1700.11555
1963,9.284,1882.46767
1964,9.31,1722.81415
1965,9.33,1840.75437
1966,9.345,1715.96007
1967,9.368,1677.72001
1968,9.392,1677.53856
1969,9.41,1713.03456
1970,9.425,1770.3153
1971,9.44,1886.21618
1972,9.461,1833.62332
1973,9.479,1841.62601
1974,9.493,1670.02215
1975,9.51,1661.58349
1976,9.53,1865.28643
1977,9.558,1655.39099
1978,9.582,1669.99701
1979,9.602,1664.97586
1980,9.614,1767.39738
1981,9.632,1696.8433
1982,9.652,1859.3212
1983,9.671,1657.82487
1984,9.687,1601.14218
1985,9.709,1796.67756
1986,9.727,1702.20079
1987,9.752,1656.88398
1988,9.768,1670.74911
1989,9.782,1544.74909
1990,9.8,1562.15523
1991,9.822,1832.53017
1992,9.838,1674.28436
1993,9.857,1738.83214
1994,9.875,1686.08107
1995,9.898,1638.48088
1996,9.917,1634.02547
1997,9.936,1600.89069
1998,9.952,1663.88113
1999,9.976,1626.54064
2000,10.0,1530.69773
2001,10.01,1454.56533
2002,10.03,1693.14748
2003,10.04,1614.09412
2004,10.07,1698.58295
2005,10.08,1683.70437
2006,10.1,1648.21314
2007,10.13,1413.67211
2008,10.15,1640.99433
2009,10.16,1747.9795
2010,10.18,1591.83253
2011,10.2,1621.29505
2012,10.22,1474.07604
2013,10.24,1586.19183
2014,10.26,1679.17964
2015,10.28,1696.79015
2016,10.3,1644.85037
2017,10.32,1528.13672
2018,10.34,1538.55806
2019,10.35,1601.87279
2020,10.37,1599.60798
2021,10.39,1590.7528
2022,10.41,1527.51313
2023,10.43,1545.98142
2024,10.45,1534.85843
2025,10.47,1616.03125
2026,10.48,1643.42497
2027,10.5,1540.15045
2028,10.52,1705.30639
2029,10.54,1612.59414
2030,10.56,1479.44435
2031,10.59,1638.30438
2032,10.62,1537.09435
2033,10.63,1575.43871
2034,10.65,1568.57925
2035,10.66,1620.88749
2036,10.68,1561.04852
2037,10.7,1625.40798
2038,10.72,1627.0341
2039,10.73,1594.54474
2040,10.75,1505.05344
2041,10.78,1567.38642
2042,10.79,1658.45472
2043,10.8,1483.60047
2044,10.82,1591.67052
2045,10.86,1487.52239
2046,10.87,1570.5408
2047,10.89,1589.74635
2048,10.91,1425.10769
2049,10.93,1521.53439
2050,10.95,1568.41671
2051,10.96,1557.10784
2052,10.97,1536.88137
2053,10.99,1518.91466
2054,11.0,1566.4503
2055,11.02,1477.20266
2056,11.03,1671.81106
2057,11.04,1566.2521
2058,11.05,1645.17915
2059,11.05,1611.56682
2060,11.05,1614.1682
2061,11.05,1491.10008
2062,11.05,1516.23082
2063,11.06,1665.75534
2064,11.06,1530.74138
2065,11.06,1565.79388
2066,11.06,1507.99282
2067,11.06,1501.29068
2068,11.06,1522.19962
2069,11.06,1610.62009
2070,11.06,1454.26426
2071,11.05,1696.48654
2072,11.05,1470.1823
2073,11.05,1444.65905
2074,11.05,1544.83031
2075,11.05,1490.84861
2076,11.05,1528.58929
2077,11.05,1570.93953
2078,11.05,1545.46493
2079,11.05,1625.68909
2080,11.06,1651.45058
2081,11.06,1470.70479
2082,11.06,1484.03208
2083,11.06,1529.38157
2084,11.06,1610.58856
2085,11.06,1547.53367
2086,11.07,1567.36245
2087,11.07,1514.67187
2088,11.07,1618.27965
2089,11.07,1507.72192
2090,11.07,1651.06461
2091,11.07,1613.10277
2092,11.07,1562.45205
2093,11.07,1592.67161
2094,11.07,1599.48237
2095,11.07,206469.047
2096,0.011,217491.775
2097,0.009,196867.828
2098,0.01,201974.887
2099,0.01,207893.28
2100,0.009,234649.685
2101,0.009,232470.638
2102,0.009,227585.158
2103,0.009,227973.485
2104,0.009,229902.292
2105,0.009,223555.991
2106,0.009,224851.914
2107,0.009,222573.43
2108,0.009,223495.13
2109,0.009,222988.668
2110,0.008,226761.823
2111,0.008,229998.692
2112,0.008,230087.606
2113,0.008,227536.913
2114,0.008,218400.468
2115,0.008,221747.514
2116,0.008,222781.739
2117,0.008,222198.141
2118,0.008,223135.662
2119,0.008,217203.071
2120,0.008,215085.431
2121,0.008,214876.175
2122,0.008,214542.938
2123,0.008,207780.241
2124,0.008,205161.363
2125,0.008,203482.184
2126,0.008,203588.35
2127,0.008,202838.161
2128,0.008,202615.853
2129,0.008,203722.57
2130,0.007,204550.017
2131,0.007,205855.11
2132,0.007,206758.446
2133,0.007,206785.547
2134,0.007,206695.191
2135,0.007,206888.183
2136,0.007,206945.783
2137,0.007,206616.166
2138,0.007,209160.579
2139,0.007,208314.45
2140,0.007,206690.209
2141,0.007,210971.378
2142,0.007,211747.672
2143,0.007,213813.164
2144,0.007,212786.699
2145,0.007,212902.934
2146,0.007,211307.071
2147,0.007,208191.445
2148,0.007,207290.166
2149,0.007,208058.275
2150,0.007,207066.511
2151,0.007,208243.764
2152,0.007,207063.049
2153,0.007,207038.203
2154,0.007,208367.244
2155,0.007,208800.468
2156,0.007,210736.833
2157,0.007,209435.634
2158,0.007,210901.403
2159,0.007,210573.901
2160,0.007,209199.587
2161,0.007,207225.006
2162,0.007,208139.632
2163,0.006,41688.8851
2164,0.048,3912.39166
2165,4.015,3514.51831
2166,4.642,3587.50749
2167,4.675,3450.15845
2168,4.697,3387.11296
2169,4.709,3534.83529
2170,4.737,3389.60904
2171,4.755,3407.87301
2172,4.779,3392.44522
2173,4.79,3294.5431
2174,4.81,3438.64435
2175,4.831,3183.69409
2176,4.857,3142.05211
2177,4.872,3287.78279
2178,4.881,3330.77668
2179,4.905,3405.16454
2180,4.922,3385.57722
2181,4.938,3323.14115
2182,4.956,3238.18829
2183,4.974,3136.6629
2184,4.997,3137.55497
2185,5.018,3123.35896
2186,5.04,3213.48794
2187,5.057,3186.38308
2188,5.07,3270.88837
2189,5.092,3166.83592
2190,5.113,2964.62555
2191,5.139,3137.3595
2192,5.156,3106.15114
2193,5.171,3007.57086
2194,5.19,3022.77175
2195,5.207,2973.80351
2196,5.224,3005.39621
2197,5.252,3046.80544
2198,5.27,3166.26109
2199,5.283,2922.98339
2200,5.304,2925.12757
2201,5.324,3127.09702
2202,5.342,2947.03893
2203,5.368,2969.02836
2204,5.388,2923.44587
2205,5.397,2786.19696
2206,5.408,2885.90459
2207,5.431,3007.11516
2208,5.453,2893.76765
2209,5.477,2802.59127
2210,5.496,3000.32561
2211,5.51,2792.89903
2212,5.524,2904.55714
2213,5.541,2715.70304
2214,5.569,2807.10813
2215,5.59,2688.17309
2216,5.606,2915.51651
2217,5.622,2827.85876
2218,5.641,2619.33473
2219,5.656,2811.69194
2220,5.69,2586.06603
2221,5.711,2786.05134
2222,5.729,2639.6565
2223,5.744,2501.29013
2224,5.756,2690.45018
2225,5.77,2677.00002
2226,5.788,2537.16797
2227,5.82,2642.97366
2228,5.837,2572.62297
2229,5.854,2512.48197
2230,5.874,2753.05129
2231,5.892,2519.65713
2232,5.914,2630.82679
2233,5.931,2819.07056
2234,5.944,2628.42766
2235,5.96,2554.13702
2236,5.985,2712.83621
2237,6.007,2513.28937
2238,6.024,2738.33785
2239,6.042,2587.09298
2240,6.061,2548.64498
2241,6.084,2544.36435
2242,6.104,2549.16062
2243,6.123,2578.02927
2244,6.136,2393.60151
2245,6.154,2535.83348
2246,6.171,2564.73799
2247,6.191,2549.17333
