,Load (lbf),Resistance (Ohms)
2248,6.218,2578.65116
2249,6.23,2421.96873
2250,6.257,2500.37135
2251,6.276,2540.94524
2252,6.291,2470.87832
2253,6.312,2654.82481
2254,6.332,2556.14932
2255,6.36,2482.15975
2256,6.379,2507.93971
2257,6.385,2416.59302
2258,6.393,2305.33246
2259,6.42,2535.08883
2260,6.447,2442.06759
2261,6.467,2480.871
2262,6.482,2567.72727
2263,6.495,2345.97423
2264,6.528,2436.47165
2265,6.548,2338.79747
2266,6.565,2517.07276
2267,6.577,2340.33373
2268,6.589,2430.49179
2269,6.615,2403.14778
2270,6.64,2352.61125
2271,6.66,2502.35858
2272,6.676,2333.06211
2273,6.703,2413.94344
2274,6.723,2213.4337
2275,6.735,2382.27626
2276,6.746,2280.17352
2277,6.758,2357.7482
2278,6.769,2334.07274
2279,6.786,2393.99736
2280,6.821,2432.03844
2281,6.846,2356.41647
2282,6.865,2245.01307
2283,6.881,2240.94915
2284,6.893,2270.54812
2285,6.902,2313.95782
2286,6.927,2296.95107
2287,6.96,2222.0864
2288,6.975,2346.78683
2289,6.995,2285.42555
2290,7.004,2388.1991
2291,7.026,2238.47486
2292,7.052,2251.81482
2293,7.068,2354.12169
2294,7.096,2241.43374
2295,7.115,2291.42067
2296,7.123,2234.97516
2297,7.133,2238.47787
2298,7.164,2137.56464
2299,7.182,2372.11127
2300,7.201,2399.58433
2301,7.225,2286.42221
2302,7.251,2222.12746
2303,7.269,2202.37435
2304,7.276,2194.61917
2305,7.29,2177.00686
2306,7.317,2195.14094
2307,7.332,2044.05284
2308,7.356,2161.68045
2309,7.383,2170.13021
2310,7.396,2213.40289
2311,7.414,2015.36179
2312,7.442,2030.08681
2313,7.468,2190.24457
2314,7.478,2105.60473
2315,7.489,2160.84628
2316,7.501,2266.72386
2317,7.524,2247.14543
2318,7.551,2206.14021
2319,7.57,2052.41076
2320,7.584,2230.80878
2321,7.598,2095.09889
2322,7.616,2217.13541
2323,7.635,2156.11108
2324,7.653,2148.6734
2325,7.672,2118.05199
2326,7.7,2292.24377
2327,7.723,2202.14889
2328,7.737,2184.86054
2329,7.755,1945.92872
2330,7.777,2028.81761
2331,7.794,2137.4927
2332,7.813,1929.83538
2333,7.832,2158.0497
2334,7.851,2053.644
2335,7.875,2048.19541
2336,7.892,2033.48737
2337,7.91,2041.05967
2338,7.927,2112.46987
2339,7.947,1963.03887
2340,7.963,1997.47287
2341,7.985,1963.3541
2342,8.005,2009.09156
2343,8.022,1898.62665
2344,8.044,1982.84593
2345,8.061,1965.5428
2346,8.077,2043.70286
2347,8.093,1895.55005
2348,8.114,2123.18655
2349,8.137,2045.06505
2350,8.16,2015.53969
2351,8.18,1909.49845
2352,8.202,2067.49056
2353,8.213,2140.66679
2354,8.23,1982.71213
2355,8.25,1952.46159
2356,8.273,2049.16219
2357,8.289,2047.57647
2358,8.309,1899.72953
2359,8.333,1933.88065
2360,8.351,1984.38789
2361,8.365,1919.64911
2362,8.386,1959.87721
2363,8.401,1997.09035
2364,8.419,1956.04556
2365,8.436,1917.95308
2366,8.456,1975.90956
2367,8.475,1901.09731
2368,8.505,1931.22032
2369,8.526,1979.95186
2370,8.543,1927.76942
2371,8.563,1946.09241
2372,8.576,1909.50368
2373,8.596,1917.31794
2374,8.616,1920.19316
2375,8.628,1934.85246
2376,8.642,1854.86556
2377,8.666,1902.06169
2378,8.695,1932.63678
2379,8.711,1882.7712
2380,8.73,1884.85637
2381,8.752,1940.90046
2382,8.766,1815.34283
2383,8.784,1926.73654
2384,8.805,1826.42614
2385,8.828,1924.04401
2386,8.842,1831.60096
2387,8.857,1923.91983
2388,8.881,1793.51832
2389,8.898,1909.75908
2390,8.915,1705.34264
2391,8.936,1875.33242
2392,8.96,1712.17326
2393,8.975,1834.62692
2394,8.995,1816.19321
2395,9.016,1969.62498
2396,9.034,1754.48013
2397,9.052,1782.53015
2398,9.074,1943.7848
2399,9.095,1793.26226
2400,9.117,1847.75938
2401,9.133,1871.78779
2402,9.147,1796.49793
2403,9.173,1756.67552
2404,9.193,1689.17955
2405,9.206,1802.21115
2406,9.221,1825.64235
2407,9.24,1763.51298
2408,9.265,1843.13551
2409,9.29,1736.42409
2410,9.304,1791.40511
2411,9.323,1962.69697
2412,9.347,1672.33297
2413,9.368,1796.24346
2414,9.384,1770.75614
2415,9.399,1718.74755
2416,9.419,1783.0503
2417,9.436,1820.12601
2418,9.452,1803.3659
2419,9.47,1657.65165
2420,9.492,1794.76869
2421,9.515,1941.40148
2422,9.542,1818.76302
2423,9.559,1719.21436
2424,9.571,1645.54579
2425,9.585,1702.28625
2426,9.61,1784.57694
2427,9.63,1920.24194
2428,9.648,1738.41828
2429,9.669,1902.32739
2430,9.685,1614.68321
2431,9.706,1821.10881
2432,9.728,1708.87851
2433,9.74,1670.01572
2434,9.755,1699.66906
2435,9.782,1738.33485
2436,9.8,1807.46748
2437,9.817,1712.91918
2438,9.835,1639.35606
2439,9.858,1729.82638
2440,9.875,1714.98582
2441,9.894,1709.47181
2442,9.91,1699.67433
2443,9.933,1625.718
2444,9.959,1695.10428
2445,9.978,1728.90014
2446,9.989,1740.77909
2447,10.0,1556.56532
2448,10.02,1687.38966
2449,10.04,1560.68691
2450,10.06,1715.74845
2451,10.09,1789.45545
2452,10.1,1653.9004
2453,10.12,1560.93316
2454,10.13,1646.86463
2455,10.16,1587.77535
2456,10.18,1697.01144
2457,10.2,1725.30945
2458,10.22,1650.06973
2459,10.24,1681.45319
2460,10.26,1768.72531
2461,10.28,1609.79512
2462,10.3,1610.238
2463,10.32,1691.73128
2464,10.33,1685.85628
2465,10.35,1703.30278
2466,10.37,1462.3882
2467,10.39,1613.15973
2468,10.41,1550.60001
2469,10.43,1603.03669
2470,10.44,1622.1868
2471,10.46,1587.62402
2472,10.48,1595.62577
2473,10.5,1712.13928
2474,10.52,1602.01237
2475,10.54,1819.96652
2476,10.57,1823.41466
2477,10.6,1669.942
2478,10.6,1783.86531
2479,10.62,1780.1874
2480,10.63,1710.44401
2481,10.65,1719.22778
2482,10.68,1706.78356
2483,10.7,1673.60411
2484,10.71,1659.98294
2485,10.72,1660.86038
2486,10.76,1748.91531
2487,10.77,1625.31781
2488,10.78,1721.86387
2489,10.8,1668.417
2490,10.84,1653.58284
2491,10.85,1636.05525
2492,10.86,1681.12814
2493,10.89,1751.08821
2494,10.91,1649.85445
2495,10.93,1917.68073
2496,10.94,1565.49909
2497,10.95,1683.14477
2498,10.97,1686.4055
2499,10.98,1700.92657
2500,11.01,1675.45437
2501,11.03,1577.45154
2502,11.05,1630.20947
2503,11.06,1611.67908
2504,11.06,1568.00402
2505,11.07,1572.99814
2506,11.07,1643.01521
2507,11.07,1475.92131
2508,11.06,1716.47012
2509,11.07,1620.99255
2510,11.07,1502.99912
2511,11.07,1681.32183
2512,11.07,1543.43862
2513,11.07,1568.52512
2514,11.08,1645.22209
2515,11.08,1551.25612
2516,11.08,1697.47955
2517,11.08,1556.40947
2518,11.08,1475.61917
2519,11.08,1569.60058
2520,11.08,1733.99867
2521,11.07,1577.81743
2522,11.07,1419.87677
2523,11.07,1637.5312
2524,11.07,1544.21633
2525,11.07,1558.48592
2526,11.07,1576.0449
2527,11.06,1732.62732
2528,11.06,1593.98939
2529,11.06,1532.10781
2530,11.06,1668.09333
2531,11.06,1623.04095
2532,11.06,1589.79989
2533,11.06,1641.59498
2534,11.05,1719.52169
2535,11.05,1604.57974
2536,11.05,1638.26994
2537,11.05,1600.2721
2538,11.05,1671.06199
2539,11.05,161923.597
2540,5.931,213805.014
2541,0.01,215601.254
2542,0.01,215872.549
2543,0.01,219247.439
2544,0.01,221120.079
2545,0.009,229843.273
2546,0.009,226322.701
2547,0.009,226895.568
2548,0.009,223781.662
2549,0.009,228900.0
2550,0.009,226905.829
2551,0.009,232101.063
2552,0.009,229264.004
2553,0.008,230391.75
2554,0.008,224288.586
2555,0.008,225571.524
2556,0.008,226858.828
2557,0.008,223340.142
2558,0.008,229432.528
2559,0.008,228481.587
2560,0.008,222318.344
2561,0.008,220344.447
2562,0.008,217181.526
2563,0.008,216342.939
2564,0.008,217436.202
2565,0.008,218258.389
2566,0.008,216416.585
2567,0.008,216856.728
2568,0.007,217036.687
2569,0.007,218409.993
2570,0.007,218247.92
2571,0.007,214974.773
2572,0.007,211229.162
2573,0.007,210777.757
2574,0.007,211489.516
2575,0.007,212338.897
2576,0.007,213036.029
2577,0.007,213342.516
2578,0.007,212128.503
2579,0.007,212300.94
2580,0.007,213345.493
2581,0.007,212708.284
2582,0.007,212537.638
2583,0.007,213324.759
2584,0.007,210156.057
2585,0.007,209947.766
2586,0.007,211970.116
2587,0.007,215132.237
2588,0.007,209493.162
2589,0.007,206438.945
2590,0.007,201728.654
2591,0.007,4422.04091
2592,2.903,4036.22983
2593,4.005,3935.01072
2594,4.073,4010.94641
2595,4.089,4054.09716
2596,4.111,3860.69645
2597,4.138,3983.25718
2598,4.14,3927.62897
2599,4.171,3736.99285
2600,4.197,3896.0809
2601,4.204,3796.42953
2602,4.22,3732.36518
2603,4.24,3791.05674
2604,4.26,3642.94758
2605,4.279,3633.37748
2606,4.297,3579.0587
2607,4.314,3649.38727
2608,4.336,3768.61508
2609,4.351,3787.39652
2610,4.367,3625.71278
2611,4.393,3389.1201
2612,4.407,3575.06571
2613,4.437,3726.14904
2614,4.462,3617.32326
2615,4.474,3680.56954
2616,4.49,3711.76098
2617,4.5,3491.3316
2618,4.517,3522.12679
2619,4.535,3512.60084
2620,4.549,3270.632
2621,4.581,3629.34475
2622,4.601,3406.06387
2623,4.618,3506.91362
2624,4.642,3443.98576
2625,4.662,3339.51974
2626,4.669,3461.52583
2627,4.689,3422.17711
2628,4.704,3414.95016
2629,4.73,3488.77057
2630,4.758,3388.73168
2631,4.777,3337.25513
2632,4.796,3320.17706
2633,4.812,3136.65604
2634,4.826,3163.26274
2635,4.845,3233.74508
2636,4.863,3199.74862
2637,4.881,3105.81793
2638,4.9,3194.5282
2639,4.92,3244.61524
2640,4.941,3204.99858
2641,4.963,3286.89586
2642,4.98,3182.855
2643,4.998,3056.0306
2644,5.014,3109.39656
2645,5.039,3199.37107
2646,5.063,3220.54368
2647,5.079,3037.04909
2648,5.095,3022.82991
2649,5.112,3179.90906
2650,5.13,3178.72785
2651,5.147,3107.57802
2652,5.169,2892.8309
2653,5.192,3003.833
2654,5.208,2888.73131
2655,5.229,2923.57288
2656,5.244,2969.3575
2657,5.265,3172.91398
2658,5.285,2979.20466
2659,5.318,2820.69487
2660,5.327,2877.50265
2661,5.339,3019.74604
2662,5.358,2825.15931
2663,5.382,2873.02009
2664,5.404,3092.87023
2665,5.424,3062.79174
2666,5.44,2818.832
2667,5.453,2920.61319
2668,5.47,2933.71202
2669,5.498,2953.57727
2670,5.521,2841.88894
2671,5.541,2830.59067
2672,5.553,3012.27531
2673,5.568,2736.23328
2674,5.585,2708.91818
2675,5.61,2747.91053
2676,5.636,2843.99036
2677,5.657,2644.84498
2678,5.673,2806.86813
2679,5.689,2884.51965
2680,5.7,2757.57969
2681,5.719,2791.73017
2682,5.744,2736.15257
2683,5.764,2682.19708
2684,5.781,2786.46552
2685,5.801,2803.66912
2686,5.823,2767.6308
2687,5.839,2752.8229
2688,5.863,2609.9033
2689,5.876,2682.13525
2690,5.892,2634.61661
2691,5.911,2734.36337
2692,5.926,2633.83157
2693,5.952,2713.4651
2694,5.975,2612.36488
2695,5.991,2723.90458
2696,6.007,2635.819
2697,6.025,2486.72143
2698,6.046,2484.41951
2699,6.067,2584.06084
2700,6.091,2544.55086
2701,6.103,2759.82583
2702,6.12,2792.26331
2703,6.141,2664.17435
2704,6.162,2634.66597
2705,6.178,2544.71027
2706,6.201,2608.23136
2707,6.221,2531.76867
2708,6.241,2510.34518
2709,6.262,2526.56466
2710,6.278,2479.93413
2711,6.31,2709.28596
2712,6.323,2399.45125
2713,6.328,2501.84277
2714,6.337,2393.26865
2715,6.355,2269.22098
2716,6.383,2464.66769
2717,6.404,2482.23946
2718,6.421,2547.04012
2719,6.436,2553.12461
2720,6.461,2382.79328
2721,6.482,2538.50911
2722,6.501,2346.52088
2723,6.518,2431.17885
2724,6.533,2486.29903
2725,6.555,2464.60526
2726,6.579,2644.01475
2727,6.601,2477.63713
2728,6.618,2430.54654
2729,6.64,2480.96501
2730,6.663,2377.26348
2731,6.676,2510.19405
2732,6.692,2346.34194
2733,6.706,2426.79679
2734,6.719,2498.87344
2735,6.74,2470.53934
2736,6.771,2333.95058
2737,6.79,2373.09801
2738,6.808,2315.07758
2739,6.823,2362.4118
2740,6.837,2277.72006
2741,6.851,2158.60978
2742,6.875,2264.21678
2743,6.903,2276.89194
2744,6.917,2228.20192
2745,6.941,2367.65935
2746,6.951,2379.3764
2747,6.975,2285.80707
2748,6.997,2268.67566
2749,7.014,2255.57751
2750,7.041,2161.03979
2751,7.058,2318.14209
2752,7.066,2283.34787
2753,7.08,2113.14725
2754,7.113,2353.60059
2755,7.129,2194.33143
2756,7.148,2100.20642
2757,7.172,2241.51364
2758,7.194,2238.06152
2759,7.212,2330.61368
2760,7.222,2312.01613
2761,7.237,2238.12583
2762,7.261,1982.66117
2763,7.277,2276.02003
2764,7.302,2144.30063
2765,7.33,2118.91149
2766,7.343,2209.50682
2767,7.361,2384.48919
2768,7.386,2128.35708
2769,7.414,2176.37292
2770,7.426,2121.93908
2771,7.434,2293.19931
2772,7.448,2031.73104
2773,7.466,2091.00317
2774,7.495,2257.75443
2775,7.518,2226.80867
2776,7.532,2167.90623
2777,7.546,2269.88414
2778,7.564,2226.55627
2779,7.581,2150.09039
2780,7.6,2207.83421
2781,7.617,2123.1705
2782,7.641,2127.31369
2783,7.668,2130.1736
2784,7.687,2150.52851
2785,7.702,2083.19675
2786,7.723,2146.93308
2787,7.741,2163.37079
2788,7.759,2214.45835
2789,7.776,2168.68513
2790,7.794,2199.21797
2791,7.817,2311.76966
2792,7.841,2087.97486
2793,7.857,2068.91386
2794,7.874,2107.13878
2795,7.893,2147.83742
2796,7.911,2206.14107
2797,7.93,2076.62192
2798,7.951,2104.61859
2799,7.967,2204.5412
2800,7.988,2022.62055
2801,8.009,2039.41072
2802,8.024,2140.44714
2803,8.04,2097.95295
2804,8.058,2058.59667
2805,8.081,2028.39696
2806,8.105,1994.37762
2807,8.126,2115.35669
2808,8.144,2116.93075
2809,8.166,2047.10248
2810,8.178,1973.4891
2811,8.193,2083.71341
2812,8.212,2134.51535
2813,8.236,2045.11974
2814,8.253,2090.7253
2815,8.277,1975.15518
2816,8.297,1996.46275
2817,8.314,1929.04909
2818,8.331,1983.6842
2819,8.349,2029.679
2820,8.369,2118.0776
2821,8.387,2182.26884
2822,8.4,2059.35655
2823,8.418,2056.88964
2824,8.437,1926.36277
2825,8.469,2169.73339
2826,8.492,2066.93723
2827,8.508,1957.51074
2828,8.528,1982.90231
2829,8.542,2004.40055
2830,8.561,2059.95467
2831,8.582,2036.54772
2832,8.595,1989.77073
2833,8.61,1963.89542
2834,8.63,2043.92489
2835,8.658,1945.12183
2836,8.676,2030.5627
2837,8.697,1937.24911
2838,8.719,1820.41262
2839,8.734,1959.15996
2840,8.748,1970.89234
2841,8.768,2015.16507
2842,8.798,1961.64862
2843,8.812,2010.25654
2844,8.826,1982.4554
2845,8.848,1808.45174
2846,8.865,2057.03689
2847,8.879,1997.05021
2848,8.901,1844.03255
2849,8.924,1997.83223
2850,8.94,1840.33025
2851,8.96,1896.24442
2852,8.979,1905.36282
2853,8.995,1989.69192
2854,9.02,1905.88459
2855,9.043,1860.39758
2856,9.062,1848.36627
2857,9.08,1853.57336
2858,9.096,1781.27494
2859,9.112,1889.16032
2860,9.133,1792.83566
2861,9.155,1813.23751
2862,9.175,1834.53679
2863,9.191,1831.09695
2864,9.208,1749.85047
2865,9.227,1801.93438
2866,9.253,1972.40123
2867,9.272,1622.4088
2868,9.285,1873.25472
2869,9.313,1964.33012
2870,9.33,1946.73428
2871,9.347,1859.55189
2872,9.363,1787.2813
2873,9.384,1889.26979
2874,9.403,1952.18972
2875,9.418,1890.22781
2876,9.435,1874.20741
2877,9.458,2008.70217
2878,9.475,1987.88047
2879,9.505,1734.24319
2880,9.524,1922.32838
2881,9.543,1626.21327
2882,9.553,1773.72521
2883,9.572,1697.49851
2884,9.593,1797.85897
2885,9.614,1764.14029
2886,9.638,1722.24837
2887,9.655,1738.6728
2888,9.67,1779.83882
2889,9.693,1652.2684
2890,9.709,1727.78379
2891,9.725,1876.13094
2892,9.744,1731.03858
2893,9.768,1661.28362
2894,9.782,1729.25446
2895,9.802,1722.3258
2896,9.821,1737.82119
2897,9.843,1662.61152
2898,9.861,1732.10957
2899,9.881,1642.34612
2900,9.895,1732.86961
2901,9.917,1655.50157
2902,9.947,1707.84226
2903,9.96,1844.44966
2904,9.969,1594.35285
2905,9.991,1682.51429
2906,10.01,1717.04025
2907,10.03,1699.66836
2908,10.05,1688.39405
2909,10.07,1683.15645
2910,10.09,1630.80249
2911,10.1,1689.43543
2912,10.11,1722.25272
2913,10.15,1734.08638
2914,10.17,1791.23335
2915,10.18,1613.39311
2916,10.21,1702.95422
2917,10.23,1810.64785
2918,10.24,1843.7686
2919,10.26,1687.87035
2920,10.28,1753.00305
2921,10.3,1655.4583
2922,10.31,1790.19248
2923,10.34,1833.97283
2924,10.35,1725.99506
2925,10.38,1649.64592
2926,10.4,1645.94368
2927,10.41,1738.47507
2928,10.43,1589.70398
2929,10.45,1686.40352
2930,10.47,1656.07208
2931,10.48,1586.69485
2932,10.5,1564.08891
2933,10.52,1648.65466
2934,10.55,1594.73264
2935,10.58,1616.71019
2936,10.59,1629.94538
2937,10.61,1588.99951
2938,10.62,1544.03413
2939,10.64,1601.70475
2940,10.66,1749.14102
2941,10.68,1577.23763
2942,10.7,1497.07589
2943,10.71,1637.73166
2944,10.73,1498.82277
2945,10.76,1560.80474
2946,10.77,1592.58923
2947,10.78,1501.93702
2948,10.82,1673.75676
2949,10.84,1454.17392
2950,10.85,1576.20003
2951,10.87,1435.91156
2952,10.89,1641.83211
2953,10.91,1589.05274
2954,10.93,1610.16733
2955,10.94,1620.3989
2956,10.96,1569.41739
2957,10.97,1738.7383
2958,10.99,1539.91973
2959,11.01,1607.52547
2960,11.04,1742.20674
2961,11.05,1696.28698
2962,11.06,1674.90602
2963,11.06,1745.48528
2964,11.06,1631.69135
2965,11.06,1746.64441
2966,11.06,1591.47631
2967,11.06,1647.55564
2968,11.06,1602.2211
2969,11.06,1379.08587
2970,11.05,1509.86965
2971,11.05,1664.7199
2972,11.05,1546.76657
2973,11.05,1636.23827
2974,11.05,1561.88442
2975,11.05,1537.68627
2976,11.06,1574.50278
2977,11.06,1587.55869
2978,11.06,1608.18737
2979,11.06,1326.12926
2980,11.06,1388.85101
2981,11.06,1459.32608
2982,11.06,1511.87154
2983,11.06,1446.77796
2984,11.06,1512.42438
2985,11.06,1638.63113
2986,11.06,1505.10625
2987,11.06,1653.71222
2988,11.06,1547.98822
2989,11.06,1602.84644
2990,11.06,1601.85035
2991,11.06,1502.131
2992,11.06,1630.11054
2993,11.06,1532.33518
2994,11.05,1594.43098
2995,11.05,1389.85539
2996,11.05,1607.89479
2997,11.05,1475.18029
2998,11.05,141298.211
2999,2.621,191363.232
3000,0.009,199419.075
3001,0.01,194674.985
3002,0.009,194745.896
3003,0.009,199273.553
3004,0.009,198803.706
3005,0.009,193830.957
3006,0.009,194898.109
3007,0.009,195585.026
3008,0.009,206678.003
3009,0.009,213303.246
3010,0.009,217478.53
3011,0.009,219532.36
3012,0.008,222718.416
3013,0.008,228790.119
3014,0.008,222988.297
3015,0.008,220081.629
3016,0.008,222445.714
3017,0.008,218572.737
3018,0.008,222364.251
3019,0.008,214674.106
3020,0.008,211697.468
3021,0.008,213905.837
3022,0.008,213638.435
3023,0.008,211394.485
3024,0.008,206842.32
3025,0.008,207979.32
3026,0.008,208559.324
3027,0.008,211475.365
3028,0.008,209004.156
3029,0.008,207141.888
3030,0.008,205939.095
3031,0.008,205403.754
3032,0.008,204873.521
3033,0.008,205498.622
3034,0.007,204181.25
3035,0.008,204748.759
3036,0.008,204297.38
3037,0.007,205416.755
3038,0.007,206144.169
3039,0.007,207044.237
3040,0.007,205402.084
3041,0.007,205375.496
3042,0.007,205377.784
3043,0.007,206322.995
3044,0.007,204614.056
3045,0.007,205923.153
3046,0.007,205928.805
3047,0.007,204712.152
3048,0.007,203817.167
3049,0.007,200823.305
3050,0.007,201446.337
3051,0.007,202809.917
3052,0.007,201178.823
3053,0.007,199249.933
3054,0.007,198460.867
3055,0.007,199047.306
3056,0.007,199307.972
3057,0.007,198073.261
3058,0.007,195731.661
3059,0.007,195647.263
3060,0.007,191770.071
3061,0.007,4868.87252
3062,3.005,4526.59123
3063,3.64,4293.12474
3064,3.668,4510.97349
3065,3.693,4421.68539
3066,3.707,4355.17234
3067,3.73,4266.32559
3068,3.745,4376.886
3069,3.761,4295.10644
3070,3.788,4165.06369
3071,3.807,4223.90159
3072,3.827,4284.29656
3073,3.841,4110.56403
3074,3.87,4013.66381
3075,3.883,4147.50695
3076,3.901,4032.10746
3077,3.918,4089.59136
3078,3.944,3899.8372
3079,3.955,3901.39784
3080,3.978,3918.03415
3081,3.993,3902.45159
3082,4.024,4006.22237
3083,4.039,3997.50627
3084,4.046,3868.94029
3085,4.058,3841.05611
3086,4.07,3793.70641
3087,4.103,3812.49573
3088,4.129,3935.86327
3089,4.141,3662.83765
3090,4.158,3671.94263
3091,4.179,3778.2544
3092,4.199,3791.02614
3093,4.219,3732.30648
3094,4.237,3692.95365
3095,4.253,3823.48098
3096,4.27,3785.82184
3097,4.286,3603.52343
3098,4.308,3621.1999
3099,4.33,3555.31316
3100,4.341,3660.60512
3101,4.368,3650.4549
3102,4.395,3419.15351
3103,4.414,3574.21821
3104,4.428,3583.81962
3105,4.446,3370.25887
3106,4.465,3517.00732
3107,4.482,3394.82427
3108,4.493,3493.88672
3109,4.516,3501.49133
3110,4.546,3433.80296
3111,4.561,3286.08913
3112,4.581,3414.05576
3113,4.603,3483.5259
3114,4.62,3322.37535
3115,4.63,3407.72915
3116,4.65,3327.42604
3117,4.666,3374.92148
3118,4.692,3295.76941
3119,4.72,3290.2624
3120,4.737,3219.26027
3121,4.755,3305.66957
3122,4.772,3078.2392
3123,4.787,3193.55641
3124,4.804,3145.99105
3125,4.823,3307.87773
3126,4.839,3164.56778
3127,4.858,3114.79591
3128,4.88,3167.77267
3129,4.905,3165.41145
3130,4.926,3049.18215
3131,4.94,3040.87024
3132,4.958,3203.27841
3133,4.974,3088.01277
3134,4.999,2978.07241
3135,5.024,3041.99422
3136,5.04,3137.3057
3137,5.055,3089.72982
3138,5.074,2992.73688
3139,5.091,2977.71558
3140,5.108,3055.40613
3141,5.132,2979.36966
3142,5.153,3014.97985
3143,5.168,2943.21449
3144,5.19,2951.61029
3145,5.207,2843.26426
3146,5.227,2988.58955
3147,5.249,2867.24972
3148,5.276,2839.69934
3149,5.287,2878.02277
3150,5.3,2786.65874
3151,5.321,2893.15715
3152,5.341,2872.97414
3153,5.366,2878.73426
3154,5.384,2878.6999
3155,5.4,2759.09524
3156,5.415,2813.95002
3157,5.431,2900.97362
3158,5.456,2944.33637
3159,5.482,2831.61899
3160,5.499,2730.01719
3161,5.512,2820.75317
3162,5.528,2755.12403
3163,5.545,2847.41305
3164,5.57,3002.00816
3165,5.598,2674.76427
3166,5.617,2652.89384
3167,5.634,2827.66552
3168,5.647,2678.59939
3169,5.657,2811.14672
3170,5.678,2805.48763
3171,5.703,2728.32766
3172,5.725,2726.05735
3173,5.738,2767.02134
3174,5.762,2726.03905
3175,5.785,2691.94338
3176,5.806,2805.00749
3177,5.82,2711.95674
3178,5.834,2685.97343
3179,5.852,2762.34748
3180,5.874,2583.31926
3181,5.886,2673.54198
3182,5.909,2541.4873
3183,5.932,2407.82392
3184,5.952,2533.26777
3185,5.972,2555.0548
3186,5.988,2644.08902
3187,6.009,2603.53908
3188,6.03,2573.10033
3189,6.049,2539.66578
3190,6.061,2419.28437
3191,6.078,2498.38414
3192,6.098,2531.70806
3193,6.121,2449.53715
3194,6.139,2593.01892
3195,6.162,2512.66805
3196,6.181,2455.30813
3197,6.199,2520.76313
3198,6.221,2443.33718
3199,6.239,2420.73422
3200,6.266,2485.51169
3201,6.288,2480.42544
3202,6.295,2619.65743
3203,6.304,2394.36946
3204,6.311,2487.37706
3205,6.336,2450.12229
3206,6.362,2421.49706
3207,6.383,2470.46098
3208,6.397,2463.50453
3209,6.427,2308.28774
3210,6.445,2514.80427
3211,6.463,2538.53871
3212,6.479,2454.68611
3213,6.491,2335.48153
3214,6.515,2372.72326
3215,6.542,2310.8817
3216,6.561,2381.33077
3217,6.576,2543.92496
3218,6.601,2464.24931
3219,6.622,2285.22651
3220,6.637,2270.4843
3221,6.656,2353.3184
3222,6.669,2310.16735
3223,6.678,2407.77091
3224,6.701,2190.29077
3225,6.728,2264.15786
3226,6.75,2362.86443
3227,6.772,2399.99135
3228,6.786,2354.47874
3229,6.795,2382.95617
3230,6.814,2269.57868
3231,6.843,2285.48838
3232,6.862,2242.51826
3233,6.883,2198.52543
3234,6.897,2279.09876
3235,6.91,2327.08841
3236,6.936,2256.8691
3237,6.95,2261.96757
3238,6.978,2210.11386
3239,7.001,2267.46035
3240,7.017,2194.22131
3241,7.03,2231.16324
3242,7.05,2316.23718
3243,7.073,2270.47572
3244,7.086,2237.96334
3245,7.107,2234.05587
3246,7.135,2112.30902
3247,7.159,2230.41043
3248,7.172,2005.93454
3249,7.181,2051.73127
3250,7.198,2249.29113
3251,7.221,2098.95283
3252,7.242,2107.27448
3253,7.271,2124.25404
3254,7.29,2153.62176
3255,7.304,2065.82532
3256,7.323,2180.24717
3257,7.353,2221.72345
3258,7.371,2247.4148
3259,7.38,2022.74773
3260,7.394,2125.0166
3261,7.409,2057.66804
3262,7.434,2091.34411
3263,7.463,2085.02937
3264,7.477,2081.13568
3265,7.489,1929.57129
3266,7.504,2160.81009
3267,7.522,1946.2195
3268,7.542,2121.86546
3269,7.559,1982.53219
3270,7.58,2075.18119
3271,7.606,2018.62084
3272,7.628,1969.29642
3273,7.644,2125.91833
3274,7.663,2091.6434
3275,7.681,2033.01284
3276,7.701,1975.14589
3277,7.72,2180.31442
3278,7.738,2199.50572
3279,7.757,2173.08159
3280,7.781,2045.79499
3281,7.798,2078.68027
3282,7.816,1986.23961
3283,7.834,1873.45358
3284,7.853,2177.03643
3285,7.869,2101.5655
3286,7.891,2011.3256
3287,7.909,2120.8487
3288,7.927,1997.90121
3289,7.949,2081.55456
3290,7.966,2114.31657
3291,7.981,2045.94822
3292,7.999,2142.9187
3293,8.02,2027.94173
3294,8.045,2008.06672
3295,8.066,2057.86642
3296,8.086,1997.07085
3297,8.108,1962.33305
3298,8.12,2000.20594
3299,8.135,1969.22468
3300,8.153,2003.09967
3301,8.176,1955.7064
3302,8.196,2018.69675
3303,8.219,2070.3181
3304,8.238,1977.04242
3305,8.255,1891.43265
3306,8.273,2039.32006
3307,8.289,2044.97755
3308,8.31,1963.57062
3309,8.33,2006.21947
3310,8.343,2020.16522
3311,8.359,1936.70917
3312,8.377,1771.49592
3313,8.409,1992.23431
3314,8.433,1826.68347
3315,8.452,1742.37333
3316,8.47,1783.91838
3317,8.482,1920.61043
3318,8.502,1871.68738
3319,8.524,1821.14887
3320,8.537,2006.76781
3321,8.55,1929.53037
3322,8.571,1814.08678
3323,8.599,1891.26256
3324,8.619,1951.40884
3325,8.638,1867.63576
3326,8.66,1941.68449
3327,8.673,1855.62899
3328,8.685,1824.64656
3329,8.706,1828.86955
3330,8.739,1836.0188
3331,8.755,1797.19343
3332,8.771,1763.57714
